X,Y,Z
-0.932203,-0.762712,0.000000
-0.898305,-0.762712,0.000000
-0.864407,-0.762712,0.000000
-0.830508,-0.762712,0.000000
-0.796610,-0.762712,0.000000
-0.762712,-0.762712,0.000000
-0.728814,-0.762712,0.000000
-0.694915,-0.762712,0.000000
-0.661017,-0.762712,0.000000
-0.627119,-0.762712,0.000000
-0.593220,-0.762712,0.000000
-0.559322,-0.762712,0.000000
-0.525424,-0.762712,0.000000
-0.491525,-0.762712,0.000000
-0.457627,-0.762712,0.000000
-0.423729,-0.762712,0.000000
-0.389831,-0.762712,0.000000
-0.355932,-0.762712,0.000000
-0.322034,-0.762712,0.000000
-0.288136,-0.762712,0.000000
-0.254237,-0.762712,0.000000
-0.220339,-0.762712,0.000000
-0.186441,-0.762712,0.000000
-0.152542,-0.762712,0.000000
-0.118644,-0.762712,0.000000
-0.084746,-0.762712,0.000000
-0.050847,-0.762712,0.000000
-0.016949,-0.762712,0.000000
0.016949,-0.762712,0.000000
0.050847,-0.762712,0.000000
0.084746,-0.762712,0.000000
0.118644,-0.762712,0.000000
0.152542,-0.762712,0.000000
0.186441,-0.762712,0.000000
0.220339,-0.762712,0.000000
0.254237,-0.762712,0.000000
0.288136,-0.762712,0.000000
0.322034,-0.762712,0.000000
0.355932,-0.762712,0.000000
0.389830,-0.762712,0.000000
0.423729,-0.762712,0.000000
0.457627,-0.762712,0.000000
0.491525,-0.762712,0.000000
0.525424,-0.762712,0.000000
0.559322,-0.762712,0.000000
0.593220,-0.762712,0.000000
0.627119,-0.762712,0.000000
0.661017,-0.762712,0.000000
0.694915,-0.762712,0.000000
0.728814,-0.762712,0.000000
0.762712,-0.762712,0.000000
0.796610,-0.762712,0.000000
0.830508,-0.762712,0.000000
0.864407,-0.762712,0.000000
0.898305,-0.762712,0.000000
0.932203,-0.762712,0.000000
0.966102,-0.762712,0.000000
1.000000,-0.762712,0.000000
-1.000000,-0.728814,0.000000
-0.966102,-0.728814,0.000000
-0.932203,-0.728814,0.000000
-0.898305,-0.728814,0.000000
-0.864407,-0.728814,0.000000
-0.830508,-0.728814,0.000000
-0.796610,-0.728814,0.000000
-0.762712,-0.728814,0.000000
-0.728814,-0.728814,0.000000
-0.694915,-0.728814,0.000000
-0.661017,-0.728814,0.000000
-0.627119,-0.728814,0.000000
-0.593220,-0.728814,0.000000
-0.559322,-0.728814,0.000000
-0.525424,-0.728814,0.000000
-0.491525,-0.728814,0.000000
-0.457627,-0.728814,0.000000
-0.423729,-0.728814,0.000000
-0.389831,-0.728814,0.000000
-0.355932,-0.728814,0.000000
-0.322034,-0.728814,0.000000
-0.288136,-0.728814,0.000000
-0.254237,-0.728814,0.000000
-0.220339,-0.728814,0.000000
-0.186441,-0.728814,0.000000
-0.152542,-0.728814,0.000000
-0.118644,-0.728814,0.000000
-0.084746,-0.728814,0.000000
-0.050847,-0.728814,0.000000
-0.016949,-0.728814,0.000000
0.016949,-0.728814,0.000000
0.050847,-0.728814,0.000000
0.084746,-0.728814,0.000000
0.118644,-0.728814,0.000000
0.152542,-0.728814,0.000000
0.186441,-0.728814,0.000000
0.220339,-0.728814,0.000000
0.254237,-0.728814,0.000000
0.288136,-0.728814,0.000000
0.322034,-0.728814,0.000000
0.355932,-0.728814,0.000000
0.389830,-0.728814,0.000000
0.423729,-0.728814,0.000000
0.457627,-0.728814,0.000000
0.491525,-0.728814,0.000000
0.525424,-0.728814,0.000000
0.559322,-0.728814,0.000000
0.593220,-0.728814,0.000000
0.627119,-0.728814,0.000000
0.661017,-0.728814,0.000000
0.694915,-0.728814,0.000000
0.728814,-0.728814,0.000000
0.762712,-0.728814,0.000000
0.796610,-0.728814,0.000000
0.830508,-0.728814,0.000000
0.864407,-0.728814,0.000000
0.898305,-0.728814,0.000000
0.932203,-0.728814,0.000000
0.966102,-0.728814,0.000000
1.000000,-0.728814,0.000000
-1.000000,-0.694915,0.000000
-0.966102,-0.694915,0.000000
-0.932203,-0.694915,0.000000
-0.898305,-0.694915,0.000000
-0.864407,-0.694915,0.000000
-0.830508,-0.694915,0.000000
-0.796610,-0.694915,0.000000
-0.762712,-0.694915,0.000000
-0.728814,-0.694915,0.000000
-0.694915,-0.694915,0.000000
-0.661017,-0.694915,0.000000
-0.627119,-0.694915,0.000000
-0.593220,-0.694915,0.000000
-0.559322,-0.694915,0.000000
-0.525424,-0.694915,0.000000
-0.491525,-0.694915,0.000000
-0.457627,-0.694915,0.000000
-0.423729,-0.694915,0.000000
-0.389831,-0.694915,0.000000
-0.355932,-0.694915,0.000000
-0.322034,-0.694915,0.000000
-0.288136,-0.694915,0.000000
-0.254237,-0.694915,0.000000
-0.220339,-0.694915,0.000000
-0.186441,-0.694915,0.000000
-0.152542,-0.694915,0.000000
-0.118644,-0.694915,0.000000
-0.084746,-0.694915,0.000000
-0.050847,-0.694915,0.000000
-0.016949,-0.694915,0.000000
0.016949,-0.694915,0.000000
0.050847,-0.694915,0.000000
0.084746,-0.694915,0.000000
0.118644,-0.694915,0.000000
0.152542,-0.694915,0.000000
0.186441,-0.694915,0.000000
0.220339,-0.694915,0.000000
0.254237,-0.694915,0.000000
0.288136,-0.694915,0.000000
0.322034,-0.694915,0.000000
0.355932,-0.694915,0.000000
0.389830,-0.694915,0.000000
0.423729,-0.694915,0.000000
0.457627,-0.694915,0.000000
0.491525,-0.694915,0.000000
0.525424,-0.694915,0.000000
0.559322,-0.694915,0.000000
0.593220,-0.694915,0.000000
0.627119,-0.694915,0.000000
0.661017,-0.694915,0.000000
0.694915,-0.694915,0.000000
0.728814,-0.694915,0.000000
0.762712,-0.694915,0.000000
0.796610,-0.694915,0.000000
0.830508,-0.694915,0.000000
0.864407,-0.694915,0.000000
0.898305,-0.694915,0.000000
0.932203,-0.694915,0.000000
0.966102,-0.694915,0.000000
1.000000,-0.694915,0.000000
-1.000000,-0.661017,0.000000
-0.966102,-0.661017,0.000000
-0.932203,-0.661017,0.000000
-0.898305,-0.661017,0.000000
-0.864407,-0.661017,0.000000
-0.830508,-0.661017,0.000000
-0.796610,-0.661017,0.000000
-0.762712,-0.661017,0.000000
-0.728814,-0.661017,0.000000
-0.694915,-0.661017,0.000000
-0.661017,-0.661017,0.000000
-0.627119,-0.661017,0.000000
-0.593220,-0.661017,0.000000
-0.559322,-0.661017,0.000000
-0.525424,-0.661017,0.000000
-0.491525,-0.661017,0.000000
-0.457627,-0.661017,0.000000
-0.423729,-0.661017,0.000000
-0.389831,-0.661017,0.000000
-0.355932,-0.661017,0.000000
-0.322034,-0.661017,0.000000
-0.288136,-0.661017,0.000000
-0.254237,-0.661017,0.000000
-0.220339,-0.661017,0.000000
-0.186441,-0.661017,0.000000
-0.152542,-0.661017,0.000000
-0.118644,-0.661017,0.000000
-0.084746,-0.661017,0.000000
-0.050847,-0.661017,0.000000
-0.016949,-0.661017,0.000000
0.016949,-0.661017,0.000000
0.050847,-0.661017,0.000000
0.084746,-0.661017,0.000000
0.118644,-0.661017,0.000000
0.152542,-0.661017,0.000000
0.186441,-0.661017,0.000000
0.220339,-0.661017,0.000000
0.254237,-0.661017,0.000000
0.288136,-0.661017,0.000000
0.322034,-0.661017,0.000000
0.355932,-0.661017,0.000000
0.389830,-0.661017,0.000000
0.423729,-0.661017,0.000000
0.457627,-0.661017,0.000000
0.491525,-0.661017,0.000000
0.525424,-0.661017,0.000000
0.559322,-0.661017,0.000000
0.593220,-0.661017,0.000000
0.627119,-0.661017,0.000000
0.661017,-0.661017,0.000000
0.694915,-0.661017,0.000000
0.728814,-0.661017,0.000000
0.762712,-0.661017,0.000000
0.796610,-0.661017,0.000000
0.830508,-0.661017,0.000000
0.864407,-0.661017,0.000000
0.898305,-0.661017,0.000000
0.932203,-0.661017,0.000000
0.966102,-0.661017,0.000000
1.000000,-0.661017,0.000000
-1.000000,-0.627119,0.000000
-0.966102,-0.627119,0.000000
-0.932203,-0.627119,0.000000
-0.898305,-0.627119,0.000000
-0.864407,-0.627119,0.000000
-0.830508,-0.627119,0.000000
-0.796610,-0.627119,0.000000
-0.762712,-0.627119,0.000000
-0.728814,-0.627119,0.000000
-0.694915,-0.627119,0.000000
-0.661017,-0.627119,0.000000
-0.627119,-0.627119,0.000000
-0.593220,-0.627119,0.000000
-0.559322,-0.627119,0.000000
-0.525424,-0.627119,0.000000
-0.491525,-0.627119,0.000000
-0.457627,-0.627119,0.000000
-0.423729,-0.627119,0.000000
-0.389831,-0.627119,0.000000
-0.355932,-0.627119,0.000000
-0.322034,-0.627119,0.000000
-0.288136,-0.627119,0.000000
-0.254237,-0.627119,0.000000
-0.220339,-0.627119,0.000000
-0.186441,-0.627119,0.000000
-0.152542,-0.627119,0.000000
-0.118644,-0.627119,0.000000
-0.084746,-0.627119,0.000000
-0.050847,-0.627119,0.000000
-0.016949,-0.627119,0.000000
0.016949,-0.627119,0.000000
0.050847,-0.627119,0.000000
0.084746,-0.627119,0.000000
0.118644,-0.627119,0.000000
0.152542,-0.627119,0.000000
0.186441,-0.627119,0.000000
0.220339,-0.627119,0.000000
0.254237,-0.627119,0.000000
0.288136,-0.627119,0.000000
0.322034,-0.627119,0.000000
0.355932,-0.627119,0.000000
0.389830,-0.627119,0.000000
0.423729,-0.627119,0.000000
0.457627,-0.627119,0.000000
0.491525,-0.627119,0.000000
0.525424,-0.627119,0.000000
0.559322,-0.627119,0.000000
0.593220,-0.627119,0.000000
0.627119,-0.627119,0.000000
0.661017,-0.627119,0.000000
0.694915,-0.627119,0.000000
0.728814,-0.627119,0.000000
0.762712,-0.627119,0.000000
0.796610,-0.627119,0.000000
0.830508,-0.627119,0.000000
0.864407,-0.627119,0.000000
0.898305,-0.627119,0.000000
0.932203,-0.627119,0.000000
0.966102,-0.627119,0.000000
1.000000,-0.627119,0.000000
-1.000000,-0.593220,0.000000
-0.966102,-0.593220,0.000000
-0.932203,-0.593220,0.000000
-0.898305,-0.593220,0.000000
-0.864407,-0.593220,0.000000
-0.830508,-0.593220,0.000000
-0.796610,-0.593220,0.000000
-0.762712,-0.593220,0.000000
-0.728814,-0.593220,0.000000
-0.694915,-0.593220,0.000000
-0.661017,-0.593220,0.000000
-0.627119,-0.593220,0.000000
-0.593220,-0.593220,0.000000
-0.559322,-0.593220,0.000000
-0.525424,-0.593220,0.000000
-0.491525,-0.593220,0.000000
-0.457627,-0.593220,0.000000
-0.423729,-0.593220,0.000000
-0.389831,-0.593220,0.000000
-0.355932,-0.593220,0.000000
-0.322034,-0.593220,0.000000
-0.288136,-0.593220,0.000000
-0.254237,-0.593220,0.000000
-0.220339,-0.593220,0.000000
-0.186441,-0.593220,0.000000
-0.152542,-0.593220,0.000000
-0.118644,-0.593220,0.000000
-0.084746,-0.593220,0.000000
-0.050847,-0.593220,0.000000
-0.016949,-0.593220,0.000000
0.016949,-0.593220,0.000000
0.050847,-0.593220,0.000000
0.084746,-0.593220,0.000000
0.118644,-0.593220,0.000000
0.152542,-0.593220,0.000000
0.186441,-0.593220,0.000000
0.220339,-0.593220,0.000000
0.254237,-0.593220,0.000000
0.288136,-0.593220,0.000000
0.322034,-0.593220,0.000000
0.355932,-0.593220,0.000000
0.389830,-0.593220,0.000000
0.423729,-0.593220,0.000000
0.457627,-0.593220,0.000000
0.491525,-0.593220,0.000000
0.525424,-0.593220,0.000000
0.559322,-0.593220,0.000000
0.593220,-0.593220,0.000000
0.627119,-0.593220,0.000000
0.661017,-0.593220,0.000000
0.694915,-0.593220,0.000000
0.728814,-0.593220,0.000000
0.762712,-0.593220,0.000000
0.796610,-0.593220,0.000000
0.830508,-0.593220,0.000000
0.864407,-0.593220,0.000000
0.898305,-0.593220,0.000000
0.932203,-0.593220,0.000000
0.966102,-0.593220,0.000000
1.000000,-0.593220,0.000000
-1.000000,-0.559322,0.000000
-0.966102,-0.559322,0.000000
-0.932203,-0.559322,0.000000
-0.898305,-0.559322,0.000000
-0.864407,-0.559322,0.000000
-0.830508,-0.559322,0.000000
-0.796610,-0.559322,0.000000
-0.762712,-0.559322,0.000000
-0.728814,-0.559322,0.000000
-0.694915,-0.559322,0.000000
-0.661017,-0.559322,0.000000
-0.627119,-0.559322,0.000000
-0.593220,-0.559322,0.000000
-0.559322,-0.559322,0.000000
-0.525424,-0.559322,0.000000
-0.491525,-0.559322,0.000000
-0.457627,-0.559322,0.000000
-0.423729,-0.559322,0.000000
-0.389831,-0.559322,0.000000
-0.355932,-0.559322,0.000000
-0.322034,-0.559322,0.000000
-0.288136,-0.559322,0.000000
-0.254237,-0.559322,0.000000
-0.220339,-0.559322,0.000000
-0.186441,-0.559322,0.000000
-0.152542,-0.559322,0.000000
-0.118644,-0.559322,0.000000
-0.084746,-0.559322,0.000000
-0.050847,-0.559322,0.000000
-0.016949,-0.559322,0.000000
0.016949,-0.559322,0.000000
0.050847,-0.559322,0.000000
0.084746,-0.559322,0.000000
0.118644,-0.559322,0.000000
0.152542,-0.559322,0.000000
0.186441,-0.559322,0.000000
0.220339,-0.559322,0.000000
0.254237,-0.559322,0.000000
0.288136,-0.559322,0.000000
0.322034,-0.559322,0.000000
0.355932,-0.559322,0.000000
0.389830,-0.559322,0.000000
0.423729,-0.559322,0.000000
0.457627,-0.559322,0.000000
0.491525,-0.559322,0.000000
0.525424,-0.559322,0.000000
0.559322,-0.559322,0.000000
0.593220,-0.559322,0.000000
0.627119,-0.559322,0.000000
0.661017,-0.559322,0.000000
0.694915,-0.559322,0.000000
0.728814,-0.559322,0.000000
0.762712,-0.559322,0.000000
0.796610,-0.559322,0.000000
0.830508,-0.559322,0.000000
0.864407,-0.559322,0.000000
0.898305,-0.559322,0.000000
0.932203,-0.559322,0.000000
0.966102,-0.559322,0.000000
1.000000,-0.559322,0.000000
-1.000000,-0.525424,0.000000
-0.966102,-0.525424,0.000000
-0.932203,-0.525424,0.000000
-0.898305,-0.525424,0.000000
-0.864407,-0.525424,0.000000
-0.830508,-0.525424,0.000000
