VX,VY
-4.393789,0.091109
-7.092480,0.181884
-9.265216,0.548187
-5.041700,7.359714
-3.896353,7.545266
-2.313040,8.352471
-2.468826,9.349603
-2.826349,9.289887
-3.422188,8.008831
-4.591877,5.796124
-5.857414,3.276612
-7.228678,1.040713
-7.973909,0.318013
-7.943612,2.274314
-7.269292,6.020041
-5.880368,7.667688
-4.353207,8.342448
-3.918776,8.656943
-3.391874,6.374689
-3.464481,4.660268
-4.669509,3.611019
-5.115366,2.229645
-5.144889,1.292271
-5.671263,1.766446
-6.094924,2.776372
-6.494889,3.252552
-6.482850,2.013644
-6.277026,-0.553385
-7.173020,-2.371818
-7.362525,-5.016586
-6.759280,-8.879630
-5.868521,-13.149437
-5.552254,-15.430776
-6.113982,-14.999365
-6.390274,-14.399296
-6.433276,-13.115693
-7.131048,-10.962484
-8.434329,-9.117683
-9.154652,-8.296025
-8.905976,-7.750806
-8.192847,-7.057784
-7.986897,-5.707150
-7.958189,-3.837996
-7.618165,-2.156007
-7.241856,-0.323022
-6.968469,1.514254
-6.528530,3.483190
-5.890843,5.466479
-5.422684,7.442794
-4.994343,9.362261
-4.530940,11.174719
-3.992405,12.734601
-3.656143,14.265321
-3.567653,15.704124
-3.514725,16.785423
-3.532727,17.097454
-3.730435,16.521034
-3.897965,13.381406
-3.539175,7.592452
-4.307010,3.830633
-5.552012,1.802357
-7.986458,2.089678
-9.685839,2.178410
-4.296867,7.799474
-3.881125,7.871142
-2.473071,7.807887
-1.633687,8.536815
-1.626111,9.346173
-2.148644,9.313343
-2.909476,7.973262
-3.849143,5.775958
-5.163221,3.294984
-6.342529,1.213614
-6.733482,0.659266
-6.762077,2.623201
-6.411684,5.853138
-5.101953,8.208447
-4.266167,7.498154
-3.555627,6.377833
-3.484664,6.022755
-3.647099,4.889294
-3.808423,3.636777
-4.318740,2.698556
-4.738574,2.284452
-4.899676,2.336165
-5.522134,2.558582
-6.063138,1.902257
-6.064906,-0.210362
-6.665132,-2.583207
-6.473193,-6.169809
-6.562282,-9.710909
-6.704831,-12.779051
-6.885705,-14.804554
-7.876975,-14.542535
-8.686369,-13.449638
-8.791609,-12.606983
-9.873022,-10.654427
-11.536202,-8.712398
-12.223946,-8.083508
-12.679514,-7.634175
-12.847367,-7.391635
-13.247416,-6.218927
-13.452542,-4.442171
-13.480829,-2.392313
-13.402377,-0.196072
-13.054877,1.513441
-12.421305,3.333022
-11.621625,5.158429
-11.008069,7.020929
-10.460529,8.908604
-9.769983,10.649528
-9.067263,12.203911
-8.505356,13.728472
-8.095124,15.088980
-7.556461,16.112482
-7.040838,16.546301
-6.480613,15.529227
-6.256538,12.150830
-5.630328,7.543587
-5.688801,4.570093
-6.754585,3.358739
-8.892396,3.723923
-9.979429,3.552755
-3.677271,6.918433
-3.534686,8.441663
-2.748263,8.006418
-1.630177,8.135469
-1.326520,9.216665
-1.095342,9.437789
-1.110676,8.776606
-1.626942,7.772617
-2.480982,6.048679
-3.802045,4.009223
-4.525802,1.830792
-5.093305,1.279941
-5.426125,2.744356
-5.023740,5.304678
-4.474026,6.163774
-3.767935,6.623429
-3.254560,6.464524
-3.015932,5.417721
-3.314296,4.736109
-3.965951,3.873688
-4.572940,3.181929
-4.953606,2.816034
-5.429000,2.643381
-5.432034,1.530334
-5.400264,-0.201208
-5.871868,-2.747164
-6.232009,-6.167526
-6.965237,-9.284073
-7.684763,-11.736965
-8.179039,-13.953821
-9.222219,-14.405777
-10.365616,-12.870631
-10.987727,-11.231326
-12.470334,-9.516867
-14.331592,-7.797746
-15.391735,-7.114604
-16.466314,-6.855437
-17.632702,-6.339018
-18.338379,-5.496347
-18.574858,-4.338438
-18.843609,-2.421133
-18.933226,-0.149189
-18.624483,1.637153
-17.888109,3.320166
-17.154694,5.045354
-16.374281,6.740800
-15.558720,8.511542
-14.627434,10.225299
-13.708268,11.818107
-12.867000,13.333013
-12.365307,14.797563
-11.917126,15.725728
-11.174857,15.459103
-9.707078,13.522681
-8.495266,10.526145
-7.115404,7.178011
-6.874788,5.247459
-8.158222,4.634352
-9.742213,4.823338
-9.973350,4.448588
-3.629349,5.734531
-3.420563,8.198810
-2.967203,8.694835
-2.214339,8.725979
-1.343203,8.810967
-0.449112,8.753564
-0.095721,8.650497
-0.139421,8.261328
-0.284137,7.257564
-0.918799,6.023135
-1.634955,4.317933
-2.610477,2.901307
-3.348117,2.152372
-3.472641,2.715830
-3.712030,4.134842
-3.662705,5.691753
-3.244431,5.825430
-3.314035,5.587400
-3.638453,5.202296
-3.979980,4.147948
-4.479215,3.414176
-4.797655,2.867946
-5.196351,2.538625
-5.514265,1.774443
-5.265382,-0.190988
-5.724929,-2.566018
-6.615355,-5.385337
-6.990671,-9.165354
-7.800621,-11.949458
-9.113174,-12.843692
-10.622746,-12.648337
-11.735528,-11.463550
-12.406135,-9.775998
-14.622067,-7.794631
-16.791445,-6.263552
-18.011810,-5.988122
-19.417805,-6.087204
-21.215979,-5.500180
-22.586468,-4.588188
-23.299311,-3.862900
-23.779472,-2.372481
-23.852585,-0.392060
-23.483173,1.582739
-22.693829,3.447207
-21.938675,5.164457
-20.990875,6.828990
-20.007809,8.585443
-19.073011,10.156657
-18.127996,11.439777
-17.144882,12.515393
-16.359455,13.444362
-15.554066,13.817420
-14.182721,13.179377
-11.756882,11.248995
-9.901663,9.155409
-8.909256,7.333261
-9.228071,6.023007
-9.987515,5.136261
-10.425910,5.058617
-9.853045,4.664594
-4.270928,4.933332
-3.755612,6.831450
-3.386499,7.846411
-2.910472,7.665825
-1.855061,7.562666
-1.067331,8.652231
-0.255176,8.487120
0.585679,7.828814
1.023798,7.256883
1.087203,6.636645
0.649047,6.054575
0.036835,5.253988
-0.596798,4.083275
-1.157895,3.226890
-2.105031,3.409362
-2.320127,3.896116
-2.335278,4.361147
-2.667843,4.489338
-3.057735,4.163195
-3.506555,3.523412
-3.830599,2.893374
-3.853931,2.314560
-4.364725,2.167795
-5.326787,2.169563
-4.980516,0.102953
-5.431623,-2.145474
-6.092646,-5.151521
-6.099573,-9.340379
-7.534524,-11.646579
-9.677001,-11.487862
-11.924423,-10.246645
-13.012609,-9.740739
-13.391830,-8.225193
-16.117945,-5.745630
-18.997150,-3.762849
-20.373671,-4.057875
-22.276117,-4.020977
-24.213848,-3.750958
-25.607311,-3.699474
-26.643084,-3.515559
-27.399563,-2.625103
-27.879719,-1.049076
-27.910057,0.648071
-27.386477,2.261356
-26.662525,3.900726
-25.733791,5.503390
-24.690216,7.162367
-23.711540,8.609418
-22.672464,9.754548
-21.377748,10.705154
-19.823465,11.339038
-17.994955,11.500783
-15.770583,10.912381
-13.164334,9.339124
-11.406542,7.523752
-10.913259,6.153498
-11.065452,5.329842
-10.671319,4.853713
-10.265585,4.913697
-9.505373,4.724176
-5.054479,3.637298
-4.116847,4.875892
-3.857786,6.486241
-3.810790,7.020852
-2.798056,7.440204
-1.723012,8.641096
-0.764423,7.702330
0.402530,6.881579
1.194050,6.534731
1.740270,6.209780
2.036881,5.966245
1.972110,6.051718
1.643494,5.827873
1.142930,5.372940
0.412978,4.913847
0.169037,4.252392
-0.192606,4.144132
-0.730831,4.137767
-1.236132,3.963359
-1.638782,3.547807
-2.051807,3.043132
-2.269350,2.457300
-2.714711,1.961777
-3.453089,1.481857
-3.717678,0.021284
-4.402341,-1.893236
-5.209172,-4.630681
-5.784800,-8.240005
-7.712616,-10.139886
-9.822140,-10.480854
-12.320937,-8.977840
-13.743811,-7.912796
-14.284734,-6.342852
-16.969507,-3.884073
-19.788126,-2.202992
-21.437677,-2.296852
-23.793484,-1.757224
-25.560492,-1.896999
-26.884535,-2.331703
-28.440870,-2.132940
-29.481670,-1.753600
-30.058493,-1.033597
-30.162127,-0.062258
-29.975393,1.077749
-29.474020,2.483001
-28.848108,4.075866
-27.750021,5.498404
-26.524601,6.911465
-25.187462,8.109174
-23.286543,8.953271
-21.217705,9.456556
-18.980143,9.487515
-16.523222,8.713077
-14.377700,7.378385
-12.998968,6.219491
-12.223028,5.559672
-11.360336,5.185493
-10.035074,4.949884
-8.988598,4.994726
-8.032029,5.019383
-5.739497,2.124039
-4.876795,3.569282
-4.607478,5.327246
-4.353691,6.864349
-3.421297,7.692310
-2.299583,7.527730
-1.712589,6.945316
-0.771078,6.472804
0.276635,6.057062
0.956769,5.754947
1.765664,5.419806
2.321708,5.808223
2.573874,6.285281
2.768862,6.288490
2.827093,6.092201
2.716137,5.700424
2.671991,5.414739
2.440896,5.249534
1.993141,4.992197
1.732600,4.463628
1.052916,4.083382
0.439911,3.469413
-0.291847,2.778867
-1.277668,2.060619
-2.132960,0.754506
-2.967023,-1.209402
-3.925069,-3.783747
-5.067962,-6.733627
-7.239721,-8.493675
-9.681591,-8.804102
-12.428157,-7.050550
-14.081298,-5.621312
-14.955205,-4.129069
-17.427204,-1.963632
-19.988375,-0.738983
-21.933336,-0.648108
-24.207220,-0.345864
-25.622744,-0.731705
-26.952520,-0.855083
-28.491291,-0.471354
-29.432854,-0.290893
-30.332344,0.251054
-30.411165,0.440140
-30.391352,1.220932
-30.007696,2.341468
-29.415478,3.659817
-28.091499,4.657455
-26.493719,5.737985
-25.082697,6.811602
-23.202581,7.542595
-21.113884,7.836027
-18.715120,7.551098
-16.339287,6.849479
-14.788475,6.036779
-13.659023,5.876201
-12.155662,5.704354
-10.586397,5.451051
-9.067420,5.294247
-7.568625,4.813473
-6.011065,4.789732
-6.521349,1.419041
-5.946612,3.017102
-5.436686,4.198850
-4.872231,5.239187
-4.255439,6.144916
-3.272350,6.180881
-2.629066,5.890466
-1.749458,5.475045
-0.649742,5.220635
-0.115246,5.148884
0.641394,4.943213
1.649496,5.091696
2.313362,5.664886
3.199656,5.864879
4.198123,5.977012
4.524670,6.279491
5.002609,6.334632
5.469540,6.024828
5.426672,5.810423
5.318150,5.460153
4.710882,5.146631
3.736009,4.895635
2.764820,4.343594
1.576187,3.665140
0.378185,2.406533
-0.911338,0.417192
-2.320830,-2.283355
-3.786251,-5.140051
-6.302394,-6.719091
-9.171225,-6.787747
-12.196893,-4.905244
-14.045110,-3.331778
-15.201629,-2.023709
-17.532454,-0.132425
-20.086304,1.118057
-22.109306,1.253795
-23.507505,0.505542
-24.550512,-0.062462
-25.969557,-0.143512
-27.097107,-0.198329
-27.411291,-0.454003
-28.240021,0.064728
-28.527689,0.496497
-28.593790,1.185468
-28.214827,1.988250
-27.485516,2.861476
-26.303217,3.697476
-24.773962,4.537218
-23.519653,5.407740
-21.959293,6.072353
-20.388376,6.485737
-18.666708,6.475319
-16.572252,5.723696
-15.226885,5.522113
-13.672606,5.463658
-11.699356,4.531761
-10.130271,3.865778
-8.653097,3.963368
-6.905966,3.831866
-4.802600,4.071428
-7.151924,1.076920
-6.620698,2.496912
-6.052024,3.375664
-5.478364,4.141759
-4.989723,4.803787
-4.302023,5.141500
-3.676591,4.980441
-3.052156,4.754059
-1.963893,4.586864
-1.245042,4.704845
-0.192145,4.461102
1.131963,4.225914
2.168868,4.372706
3.382036,4.796771
4.843302,5.256904
5.927456,5.930367
6.811157,6.729829
7.577676,6.565542
7.999530,6.628667
8.090531,6.777825
7.822443,6.524758
7.085624,6.433834
6.241638,5.965580
5.009209,5.251505
3.500948,4.326128
1.748739,2.673563
-0.166941,-0.216432
-2.041045,-3.138391
-5.084888,-4.459894
-8.304851,-4.429769
-11.563821,-2.583587
-13.567831,-1.009555
-14.904029,0.217097
-17.042568,1.998201
-19.149559,3.074709
-20.759895,3.004963
-21.662371,1.992447
-22.602270,1.432543
-23.953896,1.383907
-24.816732,1.022178
-24.898321,0.345136
-25.419390,0.501405
-25.573626,0.687019
-25.546829,1.158739
-25.210075,1.756644
-24.563528,2.396926
-23.659679,3.050228
-22.436731,3.676752
-21.412407,4.466758
-19.877794,4.771639
-18.702263,5.328045
-18.012112,6.456663
-16.489458,5.630304
-15.377946,4.736915
-14.151630,4.399755
-12.585198,3.606506
-11.350883,2.701389
-9.621783,2.327961
-7.511453,2.304744
-5.153735,2.509590
-8.107819,0.398089
-7.455253,1.606438
-7.079930,2.806259
-6.427022,3.381418
-5.796963,3.957010
-5.026148,4.247491
-4.150387,3.975356
-3.437717,3.925180
-2.494403,4.015788
-1.369112,4.119247
0.201074,3.891651
1.760243,3.526200
3.438832,3.193800
5.084149,3.750512
6.511298,4.700066
8.131794,5.241159
9.499606,5.974854
10.393032,6.358744
11.119152,6.985251
11.370461,7.661431
11.243106,7.821897
10.654755,8.090941
9.781363,7.894647
8.473314,7.260169
6.818324,6.526349
4.841937,5.084234
2.412618,2.304377
-0.100044,-0.419563
-3.682228,-1.641188
-7.176832,-1.789908
-10.656865,-0.097619
-12.893106,1.432630
-14.263018,2.538538
-16.135469,4.198842
-17.554159,4.701367
-18.947956,4.564616
-19.840117,3.924566
-20.383133,3.147105
-21.031527,2.960665
-21.431864,2.498597
-21.719841,2.067346
-22.061813,2.504192
-21.990669,2.401099
-21.932981,2.507239
-21.654020,2.837636
-21.156105,3.164401
-20.449024,3.369353
-19.568497,3.537591
-19.075193,4.303246
-18.315582,4.716733
-17.486704,5.027424
-16.852367,5.350786
-15.771062,3.948204
-15.214209,3.039146
-14.658666,2.449354
-13.398558,1.050979
-12.109900,-0.345286
-10.417981,-1.324798
-8.559817,-1.822439
-6.506006,-1.797176
-8.481287,-0.262483
-8.061627,1.222276
-7.906138,2.616596
-7.263890,2.952425
-6.513689,3.348529
-5.927778,3.671642
-4.775877,3.135614
-3.451747,2.844849
-2.155644,2.738540
-0.411780,2.683949
1.723428,2.425084
3.796140,2.164072
5.966000,2.046954
7.936268,2.703152
9.450240,3.056405
10.921536,3.527097
12.322118,4.287763
13.335607,5.132980
14.232367,6.383880
14.596192,7.081487
14.501629,8.038420
13.924444,9.041040
13.027674,9.654300
11.637587,9.353713
9.917773,8.647690
7.718947,7.744679
4.836483,5.496767
1.822898,3.028039
-2.104779,1.698713
-5.851151,1.142890
-9.541607,2.517648
-12.008488,3.888352
-13.323791,4.680705
-15.033789,6.168034
-16.031641,6.103700
-16.876276,5.477193
-17.568314,5.001953
-18.021029,4.051293
-18.419188,3.526428
-18.750822,3.289456
-19.130695,1.975808
-19.227320,1.873472
-18.825350,1.873034
-18.553690,1.775145
-18.208694,1.889772
-17.659155,2.237285
-16.978930,3.001878
-16.330240,3.043574
-16.012512,3.552257
-15.821994,3.826445
-15.419783,3.726779
-15.200626,3.690632
-14.807807,2.866765
-14.416449,1.946678
-13.373818,0.418114
-11.881513,-1.258902
-10.635974,-2.580634
-9.059921,-3.710487
-7.390479,-4.345670
-5.698545,-4.264546
-9.025287,-0.202325
-8.923244,1.571872
-8.805840,2.524294
-8.392662,2.848898
-7.379791,2.672313
-6.704178,2.761374
-5.593016,2.395180
-3.734190,1.599555
-1.634514,0.956649
0.969040,0.368827
3.441386,-0.239560
5.840500,-0.321486
8.131639,-0.449157
10.215170,0.277078
12.109716,1.032527
13.586452,1.882567
14.785551,2.988574
15.775858,3.986893
16.628633,5.556657
16.839653,6.763235
16.767744,8.226052
16.372431,9.770401
15.524392,11.044227
14.064036,11.304950
12.077445,11.199265
9.660838,10.429337
6.590724,8.805774
3.274795,6.971944
-0.782785,5.559731
-4.578168,4.388692
-8.374456,5.283452
-11.023349,6.327427
-12.211082,6.563743
-13.546568,7.460748
-14.365568,7.012576
-14.924025,5.958144
-15.492702,5.326260
-16.224468,4.450123
-16.859774,3.806828
-17.326496,3.551267
-17.826735,1.826670
-17.897928,1.339706
-17.599615,1.359141
-17.046389,1.151480
-16.603542,1.515159
-15.650703,2.068624
-14.323432,3.118161
-13.611231,3.605191
-12.953857,3.905410
-12.429537,3.812604
-12.051042,3.356010
-11.982191,2.918079
-11.789227,2.142551
-11.009168,0.742773
-9.708483,-1.033317
-8.216430,-2.669947
-6.885088,-4.095105
-5.672186,-5.104772
-4.585087,-5.471643
-3.515033,-4.993802
-9.500003,-0.386512
-9.392409,1.435297
-9.163783,2.069312
-8.923088,2.331132
-7.973359,2.120217
-6.873302,1.519831
-5.613495,0.670920
-3.514101,-0.920071
-0.779047,-2.043111
2.388880,-2.632204
5.075928,-3.458521
7.764872,-3.494865
9.988362,-2.957029
11.920954,-2.229298
13.660349,-0.863035
14.959145,0.435600
16.001799,1.781148
16.820353,2.937346
17.477182,4.611732
17.659767,6.595418
17.893867,8.125357
17.714624,9.710191
16.847078,11.486470
15.323645,12.680108
13.320215,13.580388
10.792091,13.421729
7.762304,12.341803
4.433905,10.900304
0.233516,9.614855
-3.520283,7.869522
-7.346346,8.187650
-10.103327,8.748528
-11.166086,8.256474
-12.024711,8.223177
-12.601353,7.454757
-13.395452,6.395439
-14.144084,5.372478
-15.298005,4.351226
-16.233076,3.172416
-16.846523,2.240051
-17.274324,0.859644
-17.231743,-0.088506
-16.892376,-0.678932
-16.162548,-1.185222
-15.838051,-0.848954
-14.857327,-0.387484
-12.983947,-0.065309
-11.707912,1.108986
-10.448267,2.619994
-9.500875,4.038331
-8.954131,4.334681
-8.598415,3.330905
-8.064658,1.993824
-7.283854,0.411705
-6.347134,-1.411972
-5.221882,-3.308046
-4.176757,-5.020682
-3.609357,-6.071464
-3.231017,-6.316230
-2.895755,-5.463323
-9.021754,-1.084422
-8.968766,1.073463
-8.965337,2.034079
-8.758813,1.608521
-8.082340,0.992489
-6.793931,-0.029517
-4.954461,-1.884762
-2.381949,-4.026409
0.626142,-5.265795
3.834733,-5.687241
6.190995,-5.903021
8.505636,-5.883350
10.092661,-4.976065
11.299929,-4.158227
12.529300,-3.149321
13.492890,-1.915174
14.381742,-0.434985
15.303037,0.923106
16.114355,2.663390
16.403013,4.892915
16.742981,6.997770
16.664234,9.083261
15.991023,11.286031
14.737680,13.168651
13.001400,14.701150
10.528097,15.689100
7.543323,15.834295
4.512647,14.582157
0.547650,13.420434
-2.946149,11.327345
-6.635658,11.068120
-9.332808,11.015426
-10.306125,9.842627
-10.972388,9.036682
-11.361901,7.800978
-12.407523,6.786383
-13.422568,5.608342
-15.009425,4.924502
-16.557852,4.079967
-16.865742,2.207417
-16.776855,0.667302
-16.315649,-0.443591
-15.906079,-1.134728
-15.234861,-1.984151
-15.194442,-2.298635
-14.481390,-2.741389
-12.891241,-2.724411
-11.552320,-2.212681
-9.898210,-0.885177
-8.352592,0.968682
-7.432580,2.699779
-6.771365,3.118242
-5.932922,2.270696
-5.241498,0.922079
-4.391677,-1.509878
-3.510426,-4.154730
-3.207564,-5.773443
-3.391992,-6.483912
-3.335936,-6.208843
-3.437585,-4.968298
-8.449000,-1.076414
-8.715744,1.536296
-8.577457,2.436253
-8.022738,1.069631
-7.189960,-0.463550
-6.120171,-1.837245
-4.178854,-4.008305
-1.226176,-6.674453
1.830239,-8.142489
4.208470,-8.456164
5.287641,-8.061477
6.259571,-7.497972
7.241276,-6.579813
8.240609,-5.743558
9.375058,-4.732327
10.312058,-3.394760
11.352301,-1.815742
12.501833,-0.183846
13.536312,1.793002
13.994519,4.171031
14.326324,6.659973
14.322097,9.089741
13.818211,11.581404
12.794665,13.993816
11.374732,15.955607
9.303565,17.277918
6.633326,17.902927
3.881631,17.289484
0.204865,16.526663
-2.942720,14.545610
-6.317629,13.792353
-8.797978,13.051304
-9.585813,11.202942
-10.023584,9.670013
-10.472990,8.165308
-11.759866,7.154560
-12.992911,6.130116
-14.354332,5.500525
-15.383375,4.655927
-15.133999,2.793266
-14.222695,1.173980
-13.229401,0.392034
-12.930547,0.660148
-13.035251,0.493851
-13.410047,-0.172551
-13.132413,-1.777437
-12.294003,-2.694878
-11.651647,-3.416049
-10.397629,-3.239147
-9.057417,-1.934733
-8.026888,-0.042730
-6.924297,1.091146
-5.837963,0.955253
-5.117387,0.103014
-4.395116,-2.181808
-3.496172,-5.107384
-3.123060,-6.335164
-3.322009,-6.930761
-3.571990,-5.812503
-4.244886,-3.766143
-7.740083,-1.128842
-7.933802,1.081677
-7.492685,1.620489
-7.113378,0.693767
-6.327354,-1.361427
-5.127537,-3.689875
-3.194137,-6.434440
-0.775469,-9.169396
0.993237,-10.345440
1.819104,-10.229874
2.334785,-9.895153
3.156567,-8.926249
4.028094,-7.571167
4.931661,-6.408683
6.097140,-5.387573
7.201442,-3.991141
8.413676,-2.530594
9.421858,-0.741534
10.282109,1.501298
10.734985,3.992001
11.106913,6.765880
11.265528,9.568899
10.860706,12.435843
9.861180,15.320086
8.429929,17.738623
6.731307,19.352650
4.774343,20.047256
2.624445,19.783298
-0.560063,19.008495
-3.433957,17.319134
-6.401839,16.213562
-8.524776,14.869045
-9.022505,12.424312
-9.229180,10.321727
-9.844462,8.782245
-11.132745,7.763658
-12.191421,6.789180
-13.354694,6.282668
-13.706713,5.038632
-12.903066,2.695439
-11.634528,0.565241
-10.712790,-0.307840
-10.571447,0.034902
-11.133767,1.086211
-11.654142,1.315326
-11.816992,-0.202395
-11.783751,-1.532536
-11.460967,-2.632524
-10.606307,-3.021976
-9.603826,-2.566578
-8.729030,-1.502621
-7.705790,-0.673246
-6.997645,-0.521436
-6.332023,-1.485304
-5.826817,-3.224692
-5.130893,-5.559075
-4.200908,-6.935446
-3.886492,-6.450012
-4.174263,-4.701421
-5.298236,-2.162895
-7.057070,-1.095186
-6.972765,0.169892
-6.612296,0.701293
-6.446184,-0.078701
-5.720186,-2.498969
-4.730051,-5.231576
-3.070343,-8.598228
-1.679315,-10.954705
-1.223017,-11.542527
-1.322184,-10.747084
-0.470251,-10.271471
0.783270,-9.278583
1.232238,-7.912772
1.782622,-7.096120
2.742223,-6.349649
3.608812,-5.127240
4.343408,-3.763510
4.986549,-2.006581
5.729102,0.270957
6.232341,2.940915
6.694642,6.004509
6.955215,9.340905
6.658152,12.874670
5.913397,16.271202
4.832540,19.050398
3.604398,20.945602
1.993489,21.974068
0.261102,22.052900
-2.228377,21.340799
-4.432034,19.628706
-6.829747,18.195177
-8.470447,16.337559
-8.683883,13.453019
-8.783467,10.984289
-9.159476,9.212922
-10.410321,8.347775
-11.264641,7.535028
-12.086799,6.793221
-12.116980,5.073740
-11.139241,2.040964
-9.975475,-0.538504
-9.968323,-1.354261
-10.533483,-1.249494
-11.445488,-0.491514
-11.965250,-0.169771
-11.662738,-1.127203
-11.776386,-1.565465
-11.492830,-2.115813
-10.725967,-2.448654
-9.784846,-2.154123
-9.205795,-1.349716
-8.484427,-1.055936
-8.169092,-1.343399
-7.626097,-2.934246
-6.991391,-4.817744
-6.192719,-6.249106
-4.858564,-6.964847
-4.310503,-5.706206
-4.984123,-3.557035
-6.580244,-0.692302
-6.602442,-0.937201
-6.739012,-0.025207
-6.530268,0.551845
-6.201253,-0.550751
-5.290181,-3.478685
-4.654512,-6.503602
-4.020386,-9.488520
-3.607614,-11.406162
-3.475254,-12.002917
-3.633940,-11.205807
-2.966017,-10.566929
-2.352790,-9.573300
-2.500865,-8.462473
-1.774254,-8.219035
-1.087529,-7.537238
-0.877958,-6.218070
-0.619848,-4.757969
0.019278,-2.999680
0.787804,-0.658999
1.335490,2.214602
1.816749,5.523879
2.148397,9.184710
1.962645,13.160996
1.357388,17.042347
0.772824,20.002872
0.113171,22.058905
-1.131675,23.345268
-2.316661,23.570316
-4.087858,22.965279
-5.685179,21.312677
-7.503579,19.662933
-8.581349,17.390526
-8.395578,14.151130
-8.213954,11.337301
-8.113975,9.278894
-9.428103,8.471951
-10.380240,7.866009
-10.815310,6.840616
-10.455999,4.588700
-9.561731,1.435402
-9.021360,-0.994265
-9.786457,-1.652433
-10.896776,-1.459607
-12.040125,-0.835723
-12.270700,-0.859319
-11.444820,-1.568304
-11.579234,-2.132428
-11.469974,-2.368960
-10.773898,-2.745199
-9.990764,-2.444375
-9.918023,-1.362737
-9.694263,-1.230856
-9.542124,-2.015325
-9.178616,-3.742886
-8.004675,-5.938221
-6.453444,-7.277050
-5.038321,-7.127430
-5.254127,-4.630942
-6.622366,-1.752492
-8.186857,1.100138
-6.358808,-0.416137
-6.435666,-0.159884
-6.057483,-0.274836
-6.158346,-1.131584
-5.827731,-3.466636
-5.345253,-6.731960
-5.022812,-9.749463
-5.293976,-11.287870
-5.715561,-11.906708
-5.939877,-11.381844
-5.426258,-10.798203
-5.318067,-9.723292
-5.795230,-8.641376
-5.283568,-8.491208
-5.378135,-7.697750
-5.613827,-6.386150
-5.242991,-5.059143
-4.821931,-3.341490
-4.301708,-1.159518
-3.671874,1.558280
-3.237610,4.998985
-3.021624,9.021145
-2.945581,13.185534
-3.263744,17.206635
-3.642477,20.450970
-3.950058,22.814819
-4.670949,24.240585
-5.086152,24.456785
-6.128569,23.921679
-7.115797,22.323402
-8.333024,20.527990
-8.786808,17.926186
-7.959412,14.341668
-7.458357,11.366259
-7.442918,9.454809
-8.640093,8.681720
-9.312517,7.899784
-9.678658,6.964828
-9.229142,4.709432
-8.394147,1.683359
-8.279099,-0.520580
-9.039595,-1.287124
-10.224293,-0.843976
-11.503908,-0.146623
-11.451141,-0.479540
-10.578462,-1.315972
-10.969299,-1.837849
-11.106509,-2.368065
-10.679536,-3.221297
-10.507799,-3.145375
-11.131961,-1.982462
-11.311146,-1.758382
-10.700477,-3.073829
-9.787518,-5.089118
-8.195717,-7.277909
-6.453019,-8.279454
-5.645869,-7.025092
-6.883689,-3.434614
-8.560135,-0.383457
-9.287741,1.142338
-6.479137,0.864456
-6.288431,0.248230
-5.751250,-0.762122
-5.940938,-1.846963
-6.250786,-3.642653
-6.215366,-6.623685
-6.129004,-9.764965
-6.759942,-11.287008
-7.579748,-11.633539
-7.958904,-11.005151
-7.929451,-10.032461
-8.076748,-9.291018
-8.663681,-8.611358
-8.560612,-8.616117
-9.302052,-7.520639
-9.775410,-6.168825
-9.381098,-5.165047
-9.433732,-3.490948
-9.150430,-1.455653
-8.552241,1.053913
-8.284486,4.486327
-8.195871,8.603229
-8.057808,12.907171
-8.054296,17.024052
-8.120091,20.511374
-7.922151,23.020613
-8.010561,24.490871
-7.800292,24.699152
-8.161901,24.197311
-8.530924,22.666197
-9.116838,20.796080
-8.936462,17.991817
-7.640837,14.279798
-7.128165,11.420086
-7.293787,9.677146
-7.818694,8.516675
-7.920490,7.391499
-8.325942,6.693084
-7.752647,4.680968
-6.921201,1.882944
-6.924399,-0.267029
-7.834807,-0.642098
-9.092732,0.260085
-10.301422,0.534896
-10.135248,-0.057173
-9.659404,-0.962795
-10.472526,-1.010898
-11.020599,-1.777119
-11.041537,-3.088832
-11.429050,-3.436772
-11.941450,-3.026361
-11.672132,-3.310911
-10.727004,-4.574332
-9.782811,-6.535902
-8.564382,-8.374654
-7.133179,-8.838925
-7.121352,-6.472421
-9.081677,-2.297287
-10.804756,0.826211
-10.713345,1.284105
-6.562185,1.197653
-6.360742,0.456660
-6.429081,-0.212129
-6.364678,-1.864281
-6.467761,-4.114285
-6.637291,-6.869346
-7.100855,-9.433869
-8.242910,-10.488019
-9.168797,-10.839490
-9.667449,-10.411191
-10.193581,-9.015357
-10.363865,-8.675893
-10.985370,-8.160591
-11.497578,-7.922809
-12.553517,-6.783977
-13.168971,-5.678608
-12.984317,-5.038623
-13.367057,-3.506627
-13.380728,-1.515737
-13.162348,0.885387
-13.187772,4.209462
-13.039759,8.176477
-12.863877,12.507840
-12.603385,16.594137
-12.302261,20.178314
-11.532448,22.718737
-11.000781,24.231064
-10.178114,24.361624
-9.913783,23.854563
-9.735930,22.410641
-9.731237,20.509193
-8.970507,17.622383
-7.447323,14.063930
-6.788223,11.317331
-6.758986,9.493461
-7.039741,8.172410
-7.043715,7.012809
-7.196988,6.020147
-6.535761,4.229529
-6.110098,2.298591
-6.643714,0.618388
-7.458636,0.101118
-8.135290,1.063727
-9.152255,0.831549
-8.988819,0.116896
-8.939027,-0.463829
-9.963096,-0.018543
-10.481960,-1.077126
-10.796757,-2.631254
