SIMPLEX,TYPE,ROBUSTNESS
390,3,0
575,3,0
666,3,0
1098,3,0
1124,3,0
1125,3,0
1188,3,0
1189,3,0
1220,3,0
1261,3,0
1262,3,0
1266,3,0
1310,3,0
1312,3,0
1313,3,0
1353,3,0
1576,3,0
1578,3,0
1579,3,0
1583,3,0
1762,3,0
1778,3,0
2424,3,0
2481,3,0
2872,3,0
2913,3,0
2973,3,0
3086,3,0
3089,3,0
3096,3,0
4416,3,0
4469,3,0
4510,3,0
4511,3,0
4576,3,0
4604,3,0
4763,3,0
4774,3,0
5044,3,0
