U,V
-9.238992,-0.69
-9.288992,-1.59
-7.858992,-2.37
-6.138991,-1.81
-6.378992,-2.35
-5.898992,1.76
-5.818992,1.51
-5.228992,1.09
-4.648992,0.13
-4.018991,-1.92
-2.628992,-2.82
-1.558992,-1.58
-1.848992,-0.52
-2.078992,-0.92
-1.988992,-1.27
-2.688992,-0.5
-4.128992,0.5
-5.058991,0.96
-4.848991,0.82
-4.588992,1.13
-4.458992,1.98
-4.808991,2.05
-4.948992,0.98
-4.588992,-0.089999996
-4.728992,-0.01
-5.038991,0.81
-5.408992,2.43
-6.148992,4.7
-7.308991,5.61
-7.428991,5.33
-8.158992,4.66
-9.648992,3.75
-9.098991,3
-8.288992,1.66
-8.158992,0.17
-8.458991,0.94
-9.438992,2.68
-9.538992,3.78
-8.608992,5.02
-7.418992,3.35
-5.888991,0.87
-6.328991,0.75
-9.298991,0.98
-10.72899,1.28
-10.43899,1.49
-10.14899,0.91
-9.878991,0.2
-9.168991,-0.65
-7.258992,-1.15
-6.418992,-1.8
-6.298992,-2.73
-5.808991,-3.21
-5.558991,-3.56
-5.568992,1.84
-4.248991,0.9899999
-3.288992,-0.12
-2.128992,-1.19
-0.3789917,-2.09
0.7610083,-1.8
1.001008,-0.83
0.6310083,-0.45
0.3410083,-0.089999996
-0.6889917,1.28
-2.228992,2.61
-3.118992,2.58
-4.078991,2.21
-5.108992,1.43
-5.328991,0.51
-4.518991,0.55
-4.148992,1.07
-3.908992,0.9
-3.168992,0.44
-3.228992,0.73
-3.858992,1.28
-4.388992,2.82
-5.518991,5.4
-6.848991,6.08
-6.878992,5.38
-6.708992,2.83
-7.498991,2.21
-7.198992,3
-8.058991,3.05
-9.328992,3.03
-8.968991,3.53
-8.678991,3.76
-7.848991,4.23
-6.088992,4.69
-6.188992,2.33
-5.928992,0.089999996
-6.048992,0.61
-8.578992,2
-8.738992,2.85
-7.868991,2.44
-8.208991,0.96
-8.658992,-0.5
-8.158992,-1.97
-6.168992,-2.64
-5.118991,-2.44
-5.578991,-3.11
-5.278992,-4.12
-4.188992,-4.51
-3.818992,0.74
-2.288992,-0.9
-1.158992,-2.2
1.361008,-1.98
3.371008,-0.89
3.061008,0.23
2.601008,0.39
2.911008,0.17
3.091008,1.51
2.541008,3.87
1.821008,4.8
1.251008,3.87
-0.2989917,3.13
-2.918992,2.3
-4.238992,1.19
-3.428992,0.8
-2.428992,0.96
-1.848992,1.16
-1.578992,1.28
-2.148992,1.55
-2.938992,1.84
-3.678992,2.74
-4.628992,4.65
-5.118991,5.43
-5.258992,5.85
-6.328991,4.32
-7.038991,4.4
-7.408991,4.98
-7.508992,3.77
-7.698991,3.33
-6.758992,2.78
-6.228992,2.44
-5.838992,2.83
-5.098991,2.79
-6.468992,1.9
-6.578991,0.76
-5.418992,0.57
-5.248991,1.26
-4.448992,2.19
-4.808991,1.9
-6.218992,-0.15
-6.298992,-2.18
-6.428991,-3.51
-6.508992,-4.49
-5.518991,-3.85
-4.388992,-3.41
-3.418992,-4.55
-2.448992,-5.58
-1.528992,-1.02
0.0210083,-2.8
2.091008,-2.8
4.651008,-1.01
5.061008,-0.15
2.931008,-0.39
1.451008,-0.66
1.581008,0.26
1.501008,2.47
1.841008,4.3
2.721008,4.69
3.011008,4.23
2.511008,4.24
0.7710083,3.98
-0.5789917,3
-0.088991694,1.77
1.121008,1.04
0.8810083,1.82
-0.9589917,2.41
-2.498992,1.97
-2.538992,1.81
-2.808992,2.3
-3.168992,3.62
-3.058992,4.87
-3.288992,5.29
-5.118991,5.34
-6.598991,5.26
-7.208992,4.36
-6.938992,2.43
-6.458992,1.36
-5.848991,0.62
-5.408992,0.44
-5.568992,0.35
-5.278992,0.41
-5.648992,0.94
-6.018991,0.14
-5.098991,-0.92
-3.708992,-0.96
-2.378992,-0.42
-2.958992,-0.079999998
-4.698992,-1.15
-3.968992,-2.42
-3.158992,-3.54
-3.768992,-5.11
-3.458992,-4.66
-1.718992,-3.97
-0.4089917,-5.23
0.3010083,-5.58
0.1910083,-3.78
1.941008,-4.73
3.871008,-2.32
4.141008,0.43
3.451008,-0.079999998
1.751008,-1.92
-0.5389917,-1.81
-1.668992,0.93
-2.368992,2.92
-2.168992,3.39
-1.338992,3.61
-0.6789917,3.49
0.2310083,3.91
0.6110083,4.53
0.5210083,3.59
1.041008,1.28
1.691008,0.65
0.7410083,3.74
-1.918992,5.49
-3.668992,3.3
-3.048992,1.28
-2.678992,1.25
-2.798992,2.57
-2.638992,3.93
-3.048992,4.66
-3.738991,4.76
-4.728992,4.74
-6.028992,3.81
-7.458992,1.65
-6.018991,1.05
-5.588992,1.05
-5.268991,1.21
-6.138991,1
-5.928992,0.61
-5.168992,0.7
-5.498991,-0.33
-4.988992,-1.48
-3.488992,-1.86
-2.038992,-2.24
-2.848992,-2.24
-3.938992,-2.64
-1.768992,-3.14
0.6610083,-3.2
0.6810083,-3.48
0.051008299,-3.57
1.201008,-5
2.601008,-6.13
2.631008,-4.88
0.8910083,-6.97
2.611008,-6.14
3.081008,-1.34
1.471008,1.5
0.8410083,0.67
0.2910083,-0.51
-1.568992,0.19
-2.228992,2.35
-2.278992,2.87
-2.738992,3.07
-3.028992,4.04
-2.808992,3.77
-2.108992,3.3
-2.378992,4.09
-3.688992,3.77
-4.638992,1.24
-4.678992,0.039999999
-2.988992,3.64
-1.978992,6.59
-2.548992,4.42
-2.598992,1.56
-2.818992,1.24
-3.628992,2.56
-3.918992,3.18
-3.968992,3.12
-3.958992,3.95
-4.068992,4.99
-5.498991,3.1
-7.468992,0.16
-5.208992,1.73
-4.248991,2.68
-4.138992,2.64
-5.168992,2.45
-5.018991,1.27
-5.108992,0.13
-5.298992,-1.12
-4.578991,-1.87
-2.958992,-2.07
-1.958992,-2.74
-3.418992,-3.64
-2.908992,-5.02
1.191008,-5.21
3.741008,-3.69
2.671008,-3.01
0.8810083,-4.47
2.701008,-6.73
6.351008,-6.33
4.121008,-4.34
1.911008,-8.34
2.501008,-4.48
1.441008,1.43
-0.018991699,2.52
-0.4889917,1.23
-0.8389917,1.47
-1.818992,2.51
-2.118992,3.16
-2.428992,2.97
-3.358992,3.48
-3.738991,4.38
-3.328992,3.81
-3.158992,3.2
-4.898992,4.73
-7.108992,6.04
-8.388991,4.25
-8.908992,1.32
-5.848991,1.6
-2.308992,3.68
-1.808992,3.66
-1.918992,2.37
-1.968992,2.22
-2.748992,3.23
-3.478992,3.15
-3.998992,2.37
-4.108992,3.53
-3.818992,5.1
-5.378992,2.27
-7.228992,0.059999999
-4.688992,2.98
-3.938992,4.36
-4.188992,3.35
-3.508992,2.1
-3.098992,0.87
-4.208992,-0.47
-4.568992,-1.53
-3.858992,-1.9
-2.738992,-2.68
-2.038992,-3.5
-0.8189917,-4.03
1.271008,-5.94
4.231008,-6.29
4.271008,-6
2.711008,-6.98
3.131008,-8.889999
6.171008,-8.61
3.591008,-3.89
1.331008,-2.74
2.971008,-6.58
0.9710083,-0.43
-1.348992,4.09
-2.668992,3.21
-3.418992,1.84
-3.308992,2.29
-2.998992,2.85
-2.898992,2.84
-3.168992,2.7
-3.728992,2.77
-3.758992,2.76
-3.268992,2.54
-3.708992,2.82
-5.538991,5.05
-6.058991,7.5
-5.868991,6.59
-6.908991,3.17
-5.808991,0.78
-3.528992,0.69
-3.478992,1.35
-3.518992,1.36
-2.738992,1.57
-2.478992,2.47
-2.428992,2.94
-2.808992,2.77
-3.258992,3.89
-2.808992,4.55
-5.028992,1.74
-7.148992,0.9
-3.658992,3.24
-2.538992,3.45
-4.038991,2.19
-3.368992,1.13
-1.438992,1.15
-3.108992,-0.4
-3.738991,-1.1
-2.638992,-1.07
-1.528992,-3.52
-0.1089917,-5.13
2.711008,-5.13
4.541008,-6.33
4.411008,-7.48
3.011008,-8.55
4.791008,-10.76
6.191008,-11.29
2.661008,-5.89
-0.2389917,-2.81
2.081008,-0.68
1.411008,-1.51
-1.178992,3.06
-2.598992,4.14
-3.858992,2.96
-4.498991,2.46
-3.398992,2.46
-2.398992,2.38
-2.328992,2.22
-2.308992,1.93
-2.098992,1.54
-1.778992,1.85
-1.738992,2.67
-3.028992,2.84
-3.808992,4.16
-2.178992,6.59
-1.618992,5.98
-3.828992,3.22
-4.908992,0.84
-3.778992,-0.35
-3.858992,-0.18
-4.558991,0.28
-4.188992,0.6
-3.438992,0.85
-2.288992,1.82
-1.778992,2.71
-1.738992,3.35
-0.5189917,2.97
-1.708992,0.94
-4.808991,0.78
-2.488992,2.62
-1.438992,2.14
-2.898992,0.31
-2.688992,1.04
-0.2489917,2.12
-0.6989917,-0.45
-0.6089917,-1.65
1.001008,-2.81
2.531008,-5.13
4.011008,-6.76
5.111008,-7.48
4.741008,-9
4.031008,-9.96
6.381008,-11.5
7.311008,-9.65
5.131008,-2.82
1.461008,-2.19
2.991008,-0.22
0.9710083,0.73
-0.048991699,2.38
-0.7389917,3.54
-1.268992,2.68
-2.688992,2.02
-2.818992,1.77
-1.498992,1.75
-0.7489917,1.93
-0.9389917,1.95
-1.008992,1.67
-0.6889917,1.32
-0.2889917,1.93
-0.2089917,2.07
-1.028992,0.84
-0.9489917,2.32
0.5610083,6.02
1.021008,5.97
-0.8189917,3.28
-2.728992,0.68
-2.048992,-0.64
-1.438992,-0.23
-2.208992,0.54
-2.528992,0.54
-2.108992,-0.15
-1.598992,0.6
-1.268992,1.91
-0.3689917,2.31
1.451008,1.37
1.771008,-0.17
-0.3189917,-0.079999998
-0.5489917,1.78
0.1310083,1.35
-1.008992,-0.11
-0.2289917,1.74
1.891008,1.04
2.841008,-1.47
4.351008,-2.39
6.331008,-3.06
7.431008,-4.87
7.841008,-7.26
7.171008,-9.15
6.201008,-10.74
6.441008,-10.59
7.181008,-9.96
1.921008,-3.6
1.661008,-4.13
3.671008,-1.53
3.521008,0.95
-1.408992,-0.089999996
0.8410083,2.03
0.9310083,2.28
0.2310083,2.57
0.1010083,2.31
1.031008,1.75
1.351008,1.93
0.8310083,2.14
0.6910083,1.53
0.9710083,0.91
1.191008,0.78
1.211008,0.88
1.211008,-0.46
1.101008,-1.6
0.6710083,1.23
0.0210083,5.11
0.2810083,5.65
0.3210083,4.2
-0.9889917,1.9
-1.498992,0.19
-0.8589917,-0.02
-0.3889917,0.6
0.011008301,0.9
0.1610083,0.19
-0.4289917,0.01
-0.3189917,0.87
1.011008,1.91
2.281008,0.98
3.161008,-0.48
3.681008,0.54
4.711008,2.2
4.571008,2.46
1.891008,2.04
2.041008,1.47
4.931008,-1.67
5.721008,-3.81
7.251008,-4
9.041008,-3.8
9.441008,-5.34
8.901008,-6.87
6.961008,-7.83
4.841008,-7.7
2.801008,-6.86
0.7210083,-4.99
-0.2689917,-2.53
2.941008,-2.08
4.521008,1.06
0.9510083,0.63
-1.448992,-0.27
2.911008,0.12
3.591008,1.19
4.331008,2.64
6.011008,2.84
7.401008,2.48
7.201008,2.91
6.271008,3.32
5.661008,2.18
5.181008,1.01
4.861008,1.38
4.371008,1.63
3.341008,0.22
1.821008,-0.18
-0.2289917,1.65
-2.058992,2.99
-1.698992,3.75
-0.2089917,4.58
-0.038991697,3.84
-1.418992,1.87
-1.788992,-0.099999994
-0.2389917,-0.38
1.611008,0.23
2.211008,0.14
1.561008,-0.51
1.891008,-0.21
2.841008,1.55
3.531008,1.27
4.901008,0.14
6.221008,1.15
7.331008,1.77
6.341008,2.41
4.211008,3.2
4.861008,0.71
6.031008,-3.28
6.601008,-5.29
6.841008,-5.45
6.541008,-5.98
5.901008,-6.74
5.341008,-6.54
4.341008,-5.65
2.611008,-3.93
-1.468992,-3.26
-2.988992,-4.04
-1.418992,-0.92
4.551008,-0.9899999
4.451008,0.39
-0.7589917,-0.47
-0.2589917,-1.11
5.731008,-1.67
5.851008,-0.59
5.681008,1
5.321008,2.08
4.711008,2.19
4.601008,2.33
5.271008,2.83
5.451008,1.94
4.521008,0.78
3.661008,1.47
3.281008,2.07
2.251008,1.62
0.1910083,1.7
-1.728992,1.91
-2.518992,1.35
-1.768992,1.82
-0.1189917,3.27
1.591008,4.1
1.581008,2.92
1.441008,-0.18
2.661008,-1.16
3.631008,-1.02
3.991008,-0.88
3.911008,-0.41
4.011008,-0.25
4.151008,0.78
4.291008,0.62
5.431008,0.37
6.051008,1.62
5.441008,1.19
4.761008,-0.46
5.381008,-0.37
7.091008,0.3
7.261008,-2.19
6.601008,-4.27
5.301008,-4.72
4.331008,-5.26
3.991008,-5.3
4.861008,-4.98
4.711008,-2.84
4.351008,-0.9899999
-0.1689917,-2.73
-2.198992,-4.56
-1.178992,-1.53
4.381008,-1.61
3.491008,-1.52
-0.2389917,-2.27
2.071008,-1.32
6.141008,-1.25
4.611008,-0.53
3.171008,0.49
2.051008,0.98
1.051008,0.29
1.091008,-0.33
2.631008,-0.32
4.261008,-0.83
4.261008,-0.93
3.211008,0.72
3.091008,2.08
2.911008,2.6
1.141008,2.95
-0.3389917,2.5
-0.4189917,1.11
0.011008301,0.36
0.6610083,0.74
2.371008,1.99
3.951008,1.13
5.751008,-2.21
6.851008,-1.77
5.211008,-0.72
4.111008,-1.04
4.701008,0.13
5.211008,0.19
5.241008,-0.16
4.571008,-0.87
4.871008,-1.26
6.241008,-0.85
7.621008,-0.84
8.391008,-1.16
7.691008,-1.5
6.571008,-1.4
6.421008,-1.96
6.231008,-3.2
4.531008,-3.78
4.351008,-4.02
4.391008,-4.17
3.191008,-2.46
0.4210083,-0.07
1.161008,0.29
-0.4589917,-2.56
-2.208992,-3.65
-0.8589917,-1.82
4.441008,-1.59
2.791008,-1.82
-3.228992,-2.47
0.9710083,0.18
4.471008,0.56
4.001008,1.04
3.871008,1.34
3.941008,0.87
4.001008,-0.089999996
3.951008,-0.02
4.051008,0.5
4.031008,0.57
3.091008,1.31
1.771008,3.14
2.551008,4.66
4.101008,4.75
3.091008,3.91
1.651008,3.13
1.731008,1.78
1.651008,-0.3
1.041008,-1.85
1.751008,-0.98
3.701008,-1.06
6.411008,-4.47
7.661008,-3.71
5.801008,-0.69
4.791008,-0.78
5.621008,-0.48
6.121008,-0.47
6.731008,-1.26
6.541008,-2.45
6.401008,-3.41
7.611008,-3.4
8.931008,-3.63
8.811008,-2.84
7.661008,-1.49
5.851008,-1.21
5.381008,-1.67
4.501008,-2.88
2.911008,-4.59
1.921008,-4.46
0.1310083,-1.71
-2.268992,0.92
-4.888991,1.56
-4.438992,0.71
-3.778992,-1.18
-4.248991,-2.88
-2.218992,-2.28
2.591008,-2.06
4.351008,-3.3
-3.558992,-3.85
-2.508992,-2.09
5.431008,0.11
6.251008,0.57
6.051008,1.3
5.241008,1.4
4.901008,1.06
4.611008,1.31
3.791008,1.93
2.401008,2.79
0.9310083,3.79
0.1410083,4.08
1.581008,4.34
3.761008,4.03
3.491008,3
2.741008,2.84
3.251008,2.49
2.901008,0.079999998
1.511008,-3.29
1.131008,-3.44
2.531008,-1.82
4.941008,-4.38
6.511008,-5.8
6.261008,-2.36
6.411008,-1.19
7.201008,-1.88
6.901008,-1.45
7.511008,-2.12
9.261008,-4.04
10.02101,-4.79
9.691008,-3.91
8.671008,-2.73
7.171008,-1.5
6.271008,-1.03
4.771008,-1.78
3.551008,-2.23
2.891008,-3.03
1.481008,-2.9
0.3310083,-1.76
-1.508992,1.4
-2.408992,2.97
-3.718992,3
-4.518991,2.43
-4.678992,0.75
-4.908992,-1.63
-2.858992,-3.03
-2.038992,-0.3
4.011008,-2.67
1.811008,-6.3
-2.648992,-5.4
6.381008,-1.39
6.941008,-1.12
6.461008,-0.33
5.611008,0.26
5.281008,0.02
4.891008,-0.68
3.871008,-0.23
3.101008,2.08
3.201008,3.78
3.501008,2.77
4.161008,1.66
4.771008,1.82
4.361008,1.98
4.041008,2.14
4.381008,2.32
4.191008,1.23
3.061008,-1.86
1.541008,-4.22
0.8510083,-3.18
2.111008,-3.7
4.821008,-6.55
6.451008,-4.5
6.421008,-1.27
6.731008,-1.77
7.101008,-2.16
7.371008,-3.39
8.151008,-5.28
8.081008,-3.99
6.791008,-1.52
5.811008,-0.63
5.531008,-0.32
6.091008,-0.26
5.831008,-0.61
4.421008,-1.85
4.801008,-2.76
4.731008,-0.3
3.971008,1.02
2.931008,2.46
2.361008,3.54
1.401008,4.47
0.031008299,4.76
-0.5189917,3.21
-2.198992,-0.079999998
-2.248992,-2.18
-3.148992,-1.2
0.051008299,0.32
4.471008,-4.31
0.2610083,-4.96
5.481008,0.079999998
5.571008,-0.27
5.331008,-0.089999996
5.081008,1.02
5.511008,1.82
5.791008,1.46
5.191008,1.77
5.181008,3.57
6.261008,4.59
6.801008,2.78
6.401008,0.45
5.311008,0.22
4.261008,0.86
3.511008,0.82
3.281008,0.95
3.791008,1.5
4.011008,0.41
2.831008,-2.94
0.8610083,-4.14
0.1010083,-3.91
2.731008,-7.61
6.531008,-8.51
7.471008,-3.1
6.851008,-0.85
7.291008,-2.8
8.041008,-3.56
7.491008,-2.64
6.571008,-0.67
6.471008,0.69
7.101008,-0.13
7.821008,-0.74
8.141008,0.37
8.681008,0.72
9.081008,-0.029999999
9.481009,-0.25
9.371008,0.8
8.871008,2.19
7.971008,3.68
6.781008,4.96
5.901008,5.98
4.221008,6.04
3.681008,4.57
2.181008,2.16
-0.3489917,-0.61
-2.488992,-0.85
-2.178992,1.49
2.791008,-0.76
2.731008,-1.88
5.611008,1.78
4.741008,1.29
3.821008,0.93
3.041008,1.2
3.211008,1.97
4.601008,2.41
6.301008,2.86
7.531008,3.7
7.591008,4.57
6.911008,4.26
6.731008,3.05
6.421008,2.58
5.741008,2.39
4.551008,1.24
3.111008,0.61
2.321008,1.08
1.901008,0.78
1.791008,-1.54
1.541008,-3.59
0.2310083,-3.54
0.1910083,-7.11
3.331008,-13.53
6.611008,-11.07
7.961008,-3.37
8.071008,-2.83
8.901008,-4.09
9.881008,-1.45
10.03101,0.24
9.821008,0.039999999
9.501008,-0.23
9.191009,-0.29
8.381008,-0.049999997
8.951008,-0.53
9.971008,-1.04
10.30101,0.79
10.42101,2.98
10.51101,3.61
10.40101,3.84
9.841008,4.75
9.391008,5.41
7.731008,5.94
6.491008,5.31
4.911008,3.54
1.021008,1.34
-1.728992,0.5
-2.148992,1.57
1.911008,0.76
2.551008,-0.76
5.931008,2
4.821008,1.76
4.141008,0.95
3.961008,-0.28
3.681008,-1.01
3.871008,-0.68
5.261008,0.38
6.571008,1.7
6.071008,3.07
5.081008,4.02
5.781008,4.58
6.961008,5.25
7.421008,5.08
7.091008,3.26
5.571008,2.12
3.131008,2
0.8410083,0.94
0.011008301,-1.22
0.6810083,-3.66
0.2410083,-3.41
-1.268992,-3.68
-0.7289917,-12.42
2.061008,-17.68
6.211008,-8.97
8.481009,-2.34
8.321008,-3.75
9.091008,-3.69
10.69101,-1.84
10.89101,-0.84
9.841008,-0.19
9.471008,-0.41
9.611008,-2.14
10.55101,-2.99
10.45101,-1.12
9.491008,1.69
10.95101,2.63
13.56101,1.78
14.45101,1
13.89101,1.61
13.09101,3.31
11.68101,5.6
9.961008,6.86
7.291008,5.83
4.071008,4.56
0.7010083,2.8
0.1310083,1.89
2.071008,0.68
2.111008,-0.31
5.871008,2.31
5.611008,1.8
5.771008,0.9899999
6.591008,-0.14
6.661008,-1.23
5.471008,-1.46
4.111008,-0.59
3.731008,1.07
4.191008,2.64
4.751008,3.03
5.611008,3.47
6.851008,4.94
7.931008,5.41
8.301008,3.73
7.201008,2.68
4.811008,3.66
2.571008,3.85
1.201008,1.52
1.051008,-2.41
0.8010083,-4.28
-0.3589917,-2.49
-1.268992,-5.86
-1.478992,-14.06
1.021008,-14.26
5.161008,-8.51
7.601008,-5.72
8.891008,-5.04
10.62101,-2.36
11.89101,1.07
11.60101,1.62
11.18101,-0.51
11.43101,-3.27
11.94101,-4.17
11.46101,-2.23
11.23101,0
13.63101,-0.13
16.83101,-1.63
18.37101,-1.49
18.72101,1.31
17.65101,5.19
15.48101,8.24
12.74101,9.469999
10.07101,8.97
6.861008,8.67
4.221008,7.67
1.051008,4.6
1.421008,0.38
2.241008,-1.09
6.251008,1.56
6.601008,0.83
6.841008,0.25
6.911008,-0.089999996
6.791008,-0.28
6.201008,-0.3
4.841008,0.2
3.951008,1.56
4.761008,2.91
5.641008,2.7
5.691008,2.57
6.461008,3.99
7.761008,4.74
8.021008,3.75
6.771008,3.15
4.761008,4.71
3.251008,6.19
2.241008,4.36
1.791008,0.19
1.841008,-3.39
1.511008,-3.29
0.1910083,-2.27
-2.148992,-6.28
-4.048992,-13.21
-3.538992,-16.09
0.001008301,-14.79
4.261008,-12.74
8.401008,-7.2
11.72101,0.46
12.06101,2.91
11.10101,-0.12
10.59101,-3.13
9.941008,-4.23
9.161008,-4.51
10.62101,-3.69
14.51101,-3.15
17.58101,-3.98
19.16101,-2.81
20.68101,2.11
21.04101,8.49
18.69101,13.11
13.88101,14.24
10.05101,12.62
7.061008,11.66
5.241008,11
2.181008,6.93
-0.2689917,1.3
1.011008,-0.47
7.311008,0.45
8.021008,-0.029999999
8.581008,0.099999994
8.471008,0.44
8.251008,0.81
8.091008,1.02
7.681008,1.25
7.311008,1.68
7.301008,2.36
7.021008,3.04
6.771008,3.88
7.841008,4.28
8.961008,3.62
8.231009,3.43
6.441008,4.36
5.071008,5.45
4.451008,5.86
3.461008,3.99
1.801008,0.72
0.7110083,-1.39
0.4210083,-1.65
-0.1889917,-1.19
-1.808992,-2.15
-4.668992,-6.17
-7.988992,-11.38
-10.54899,-15.83
-12.26899,-17.62
-10.81899,-13.28
-5.958992,-5.65
-1.448992,-1.79
0.9510083,-3.31
3.631008,-5.19
6.571008,-4.9
7.021008,-5.42
6.581008,-6.88
7.051008,-7.89
8.041008,-8.26
9.151008,-6.21
10.24101,-0.87
12.25101,6.67
14.12101,13.9
12.23101,18.91
7.651008,19.37
4.461008,15.16
2.951008,10.77
2.921008,6.75
-0.2289917,2.27
-1.198992,0.89
8.761008,0.099999994
9.101008,-0.45
9.691008,-0.07
10.04101,0.37
10.37101,0.85
10.70101,1.4
10.89101,1.72
10.69101,1.8
10.06101,2.45
9.211008,4.2
8.861008,5.34
9.201008,4.02
9.061008,2.16
7.711008,2.87
6.111008,4.99
5.391008,5.67
5.471008,5.13
4.921008,3.43
2.741008,0.62
-0.1789917,-0.96
-2.018992,-0.42
-2.718992,-0.079999998
-3.498992,-0.97
-4.908992,-2.16
-7.358992,-3.79
-11.36899,-6.87
-16.38899,-9.33
-19.83899,-8.77
-18.74899,-6.92
-14.35899,-5.86
-11.58899,-6.63
-9.598991,-8.29
-5.448992,-8.61
-0.4489917,-7.66
2.561008,-7.57
1.761008,-8.3
-0.9589917,-8.639999
-4.208992,-7.37
-7.608992,-3.51
-8.248992,1.96
-4.888991,7.75
-0.5689917,16.5
1.241008,22.92
0.3010083,19.44
-1.178992,11.72
-0.7589917,5.87
0.3910083,2.12
-1.748992,0.25
9.101008,0.68
9.131008,-0.46
9.811008,-0.61
10.59101,-0.14
11.11101,0.87
11.51101,2.03
11.82101,2.57
11.72101,2.56
11.30101,3.03
10.71101,4.59
9.951008,5.71
8.721008,5
7.501008,4.3
7.131008,4.74
7.021008,4.89
6.511008,4.2
5.931008,3.86
5.321008,3.71
3.881008,2.53
1.001008,1.04
-1.768992,0.88
-3.388992,0.88
-4.748991,-0.39
-5.898992,-1.91
-6.918992,-2.62
-8.438992,-2.94
-10.50899,-3.05
-12.55899,-3.37
-13.11899,-4.8
-11.65899,-6.15
-11.34899,-5.82
-13.32899,-5.64
-14.84899,-7.51
-14.14899,-9.88
-11.89899,-10.37
-9.338991,-8.22
-8.368992,-5.64
-10.13899,-3.66
-13.11899,-0.62
-15.14899,2.23
-15.72899,3.97
-13.26899,9.95
-8.118992,18.19
-4.238992,19.56
-3.038992,14.24
-2.198992,8.2
-1.798992,3.75
-2.908992,1.06
9.981009,1.01
9.871008,-0.5
10.28101,-0.92
11.18101,0.16
11.83101,1.88
12.10101,3.08
12.34101,3.43
12.48101,3.59
12.44101,3.92
12.10101,4.82
11.53101,5.95
10.62101,6.23
9.811008,6.06
9.711008,5.79
9.471008,4.94
7.991008,4.31
6.191008,4.86
5.281008,5.95
4.781008,6.24
3.391008,5.38
1.491008,4.29
-0.2589917,2.96
-2.268992,1.11
-4.178992,-0.8
-5.448992,-2.08
-6.588992,-2.37
-7.838992,-2.14
-8.748992,-2.33
-8.898992,-3.94
-8.088991,-6.22
-7.628992,-6.34
-8.148992,-4.3
-9.288992,-4.34
-11.63899,-7.91
-14.19899,-10.72
-15.05899,-8.91
-14.89899,-4.85
-15.37899,-1.79
-16.20899,0.79
-16.50899,3.15
-17.39899,4.39
-16.72899,7.23
-12.05899,12.31
-6.898992,15.24
-3.958992,13.75
-1.128992,9.19
-2.008992,4.69
-4.008992,1.58
11.40101,0.8
11.13101,-0.59
11.00101,-1.22
11.94101,0.089999996
13.20101,2.13
13.87101,3.23
