SIMPLEX,TYPE,ROBUSTNESS
386,3,0
574,3,0
667,3,0
846,3,0
847,3,0
1098,3,0
1125,3,0
1144,3,0
1145,3,0
1149,3,0
1151,3,0
1220,3,0
1244,3,0
1245,3,0
1352,3,0
1353,3,0
1533,3,0
1535,3,0
1578,3,0
1582,3,0
1763,3,0
1872,3,0
1909,3,0
1963,3,0
2003,3,0
2059,3,0
2156,3,0
2157,3,0
2250,3,0
2349,3,0
2388,3,0
2389,3,0
2425,3,0
2481,3,0
2677,3,0
2775,3,0
2819,3,0
2872,3,0
2970,3,0
3099,3,0
4328,3,0
4558,3,0
4574,3,0
4777,3,0
4952,3,0
5046,3,0
