V,U
-6.513079,-13.28
-4.143078,-14.39
-1.553079,-14.11
0.1369214,-14.99
2.436921,-16.92
4.256921,-18.09
6.776921,-17.46
11.36692,-13.2
14.28692,-8.05
14.49692,-5.89
10.70692,-1.65
3.236921,-2.11
1.336921,-3.27
0.7369214,10.25
-0.5630786,10.75
-0.8830786,11.26
0.9769214,11.46
3.546921,12.18
5.396921,13.27
5.316921,13.54
4.956921,12.99
5.776921,12.89
6.046921,12.86
6.246921,11.93
6.196921,10.49
5.376921,9.679999
6.176921,9.79
7.016921,9.48
6.176921,7.93
6.476921,6.61
7.586921,6.01
7.556921,5.63
6.816921,5.68
6.036921,5.28
5.396921,4.23
4.386921,3.35
2.516921,1.92
0.7069214,-0.14
-0.2330786,-2.46
-0.9330786,-5.02
-2.393079,-7.04
-4.043078,-8.04
-5.733078,-8.66
-6.933078,-9.46
-5.603078,-9.63
-4.033079,-9.3
-3.893079,-8.88
-2.993078,-8.69
-1.353079,-10.72
-0.013078613,-13.62
0.3669214,-14.87
0.1569214,-16.14
1.776921,-16.84
4.626921,-15.83
7.416921,-14.39
9.826921,-11.71
9.856921,-8.92
9.046921,-7.7
7.806921,-4
3.166921,-1.98
0.5569214,-3.02
-0.3330786,10.99
-1.403079,10.69
-1.413079,10.69
0.3669214,11.93
2.596921,13.85
4.926921,14.4
6.006921,13.62
6.246921,12.79
6.996921,12.46
7.356921,12.37
7.716921,11.82
7.666921,10.11
6.496921,8.25
6.836921,8.059999
8.316921,8.95
8.016921,9.29
7.186921,8.92
7.256921,8.37
7.176921,8.099999
6.596921,8.36
5.856921,8.38
4.776921,8.02
3.526921,8.23
3.206921,8.3
3.696921,7.02
3.556921,4.63
2.246921,2
-0.05307861,-0.93
-2.673079,-3.43
-5.003078,-4.68
-6.563078,-5.36
-6.463078,-5.72
-5.183078,-6.3
-3.353079,-7.53
-1.923079,-8.92
-0.9930786,-10.75
0.1469214,-12.39
0.8469214,-13.02
1.216921,-13.5
3.126921,-13.28
5.436921,-12.74
6.726921,-13.1
7.426921,-11.91
6.636921,-9.13
6.266921,-7.72
6.236921,-6.11
3.046921,-4.51
-0.8830786,-4.58
0.4869214,12.02
-0.2330786,11.23
-0.6330786,10.55
0.6569214,10.57
3.026921,10.72
5.916921,10.21
7.456921,9.599999
7.026921,9.09
6.736921,8.73
7.336921,9.16
8.146921,9.82
7.826921,9.54
6.186921,8.47
5.476921,7.53
6.836921,7.74
8.466921,8.92
8.506921,9.69
7.576921,9.95
7.456921,9.96
7.976921,8.84
7.836921,7.01
6.896921,5.44
5.326921,4.36
3.556921,3.71
3.126921,3.57
3.756921,4.34
3.366921,5.38
1.866921,5.62
0.1769214,5.15
-1.773079,3.86
-3.163079,1.36
-3.093079,-2.17
-2.133079,-5.55
-0.4030786,-7.98
1.236921,-9.37
2.186921,-10.39
3.536921,-11.47
4.526921,-12.14
4.296921,-12.72
4.456921,-12.77
4.916921,-11.87
4.376921,-10.4
3.566921,-8.139999
3.156921,-5.75
3.536921,-5.03
3.526921,-5.71
0.6469214,-6.1
-3.023078,-4.93
1.056921,13.1
0.5969214,13.29
-0.1930786,12.65
1.206921,11.1
3.926921,9.66
5.996921,9.37
6.786921,9.75
6.546921,9.05
6.216921,7.32
6.696921,6.08
7.866921,5.75
8.136921,6.29
6.676921,7.13
5.136921,7.59
5.926921,8.139999
8.246922,8.77
8.276921,8.77
6.876921,9.349999
8.986921,10.7
13.00692,9.83
12.73692,7.06
9.356921,5.38
7.666921,4.61
6.006921,3.03
3.136921,1.5
1.466921,1.73
1.076921,2.65
0.9969214,2.73
1.186921,2.12
1.626921,1.06
2.196921,-0.65
2.626921,-3.2
2.316921,-5.89
1.836921,-7.52
1.786921,-7.73
2.106921,-7.4
3.116921,-7.06
4.146921,-5.94
3.906921,-4.74
2.896921,-4.06
1.846921,-2.96
0.9269214,-1.94
1.066921,-2.11
2.516921,-2.73
4.026921,-3.42
4.016922,-4.22
-0.2030786,-4.8
-5.793078,-3.66
1.256921,13.16
1.296921,13.11
1.226921,12.37
2.716921,11.67
4.876921,10.89
6.376921,9.58
7.416921,8.46
7.766921,7.77
7.246921,7.12
6.736921,6.49
7.096921,6.11
7.526921,6.45
6.576921,7.05
4.466921,7.3
4.606921,7.95
8.446921,8.88
9.936921,8.58
6.276921,8.389999
5.696921,10.63
11.49692,13.79
14.08692,15.04
10.01692,14.48
6.816921,13.56
5.946921,12.29
3.986921,11.12
2.066921,10.4
1.736921,9.65
2.306921,8.57
3.226921,7.22
4.216921,5.17
4.596921,2.9
4.306921,1.58
3.496921,1.24
2.106921,1.53
1.216921,2.01
1.836921,2.01
2.926921,1.57
3.226921,1.61
2.756921,1.94
1.666921,1.99
0.3269214,1.97
0.2969214,1.42
1.976921,0.39
3.446921,0.15
3.986921,0.73
3.986921,1.27
1.066921,1.03
-4.493079,0.34
1.386921,15.16
2.346921,13.5
3.316921,10.84
4.326921,8.82
5.716921,7.35
7.326921,6.22
8.096921,5.92
7.376921,6.34
6.626921,6.61
6.696921,6.93
6.636921,7.76
6.506921,8.86
6.646921,9
5.496921,7.5
4.176921,6.74
6.706921,8.929999
9.786922,11.53
7.136921,11.99
3.406921,11.97
5.846921,13.92
9.816921,17.22
9.596921,20.17
8.116921,21.67
7.806921,21.12
7.126921,19.43
5.866921,16.94
4.936921,14.07
4.586921,11.29
5.376921,8.83
6.886921,6.49
7.126921,4.56
5.716921,3.84
3.826921,3.69
1.956921,3.35
1.256921,2.94
2.646921,2.8
3.766921,2.67
2.796921,2.3
1.266921,1.62
0.1169214,0.82
-0.7330786,0.45
0.1069214,0.88
2.076921,1.86
2.726921,3.03
2.536921,3.83
2.856921,4.14
1.466921,4.2
-2.333079,3.71
3.476921,15.26
4.606921,14.11
5.946921,12.76
6.646921,11.08
7.236921,9.2
8.046921,7.87
8.196921,7.07
7.166921,6.18
6.306921,5.37
5.976921,5.47
5.266921,6.33
5.206921,7.86
6.616921,9.49
6.876921,9.929999
4.996921,9.599999
4.696921,10.57
6.566921,13.01
6.176921,14.95
3.746921,15.41
3.586921,14.99
5.186921,14.85
5.996921,15.16
6.916921,15.63
8.826921,15.95
9.736921,15.84
8.856921,14.76
7.956921,12.89
7.776921,10.75
8.096921,8.99
8.346921,7.87
7.646921,7.13
5.766921,6.73
3.776921,6.26
2.676921,5.46
2.886921,4.58
4.046921,3.79
4.506921,3.12
3.786921,3
2.846921,3.49
1.296921,3.87
-0.6530786,3.59
-1.073079,3.1
0.1069214,3.16
1.246921,3.52
1.946921,3.5
2.256921,3.32
1.396921,3.42
-0.2430786,3.59
5.856921,10.2
5.626921,9.94
6.356921,10.18
7.716921,10.48
9.046921,10.48
10.21692,9.809999
10.84692,8.16
9.886921,5.99
7.676921,4.96
5.086921,5.72
3.446921,6.81
4.186921,7.98
6.046921,9.73
6.426921,11.57
5.326921,12.65
5.216921,13.41
5.856921,14.84
4.496921,16.89
2.466921,18.66
3.366921,19.24
5.826921,18.46
7.006921,16.38
7.686921,14.46
9.266921,13.74
10.59692,13.6
10.84692,12.96
11.08692,11.79
11.12692,10.78
10.23692,10.17
8.836921,9.8
7.606921,9.44
6.026921,8.889999
4.166921,7.92
3.516921,6.65
4.276921,5.85
4.776921,5.78
3.866921,5.78
2.326921,5.9
1.156921,6.35
0.2469214,6.43
-0.1030786,5.48
0.7969214,3.9
1.916921,2.89
2.086921,2.97
1.796921,3.53
1.616921,4.73
1.186921,6.23
-0.2530786,6.93
7.286921,6.34
6.676921,5.73
6.526921,5.71
7.316921,6.5
9.086921,7.52
11.61692,8.21
13.20692,8.44
11.86692,8.309999
8.446921,8.19
4.746921,8.2
2.626921,8.32
3.096921,8.849999
4.456921,9.719999
4.676921,10.57
3.876921,11.48
3.446921,13.19
3.186921,15.61
2.136921,17.76
1.816921,19
4.656921,19.29
8.456922,19.22
10.10692,18.83
10.25692,18.46
10.59692,18.22
11.27692,17.73
11.96692,16.6
12.74692,15.43
12.86692,14.69
11.83692,13.85
10.29692,12.23
9.086921,10.41
7.686921,9.23
6.016921,8.44
5.166921,7.88
5.066921,7.8
4.486921,8.3
3.246921,8.63
2.286921,8.54
1.746921,8.51
1.426921,8.74
1.536921,9.23
1.696921,10.04
1.116921,10.6
0.086921386,10.35
0.066921383,10.02
0.5769214,10.84
0.1169214,12.17
-0.8030786,12.48
7.636921,6.14
6.306921,5.92
5.506921,6.36
6.046921,7.06
8.076921,7.21
10.96692,7.08
12.49692,7.66
11.01692,9.099999
8.156921,10.22
5.536922,10.19
3.716921,9.719999
2.996921,9.63
2.996921,9.99
2.976921,10.56
2.196921,11.33
0.8269213,12.68
-0.1930786,14.3
0.2169214,15.31
2.266921,15.5
5.766921,15.45
8.746922,15.88
9.856921,16.86
10.17692,17.96
10.93692,18.99
12.06692,19.57
12.99692,19.04
13.45692,17.94
13.22692,17.35
12.79692,17.37
12.69692,17.14
12.32692,16.12
10.33692,14.57
7.466921,13.23
5.716921,12.6
5.366921,12.41
5.126921,12.2
4.076921,11.76
2.696921,11.58
1.736921,11.98
1.526921,12.8
1.586921,13.7
1.126921,14.63
0.1269214,15.12
-0.3730786,14.33
-0.023078613,13.24
-0.2030786,13.21
-1.403079,13.93
-1.933079,14.49
4.996921,8.27
4.586921,8.76
5.496921,9.179999
7.376921,9.2
9.276921,8.77
10.51692,8.25
10.77692,8.17
9.546921,8.66
7.426921,9.32
5.086921,9.889999
3.286921,10.37
2.646921,10.78
2.796921,11.11
2.856921,11.13
2.086921,10.88
0.8569214,10.49
0.4569214,10.1
1.866921,9.48
4.216921,8.77
6.316921,8.66
7.526921,9.41
7.916921,10.62
8.126922,11.73
8.706922,13.07
10.04692,14.84
12.29692,16.21
14.05692,16.5
13.50692,16.05
11.75692,16.02
11.23692,16.67
12.18692,17.09
12.40692,16.47
10.77692,15.26
8.566921,14.26
7.416921,13.87
6.656921,14.04
4.906921,14.24
2.556921,14.37
1.296921,14.48
1.746921,14.49
2.096921,14.48
0.8569214,14.78
-0.9830786,15.41
-1.713079,16.25
-1.553079,17.1
-1.843079,17.72
-2.783078,17.85
-3.403079,17.46
4.016922,7.26
3.716921,7.54
4.876921,8.2
7.296921,8.9
9.636921,9.42
10.93692,9.61
11.06692,9.59
9.476921,9.46
6.676921,9.42
3.716921,9.69
1.976921,10.22
2.336921,11.07
3.506921,11.97
3.966921,12.13
3.366921,11.34
2.696921,9.969999
3.266921,8.96
5.276921,8.62
6.966921,8.46
6.856921,8.36
5.896921,8.52
5.516921,8.96
5.736921,9.42
6.046921,10.04
7.046921,11.1
10.29692,12.49
14.20692,13.56
15.06692,13.8
12.64692,13.68
10.04692,13.84
10.16692,14.47
12.28692,15.38
13.13692,16.06
11.48692,16.2
9.196921,16.17
7.136921,16.31
5.066921,16.41
3.396921,16
2.846921,15.22
3.196921,14.68
2.596921,14.77
0.016921386,15.53
-2.873079,16.38
-4.093079,16.86
-3.923079,16.97
-3.583079,17.13
-4.053079,17.96
-5.673079,20.03
4.946921,6.21
3.726921,6.33
3.096921,6.99
4.706921,8.099999
8.026921,9.28
11.19692,10.23
12.11692,10.96
9.766921,11.41
6.296921,11.65
3.756921,11.57
2.696921,11.23
2.936921,10.88
3.566921,10.7
4.036922,10.47
3.946921,9.92
3.436921,9.27
3.516921,9.139999
5.056921,9.74
6.856921,10.5
6.986921,10.76
5.546921,10.64
3.996921,10.47
3.466921,10.48
4.146921,10.5
5.986921,10.41
10.00692,10.28
14.62692,10.38
16.05692,10.69
13.26692,11.06
8.286922,11.74
5.406921,13.06
6.316921,15.11
8.176921,16.96
8.616921,17.69
7.886921,17.79
7.166921,18.29
6.966921,19.51
6.866921,20.75
6.296921,21.15
4.406921,20.54
1.126921,19.82
-3.063079,19.79
-6.593079,20.36
-8.143079,21.35
-8.353079,22.47
-8.163078,23.7
-8.493078,25.06
-9.523078,26.16
3.936921,7.48
3.186921,7.86
2.176921,7.82
2.996921,7.94
5.996921,8.63
9.586921,9.9
11.14692,11.17
9.426921,11.85
6.706921,11.93
5.106921,11.53
4.776921,10.87
5.136921,9.94
5.596921,8.92
5.976921,7.97
5.786921,7.11
4.576921,6.32
3.386921,5.72
3.716921,5.73
5.056921,6.41
5.696921,7.58
4.856921,8.62
3.536921,9.12
3.246921,9.08
4.666921,8.559999
7.076921,8.01
10.42692,8.07
13.66692,9.05
14.24692,10.63
11.37692,11.82
6.266921,12.08
2.636921,11.99
2.906921,12.3
4.906921,12.84
5.846921,12.99
5.066921,12.67
4.036922,12.57
4.296921,13.44
5.586921,15.48
6.216921,17.57
4.636921,18.54
1.066921,18.27
-3.513078,16.87
-6.913078,15.12
-7.833078,14.02
-7.703078,13.9
-7.843079,14.37
-8.573078,14.41
-9.123078,12.99
1.936921,9.22
2.846921,9.77
3.566921,9.67
4.506921,9.28
6.066921,9.17
7.816921,9.52
8.756921,9.96
8.236921,10.06
7.186921,9.83
6.646921,9.49
6.786921,9.179999
7.246921,8.75
7.556921,8.17
7.476921,7.55
7.036921,6.97
6.226921,6.32
5.486921,5.52
5.166921,4.78
4.906921,4.46
4.166921,4.77
3.306921,5.33
3.326921,5.77
4.346921,6.02
5.686921,6.31
6.506921,7.13
6.916921,9.09
7.506921,11.9
7.936921,14.65
7.426921,16.32
5.926921,16.24
4.896921,15.47
5.636921,15.07
7.256921,15.3
8.246922,15.56
8.116921,15.15
7.546921,13.86
7.616921,12.46
8.186921,11.71
7.986921,11.67
6.146921,12.14
3.726921,12.66
1.256921,12.37
-0.9030786,10.77
-1.993079,8.32
-2.363079,6.26
-2.673079,5.27
-3.233078,4.78
-4.103078,4.38
0.8669214,8.72
2.216921,10.1
3.656921,11.28
4.946921,11.81
6.126921,11.72
7.256921,11.08
8.136921,10.23
8.356921,9.349999
8.036922,8.639999
7.586921,8.26
7.506921,8.059999
8.086921,7.71
8.946921,7.03
9.496922,6.02
9.336921,5.05
8.206922,4.5
6.616921,4.46
5.036922,5.06
3.796921,5.96
3.256921,6.85
3.326921,7.42
3.966921,7.58
4.476921,7.73
4.106921,8.54
3.036921,10.21
2.106921,12.75
2.066921,15.3
3.126921,16.93
4.336921,17.52
5.096921,17.32
5.506921,17.29
5.896921,18.18
6.386921,19.73
7.166921,21.44
8.276921,23.01
9.886921,24.44
11.55692,25.72
12.54692,26.21
12.63692,25.71
11.66692,24.3
9.406921,22.56
5.166921,20
0.5969214,15.91
-2.183079,11.21
-3.603079,8.08
-4.463078,7.15
-4.443079,7.01
-4.273078,8
-0.8130786,5.63
-0.1030786,6.8
1.216921,8.19
3.156921,9.62
5.446921,10.96
7.826921,12.04
9.816921,12.77
10.76692,12.87
10.71692,12.54
9.916922,11.87
9.306921,11.09
9.766921,10.17
11.12692,9.11
12.45692,7.9
12.54692,6.75
10.31692,5.96
6.726921,5.56
3.246921,5.68
1.236921,6.13
1.416921,6.84
2.556921,7.64
3.336921,8.38
3.036921,9.139999
1.676921,10.13
0.2369214,11.43
-0.4130786,13.03
-0.3830786,14.6
-0.063078612,15.86
0.076921389,16.97
0.1369214,18.23
0.3269214,19.84
0.8969214,21.42
1.956921,22.33
3.646921,22.18
5.596921,21.66
7.506921,21.46
8.856921,21.89
9.306921,22.36
9.836921,22.25
11.15692,22
12.24692,22.71
10.88692,24.02
6.826921,23.37
1.926921,18.8
-1.113079,13.4
-2.433079,9.86
-3.433079,8.3
-4.533079,8.79
-3.473078,0.59
-2.593079,0.45
-1.253079,0.44
0.3669214,1
2.116921,2.2
4.256921,4.15
6.796921,6.4
9.506921,8.49
11.80692,10.14
13.18692,11.09
13.85692,11.52
14.18692,11.44
14.61692,11.16
15.02692,10.93
14.73692,10.98
12.67692,11.27
9.206922,11.44
5.256921,11.12
2.146921,10.37
0.8869213,9.5
0.8069214,8.9
1.066921,8.87
0.9269214,9.21
0.2169214,9.76
-0.6630786,10.41
-1.473079,11.27
-2.333079,12.36
-3.353079,13.65
-4.403079,14.9
-5.063078,15.85
-5.023078,16.32
-3.463078,15.98
-0.6430786,15.09
2.936921,13.63
6.656921,11.84
9.626921,9.929999
10.72692,8.059999
10.23692,6.25
10.68692,5.35
12.14692,6.95
13.17692,10.6
12.95692,16.26
10.20692,19.76
6.036921,17.23
2.026921,13.18
-0.9630786,9.67
-2.193079,7.54
-2.893079,8.16
-4.523078,-10.84
-3.383079,-10.89
-2.113079,-11.15
-1.413079,-11.12
-1.343079,-10.46
-1.243079,-8.51
-0.2730786,-5.43
2.416921,-1.67
6.146921,2
10.09692,5.05
13.25692,7.45
14.96692,8.889999
15.55692,9.7
15.21692,10.02
14.32692,10.22
12.70692,10.31
10.52692,10.17
8.046921,9.559999
5.786921,8.61
4.256921,7.56
3.316921,6.71
2.696921,6.19
1.896921,5.81
0.5769214,5.43
-1.103079,5.11
-2.863079,5.2
-4.343079,5.81
-5.163078,6.99
-5.403079,8.26
-5.003078,9.08
-4.043078,9.32
-2.163079,9.04
0.4869214,8.77
4.216921,8.74
8.596921,8.86
12.20692,8.7
14.16692,8.25
15.13692,8.23
15.78692,9.21
14.98692,11.53
13.11692,15.09
10.38692,17.09
6.826921,15.76
3.326921,13.93
-0.6530786,11.31
-4.693079,9.849999
-6.543078,9.8
-6.193079,11.62
-0.033078611,-8.17
1.336921,-8.26
2.166921,-8.929999
1.526921,-9.74
-0.4030786,-12.08
-3.723078,-15.2
-7.173079,-16.52
-7.133079,-13.19
-3.603079,-8.99
2.066921,-6.12
7.736921,-3.39
12.12692,-0.59
14.99692,2.2
16.05692,4.58
15.86692,6.35
14.52692,7.11
12.63692,7.08
10.50692,6.38
8.516921,5.45
6.966921,4.64
5.796921,4.1
4.836921,3.85
3.686921,3.57
2.086921,3
0.1169214,2.14
-1.933079,1.1
-3.633079,0.089999996
-4.513079,-0.67
-4.733078,-1.2
-4.493079,-1.44
-4.083078,-1.4
-3.383079,-0.79
-2.163079,0.44
0.3969214,2.26
4.196921,4.15
8.536922,5.65
12.18692,6.92
14.27692,8.25
14.86692,10.13
13.20692,14.06
9.376922,18.43
4.586921,18.28
0.5269214,13.91
-2.493078,13.44
-5.373078,13.61
-6.773078,14.24
-6.563078,15.93
-5.883079,18.08
1.486921,-7.97
2.496921,-8.17
2.806921,-8.63
1.966921,-9.46
0.3669214,-10.52
-1.503079,-11.56
-2.963078,-12.31
-4.103078,-13.25
-5.343079,-13.44
-5.413078,-13.16
-2.503078,-11.47
1.736921,-9.679999
5.596921,-7.44
8.826921,-5
11.33692,-2.54
12.74692,-0.37
13.11692,1.37
12.30692,2.48
10.82692,3.08
9.026921,3.17
7.336921,2.95
5.976921,2.48
4.876921,1.9
3.926921,1.29
2.996921,0.66
2.116921,-0.079999998
1.386921,-1.04
0.8969214,-2.36
0.4969214,-3.96
-0.1730786,-5.75
-1.203079,-7.41
-2.543079,-8.38
-3.703079,-8.44
-3.833079,-7.28
-2.543079,-5.34
0.5769214,-2.76
4.576921,-0.01
8.396921,2.42
11.03692,4.84
11.19692,8.87
8.156921,14.57
2.966921,15.5
-0.8530786,11
-4.363079,8.95
-7.463078,7.82
-9.263079,6.44
-9.453078,5.73
-8.013079,5.9
-1.883079,-5.49
-1.903079,-5.66
-2.103079,-5.75
-2.373079,-5.91
-2.543079,-6.27
-2.403079,-6.96
-1.983079,-7.81
-1.323079,-8.65
-0.6630786,-9.27
-0.1530786,-9.44
-0.05307861,-11.54
-2.263078,-12.45
-1.873079,-10.13
0.6169214,-9.059999
3.436921,-8.34
5.986921,-7.2
7.806921,-5.61
8.546921,-3.79
8.506921,-2.11
7.846921,-1.01
6.926921,-0.54
6.006921,-0.76
5.176921,-1.25
4.566921,-1.64
4.156921,-1.78
4.106921,-1.66
4.396921,-1.53
4.996921,-1.66
5.596921,-2.15
5.626921,-3.21
4.776921,-4.69
2.616921,-6.36
-0.3330786,-7.8
-3.413079,-8.52
-5.713078,-8.57
-6.043078,-7.8
-4.433078,-6.37
-0.8730786,-4.24
3.186921,-1.72
6.326921,0.9
7.496921,3.79
4.836921,6.67
0.4569214,7.35
-2.743078,5.24
-4.713078,3.08
-6.853078,1.7
-7.953078,0.059999999
-7.593079,-1.35
-3.963078,-2.12
-4.163078,-2.35
-4.373078,-2.6
-4.393078,-2.97
-4.093079,-3.5
-3.303079,-4.31
-2.153079,-5.27
-0.7330786,-6.32
0.7069214,-7.28
1.956921,-7.98
2.986921,-8.37
3.736921,-8.4
4.286922,-8.179999
4.856921,-8.77
4.756921,-9.73
3.446921,-9.309999
2.486921,-8.48
2.146921,-7.62
1.946921,-6.7
2.196921,-5.86
2.616921,-4.74
3.496921,-3.24
4.466921,-2.32
4.746921,-2.08
4.466921,-2.21
4.106921,-2.3
4.086921,-2.18
4.606921,-1.79
5.356921,-1.24
5.916921,-0.69
5.856921,-0.31
4.596921,-0.27
2.326921,-0.56
-0.7230786,-1.14
-3.743078,-1.82
-5.873078,-2.44
-6.763079,-2.83
-5.923079,-2.64
-3.953079,-1.77
-1.303079,-0.089999996
1.096921,2.04
2.336921,4.33
2.146921,6.47
0.1769214,7.78
-2.333079,8.02
-4.083078,7.1
-5.033079,5.66
-5.143078,4.02
-3.233078,-4.26
-3.003078,-4.32
-2.833079,-4.35
-2.703079,-4.39
-2.593079,-4.43
-2.503078,-4.49
-2.453079,-4.57
-2.453079,-4.66
-2.483078,-4.74
-2.523078,-4.76
-2.513078,-4.71
-2.373079,-4.57
-2.123079,-4.35
-1.783079,-4.1
-1.483079,-3.88
-1.353079,-3.77
-1.463079,-3.82
-1.833079,-4.06
-2.293079,-4.41
-2.483078,-4.87
-1.633079,-5.37
0.2669214,-5.22
2.336921,-4.84
3.906921,-4.08
4.546921,-3.29
4.446921,-2.84
4.226921,-2.43
4.256921,-1.92
4.446921,-1.3
4.606921,-0.7
4.496921,-0.24
3.936921,0.02
2.976921,0.12
1.576921,0.029999999
-0.1130786,-0.25
-1.933079,-0.84
-3.673079,-1.69
-5.013079,-2.54
-5.873078,-3.15
-6.073079,-3.28
-5.823079,-2.96
-5.193079,-2.29
-4.453079,-1.54
-3.703079,-0.9899999
-2.973078,-0.72
-2.213078,-0.83
-1.403079,-1.13
-0.4830786,-1.62
-4.633079,-5.1
-4.273078,-5.11
-3.813079,-5.14
-3.273078,-5.18
-2.753078,-5.21
-2.323079,-5.24
-2.033079,-5.28
-1.933079,-5.36
-1.983079,-5.46
-2.123079,-5.62
-2.293079,-5.82
-2.403079,-6.03
-2.433079,-6.23
-2.403079,-6.53
-2.973078,-7.51
-3.643079,-7.69
-3.633079,-7.08
-2.843079,-6.5
-1.823079,-6.25
-0.8130786,-6.34
0.2169214,-6.59
1.276921,-6.75
2.236921,-6.61
2.856921,-6.22
3.156921,-5.73
3.166921,-5.19
3.106921,-4.62
3.036921,-3.98
2.916921,-3.25
2.716921,-2.46
2.356921,-1.66
1.746921,-0.86
1.006921,-0.07
0.2669214,0.65
-0.3630786,1.23
-0.8230786,1.47
-1.193079,1.39
-1.513079,0.87
-1.833079,0.089999996
-2.023079,-0.84
-1.993079,-1.77
-1.673079,-2.66
-1.113079,-3.45
-0.4030786,-4.09
0.3269214,-4.56
0.9569213,-4.78
1.486921,-4.77
1.866921,-4.53
-3.283078,-5.75
-2.773078,-5.83
-2.243078,-5.92
-1.723079,-6.02
-1.253079,-6.11
-0.8630786,-6.21
-0.5830786,-6.31
-0.4030786,-6.45
-0.3030786,-6.6
-0.2630786,-6.79
-0.2230786,-7.01
-0.1530786,-7.27
-0.033078611,-7.53
0.1769214,-7.79
0.4269214,-8.01
0.7369214,-8.16
1.046921,-8.25
1.356921,-8.26
1.486921,-9.12
1.576921,-9.599999
1.496921,-9.59
0.7969214,-8.74
0.016921386,-7.47
-0.2930786,-6.07
-0.1730786,-5.03
0.3169214,-4.6
0.6969213,-4.46
0.7969214,-4.57
0.7169214,-4.8
0.5269214,-5.12
0.2869214,-5.45
0.076921389,-5.73
-0.093078613,-5.93
-0.2030786,-6
-0.2630786,-5.94
-0.2030786,-5.71
-0.07307861,-5.39
0.1169214,-5.02
0.3069214,-4.65
0.4869214,-4.34
0.6269214,-4.1
0.7269214,-3.94
0.8069214,-3.84
0.8869213,-3.8
0.9869214,-3.78
1.146921,-3.78
1.376921,-3.79
1.726921,-3.81
-0.013078613,-9.13
0.2769214,-9.22
0.4969214,-9.28
0.6569214,-9.32
0.7469214,-9.36
0.7669213,-9.4
0.7469214,-9.45
0.6769214,-9.53
0.6069214,-9.62
0.5469214,-9.74
0.5169214,-9.88
0.5469214,-10.04
0.6169214,-10.21
0.7669213,-10.39
0.9569213,-10.55
1.186921,-10.7
1.436921,-10.79
1.686921,-10.85
1.916921,-10.83
2.106921,-10.74
2.256921,-10.58
2.356921,-10.32
2.396921,-10
2.506921,-10.05
2.566921,-10.2
2.156921,-9.83
1.546921,-8.88
1.286921,-7.68
1.426921,-6.64
1.916921,-6.47
2.416921,-6.24
2.806921,-5.98
3.096921,-5.75
3.246921,-5.64
3.246921,-5.57
3.056921,-5.58
2.716921,-5.62
2.216921,-5.66
1.636921,-5.62
1.036921,-5.52
0.4769214,-5.4
0.016921386,-5.25
-0.3530786,-5.09
-0.5630786,-4.96
-0.6630786,-4.83
-0.6130786,-4.67
-0.4030786,-4.46
0.026921386,-4.2
-0.6530786,-7.93
-0.5830786,-8.099999
-0.5130786,-8.28
-0.4430786,-8.45
-0.3630786,-8.63
-0.2730786,-8.79
-0.1830786,-8.96
-0.093078613,-9.12
-0.003078613,-9.28
0.076921389,-9.429999
0.1369214,-9.58
0.1769214,-9.71
0.1869214,-9.84
0.1669214,-9.96
0.096921384,-10.07
-0.013078613,-10.17
-0.1630786,-10.26
-0.3430786,-10.33
-0.5530786,-10.4
-0.7730786,-10.43
-1.003079,-10.44
-1.203079,-10.41
-1.383079,-10.34
-1.503079,-10.21
-1.583079,-10.03
-1.583079,-9.79
-1.523079,-9.5
-1.373079,-9.139999
-1.173079,-8.73
-0.9030786,-8.27
-0.5930786,-7.78
-0.2530786,-7.27
0.1069214,-6.75
0.4769214,-6.25
0.8269213,-5.76
1.156921,-5.31
1.436921,-5.09
1.576921,-5.18
1.526921,-5.03
1.416921,-4.63
1.386921,-4.15
1.446921,-3.7
1.506921,-3.33
1.596921,-3.08
1.726921,-2.92
1.946921,-2.87
2.276921,-2.88
2.726921,-2.9
-3.763078,-6.47
-3.723078,-6.57
-3.673079,-6.63
-3.613079,-6.68
-3.543078,-6.7
-3.473078,-6.71
-3.403079,-6.69
-3.323079,-6.66
-3.243078,-6.61
-3.173079,-6.55
-3.113079,-6.5
-3.063079,-6.44
-3.023078,-6.4
-2.983078,-6.37
-2.963078,-6.35
-2.953079,-6.36
-2.943079,-6.38
-2.943079,-6.43
-2.933079,-6.51
-2.913079,-6.61
-2.893079,-6.72
-2.843079,-6.85
-2.783078,-6.99
-2.693079,-7.14
-2.593079,-7.29
-2.463078,-7.44
-2.323079,-7.57
-2.163079,-7.71
-1.993079,-7.81
-1.823079,-7.92
-1.653079,-7.99
-1.493079,-8.059999
-1.333079,-8.11
-1.203079,-8.15
-1.083079,-8.179999
-0.9730786,-8.19
-0.8830786,-8.19
