SIMPLEX,TYPE,ROBUSTNESS
390,3,0
574,3,0
758,3,0
1098,3,0
1124,3,0
1125,3,0
1148,3,0
1151,3,0
1218,3,0
1219,3,0
1220,3,0
1261,3,0
1312,3,0
1353,3,0
1762,3,0
1778,3,0
1869,3,0
1965,3,0
2346,3,0
2349,3,0
2425,3,0
2574,3,0
2819,3,0
2875,3,0
2970,3,0
3097,3,0
4324,3,0
4416,3,0
4464,3,0
4510,3,0
4511,3,0
4576,3,0
4604,3,0
4777,3,0
4856,3,0
4950,3,0
