U,V
-1.761218,0.3680273
-1.881218,0.9980273
-1.411218,-0.021972656
-0.7112182,1.038027
-0.5912182,1.978027
-0.3012182,2.608027
2.748782,2.378027
2.168782,0.4180273
-0.2912183,0.2480273
-0.3512183,1.708027
0.2987817,2.288027
-1.111218,0.3980273
-0.7712182,0.7880273
1.168782,-0.031972654
3.208782,-2.341973
3.638782,-1.651973
5.238781,-3.141973
6.748782,-4.661973
7.278781,-6.941973
6.708782,-9.341972
6.028781,-11.58197
7.898782,-12.07197
7.708782,-10.68197
1.358782,-2.171973
2.088782,-1.491973
6.388782,0.4480273
5.518782,-0.2019726
-1.591218,-0.4319727
1.538782,1.098027
1.798782,1.038027
0.5187817,1.848027
0.2487817,1.658027
0.7187817,1.858027
1.188782,2.518027
0.6587817,2.178027
0.7887817,1.498027
1.608782,1.168027
1.818782,-0.3519726
1.428782,-1.351973
0.3087817,-0.9719726
0.2987817,-1.431973
0.5687817,1.168027
0.1487817,4.918027
1.078782,5.888027
0.4487817,5.048027
-0.5112182,1.318027
-1.331218,0.1480273
-0.9112182,-0.2219726
0.6287817,0.6780273
0.3387817,1.498027
0.8087817,0.2980273
0.5287817,0.8380273
0.8087817,1.158027
1.918782,2.288027
3.448782,1.568027
3.608782,-0.2019726
3.998782,2.198027
4.838782,2.838027
4.358782,2.228027
2.118782,1.328027
1.138782,-0.3219726
3.758782,-2.961972
5.438782,-4.511972
8.708781,-2.971973
10.58878,-3.081973
10.02878,-4.641973
9.238782,-5.561973
8.358782,-6.421972
6.458782,-8.061973
4.128782,-7.101973
-0.9212182,-3.501973
-0.2312183,-0.7419726
3.118782,-0.4119726
6.238781,1.728027
1.668782,0.048027344
-1.521218,-0.9919726
4.078782,-0.9319726
4.258781,1.548027
5.348782,3.098027
8.008781,3.088027
9.648782,3.428027
8.988782,2.998027
6.358782,2.528027
6.458782,0.7080273
7.398782,-0.7819726
6.838781,-0.1219727
5.278781,0.7380273
3.218782,1.148027
0.7087817,1.388027
-1.251218,1.848027
-1.981218,2.218027
-1.481218,3.658027
0.2387817,5.618027
0.2087817,3.648027
-2.481218,1.808027
-2.501218,0.6280273
0.1087817,1.008027
2.048782,1.638027
3.038782,0.4280273
2.058782,-0.2519726
2.858782,-0.1519727
3.588782,2.298027
4.128782,1.838027
5.648782,-0.1319727
7.898782,2.098027
8.738782,2.918027
5.558782,2.608027
2.388782,2.208027
4.048782,-1.021973
6.818781,-3.411973
8.188782,-4.771973
9.658781,-4.101973
7.938782,-5.291973
6.738781,-6.231973
6.118782,-6.141973
5.468781,-5.271973
3.468782,-4.651973
0.7287817,-2.411973
-2.841218,-2.851973
-0.3112183,-0.1519727
6.668782,-2.161973
6.938782,-1.251973
0.8587817,-1.651973
1.018782,-1.211973
6.378782,-1.971973
6.648782,-1.321973
6.658782,0.2280273
6.788782,1.348027
6.038782,1.628027
5.508781,2.328027
6.118782,3.688027
6.688782,1.958027
4.438782,-0.5019726
2.728782,0.3380273
2.248782,1.468027
1.828782,1.548027
-0.1112183,1.588027
-2.101218,1.868027
-1.901218,1.778027
-2.701218,1.478027
-1.581218,3.388027
0.058781736,4.188027
-0.8512182,3.348027
0.3987817,0.8980273
2.008782,-0.5719727
3.348782,-0.7719727
4.828782,-0.8519726
4.748782,-0.8319727
5.598782,-0.5019726
5.078782,1.208027
5.498782,0.9980273
6.448781,1.008027
6.308782,3.148027
6.028781,2.638027
4.928782,0.3580273
4.698781,-0.6419727
6.768782,0.2880273
7.188782,-1.281973
6.148782,-3.851973
4.488781,-5.081973
3.568782,-6.341972
4.368782,-6.491972
5.698781,-6.221972
5.518782,-2.561973
4.628782,-1.111973
2.478782,-2.291973
-1.121218,-4.201972
-0.1012183,-1.471973
5.908782,-2.011973
4.248782,-1.171973
-0.2712183,-2.141973
1.338782,-1.931973
5.838782,-1.431973
3.068782,-1.041973
1.058782,0.028027343
0.6887817,0.1580273
0.3487817,0.078027345
1.068782,0.3080273
3.088782,0.088027343
4.878782,-1.101973
4.378782,-1.491973
3.218782,0.3080273
2.688782,2.088027
2.168782,3.158027
0.9587817,2.778027
-0.3412183,1.948027
0.028781738,1.598027
-0.1312183,0.6780273
-0.1012183,1.008027
1.158782,2.238027
1.878782,1.518027
4.568782,-0.8719726
5.528781,-0.4119726
4.568782,-1.391973
5.128782,-1.521973
4.318782,-0.3519726
4.358782,-0.2419727
4.958782,0.3780273
5.278781,-0.7419726
5.808782,-0.6519727
8.588781,0.6080273
10.10878,0.6480273
8.988782,0.1280273
6.498782,-1.001973
5.628782,-1.981973
6.838781,-2.031973
6.308782,-3.701972
4.258781,-4.391973
5.628782,-3.901973
5.308782,-4.321972
2.058782,-1.211973
-0.4912182,1.848027
0.5087817,0.3280273
1.708782,-2.941972
0.068781734,-3.381973
-0.6112183,-1.521973
3.698782,-1.071973
2.498782,-1.031973
-2.581218,-2.341973
0.2187817,-1.371973
4.118782,1.668027
3.538782,0.4880273
4.408782,-0.6519727
4.628782,-0.8819726
4.148782,-0.051972654
3.598782,1.438027
3.398782,1.638027
4.468781,0.1180273
3.968782,0.2280273
2.068782,2.848027
3.228782,4.668027
4.358782,4.968027
3.138782,4.008027
1.678782,2.888027
1.238782,1.538027
1.328782,0.2580273
0.068781734,-1.141973
0.2687817,0.2080273
2.378782,0.098027341
5.478782,-5.131972
6.028781,-3.871973
4.248782,-2.481973
5.598782,-1.851973
6.148782,-0.5019726
6.358782,-0.9019727
6.858782,0.058027342
5.928782,-1.591973
6.208782,-3.021973
8.858782,-1.621973
10.36878,-1.631973
9.188782,-2.251973
7.338781,-1.761973
5.238781,-1.751973
5.308782,-1.921973
3.338782,-3.061973
2.188782,-4.531972
1.418782,-3.891973
-1.581218,-1.321973
-3.721218,1.028027
-3.871218,0.3380273
-3.981218,-0.1619727
-2.721218,-1.431973
