Y,X,VY,VX
-60,45,2.64001,-7.456213
-55.5,-9,-4.749985,-0.8462133
-54,-9,-6.649985,2.143787
-52.5,-9,-7.199985,-0.1662134
-51,-9,-8.859985,-0.0962
-49.5,-9,-7.479985,2.163787
-48,-9,-6.069985,2.733787
-46.5,-9,-7.599985,4.203786
-45,-9,-9.149985,4.313787
-43.5,-9,-9.449986,2.813787
-42,-9,-11.14999,1.523787
-40.5,-9,-12.42999,4.453786
-39,-9,-9.089985,8.893786
-37.5,-9,-7.759985,7.413786
-36,-9,-3.769985,3.013787
-34.5,-9,-3.179985,0.6337866
-33,-9,-3.809985,1.993787
-31.5,-9,-6.659985,-0.1862134
-30,-9,-5.559985,-0.3162134
-28.5,-9,-5.569985,-0.1462134
-27,-9,-7.599985,0.6637866
-25.5,-9,-5.979985,3.013787
-24,-9,-4.779985,0.5737866
-22.5,-9,-5.319985,-1.346213
-21,-9,-5.109985,-0.8262134
-19.5,-9,-4.499985,-3.446213
-18,-9,-3.579985,-4.936213
-16.5,-9,-2.789985,-4.536213
-15,-9,-2.259985,-3.596213
-13.5,-9,-1.989985,-1.886213
-12,-9,-1.659985,-0.7762133
-10.5,-9,-1.299985,-0.8462133
-9,-9,-0.5299854,-1.186213
-7.5,-9,1.340015,-1.726213
-6,-9,2.670015,-1.386213
-4.5,-9,1.710015,-0.4962134
-3,-9,1.780015,-0.5962133
-1.5,-9,1.930015,1.863787
0,-9,0.8800147,3.323786
-60,-10.5,0.1700146,-4.256213
-58.5,-10.5,-2.679985,-2.646213
-57,-10.5,-4.209985,-3.276213
-55.5,-10.5,-5.989985,-1.676213
-54,-10.5,-6.999985,-0.0862
-52.5,-10.5,-7.929985,-1.226213
-51,-10.5,-9.489985,0.4637866
-49.5,-10.5,-7.409985,3.493787
-48,-10.5,-6.839985,3.443787
-46.5,-10.5,-8.069985,2.923787
-45,-10.5,-7.629985,3.303787
-43.5,-10.5,-10.28998,2.363786
-42,-10.5,-13.96999,4.293787
-40.5,-10.5,-11.92999,5.763786
-39,-10.5,-8.139985,7.183786
-37.5,-10.5,-9.079986,8.783787
-36,-10.5,-7.299985,5.563787
-34.5,-10.5,-5.539985,1.463787
-33,-10.5,-6.309985,1.623787
-31.5,-10.5,-6.769985,-0.1262134
-30,-10.5,-6.039985,0.0338
-28.5,-10.5,-6.669985,-0.5562134
-27,-10.5,-10.56999,0.1137866
-25.5,-10.5,-8.729985,1.123787
-24,-10.5,-5.589985,0.9037866
-22.5,-10.5,-4.069985,-0.5562134
-21,-10.5,-4.769985,-0.0462
-19.5,-10.5,-3.779985,-1.406213
-18,-10.5,-1.969985,-2.716213
-16.5,-10.5,-2.409985,-2.546213
-15,-10.5,-1.919985,-1.706213
-13.5,-10.5,-2.129985,-1.056213
-12,-10.5,-1.179985,-0.00621
-10.5,-10.5,0.1800146,0.0838
-9,-10.5,1.360015,-1.536213
-7.5,-10.5,1.550015,-2.016213
-6,-10.5,1.490015,-1.656213
-4.5,-10.5,1.470015,-0.7162133
-3,-10.5,1.660015,-0.3062134
-1.5,-10.5,0.9100146,1.383787
0,-10.5,0.070014648,2.533787
-60,-12,-1.859985,-6.826213
-58.5,-12,-2.579985,-5.666213
-57,-12,-3.199985,-5.686213
-55.5,-12,-4.809985,-2.216213
-54,-12,-6.159985,-0.6462134
-52.5,-12,-7.339985,-0.7562134
-51,-12,-10.13999,0.4637866
-49.5,-12,-8.679985,2.853786
-48,-12,-7.049985,4.153787
-46.5,-12,-8.229985,3.253787
-45,-12,-6.939985,4.833786
-43.5,-12,-10.64999,2.573786
-42,-12,-14.79998,2.803787
-40.5,-12,-10.66998,4.643786
-39,-12,-8.259985,4.743786
-37.5,-12,-9.569985,6.843786
-36,-12,-10.07998,6.303786
-34.5,-12,-9.979985,3.063787
-33,-12,-9.639985,0.8837866
-31.5,-12,-9.579985,0.8237866
-30,-12,-9.069985,1.953787
-28.5,-12,-6.729985,-0.7562134
-27,-12,-6.889985,-2.716213
-25.5,-12,-5.799985,-2.886213
-24,-12,-6.669985,1.883787
-22.5,-12,-6.069985,1.763787
-21,-12,-4.919985,-0.4462134
-19.5,-12,-1.829985,-1.016213
-18,-12,-0.009985351,-0.6962134
-16.5,-12,-1.099985,-0.5462134
-15,-12,-0.9799854,-0.0862
-13.5,-12,-0.9499853,0.6737866
-12,-12,-0.6099854,1.823787
-10.5,-12,-2.719985,1.303787
-9,-12,-2.929985,-1.656213
-7.5,-12,-1.769985,-2.086213
-6,-12,-1.059985,-1.826213
-4.5,-12,-0.059985351,-2.036213
-3,-12,-0.9799854,-0.5962133
-1.5,-12,-1.389985,0.5037866
0,-12,-1.809985,1.143787
-60,-13.5,-1.249985,-7.516213
-58.5,-13.5,-1.759985,-5.926213
-57,-13.5,-1.559985,-6.116213
-55.5,-13.5,-3.729985,-3.526213
-54,-13.5,-4.699985,-0.3362134
-52.5,-13.5,-5.589985,-0.4062134
-51,-13.5,-8.939985,0.5137866
-49.5,-13.5,-7.299985,1.303787
-48,-13.5,-7.629985,2.523787
-46.5,-13.5,-9.609985,2.083786
-45,-13.5,-8.209985,2.533787
-43.5,-13.5,-11.37998,2.123787
-42,-13.5,-12.71999,2.863786
-40.5,-13.5,-8.739985,5.163786
-39,-13.5,-7.139985,4.953786
-37.5,-13.5,-7.699985,3.833786
-36,-13.5,-10.21999,4.703786
-34.5,-13.5,-11.30999,3.683787
-33,-13.5,-10.89999,1.683787
-31.5,-13.5,-9.429985,1.553787
-30,-13.5,-7.969985,2.153787
-28.5,-13.5,-6.889985,2.343786
-27,-13.5,-6.229985,3.133786
-25.5,-13.5,-5.439985,0.0138
-24,-13.5,-7.159985,-0.9362134
-22.5,-13.5,-5.389985,0.3337866
-21,-13.5,-3.599985,2.633787
-19.5,-13.5,-4.539985,2.563787
-18,-13.5,-4.199985,1.383787
-16.5,-13.5,-1.849985,-0.1362134
-15,-13.5,-2.239985,-1.226213
-13.5,-13.5,-2.759985,-0.5462134
-12,-13.5,-2.899985,-0.5062134
-10.5,-13.5,-5.219985,-0.9962134
-9,-13.5,-4.749985,-0.4962134
-7.5,-13.5,-2.549985,0.3037866
-6,-13.5,-1.179985,-0.1662134
-4.5,-13.5,-0.6799853,-1.586213
-3,-13.5,-2.449985,-0.9562134
-1.5,-13.5,-3.479985,-0.1262134
0,-13.5,-5.429985,0.4137866
-60,-15,1.870015,-8.206213
-58.5,-15,0.7700146,-6.246213
-57,-15,-1.729985,-6.196213
-55.5,-15,-4.539985,-2.976213
-54,-15,-4.219985,0.6637866
-52.5,-15,-4.619985,-0.3362134
-51,-15,-6.189985,1.423787
-49.5,-15,-5.239985,1.283787
-48,-15,-7.769985,0.8337866
-46.5,-15,-6.699985,0.0338
-45,-15,-6.649985,-1.206213
-43.5,-15,-10.87998,0.9137866
-42,-15,-10.98999,2.793787
-40.5,-15,-6.919985,4.183786
-39,-15,-4.819985,4.433786
-37.5,-15,-5.949985,3.113786
-36,-15,-7.909985,2.983787
-34.5,-15,-9.199986,1.943787
-33,-15,-10.49998,1.773787
-31.5,-15,-8.799985,2.163787
-30,-15,-6.579985,1.653787
-28.5,-15,-6.379985,1.763787
-27,-15,-7.059985,3.693787
-25.5,-15,-7.969985,1.023787
-24,-15,-8.339985,-0.7762133
-22.5,-15,-6.139985,0.9037866
-21,-15,-6.169985,1.643787
-19.5,-15,-7.889985,0.8137866
-18,-15,-7.959985,1.553787
-16.5,-15,-6.829985,1.213787
-15,-15,-6.149985,-0.1762134
-13.5,-15,-5.009985,-1.826213
-12,-15,-5.739985,-3.656213
-10.5,-15,-5.839985,-1.886213
-9,-15,-4.729985,1.253787
-7.5,-15,-4.519985,1.603787
-6,-15,-4.049985,1.213787
-4.5,-15,-4.559985,1.113787
-3,-15,-6.469985,0.4937866
-1.5,-15,-7.149985,-0.0562
0,-15,-8.059985,0.7037866
-60,-16.5,0.8200147,-8.936213
-58.5,-16.5,2.050014,-6.996213
-57,-16.5,-0.1599853,-8.056213
-55.5,-16.5,-2.269985,-4.686213
-54,-16.5,-3.239985,-0.5062134
-52.5,-16.5,-3.639985,0.5837866
-51,-16.5,-3.299985,1.513787
-49.5,-16.5,-4.629985,-0.2162134
-48,-16.5,-6.259985,-0.1762134
-46.5,-16.5,-4.379985,-0.3362134
-45,-16.5,-7.919985,-2.116213
-43.5,-16.5,-11.57998,0.2737866
-42,-16.5,-9.359985,1.933787
-40.5,-16.5,-5.529985,3.213787
-39,-16.5,-4.179985,2.773787
-37.5,-16.5,-4.109985,1.573787
-36,-16.5,-5.239985,1.673787
-34.5,-16.5,-6.649985,1.383787
-33,-16.5,-8.729985,0.3937866
-31.5,-16.5,-9.009985,1.253787
-30,-16.5,-9.599985,1.673787
-28.5,-16.5,-10.40999,1.493787
-27,-16.5,-9.959985,2.853786
-25.5,-16.5,-8.419985,0.5437866
-24,-16.5,-7.579985,0.5437866
-22.5,-16.5,-8.349985,1.233787
-21,-16.5,-10.17999,-0.0462
-19.5,-16.5,-8.889985,0.1437866
-18,-16.5,-7.939985,1.903787
-16.5,-16.5,-9.699986,1.153787
-15,-16.5,-8.169985,0.4437866
-13.5,-16.5,-5.689985,-0.6362134
-12,-16.5,-6.769985,-3.766213
-10.5,-16.5,-7.139985,-1.906213
-9,-16.5,-6.389985,0.9837866
-7.5,-16.5,-7.129985,0.4437866
-6,-16.5,-8.549985,-0.0562
-4.5,-16.5,-9.929985,0.4537866
-3,-16.5,-10.33998,0.8637866
-1.5,-16.5,-10.26999,0.9637866
0,-16.5,-10.10999,1.503787
-60,-18,0.1900146,-8.766213
-58.5,-18,2.190015,-7.586213
-57,-18,1.410015,-9.986213
-55.5,-18,0.1700146,-7.396213
-54,-18,-1.719985,-2.276213
-52.5,-18,-3.119985,0.9937866
-51,-18,-3.059985,1.903787
-49.5,-18,-2.599985,-0.5762134
-48,-18,-2.709985,-1.186213
-46.5,-18,-2.589985,-1.076213
-45,-18,-7.099985,-2.066213
-43.5,-18,-10.52999,-1.576213
-42,-18,-7.349985,0.5137866
-40.5,-18,-5.099985,2.263787
-39,-18,-6.039985,2.033787
-37.5,-18,-4.109985,0.00379
-36,-18,-3.059985,-0.9762133
-34.5,-18,-3.699985,0.3437866
-33,-18,-5.849985,-0.1662134
-31.5,-18,-7.009985,-0.8362134
-30,-18,-9.049985,-0.4762134
-28.5,-18,-11.33998,0.5037866
-27,-18,-12.39999,2.163787
-25.5,-18,-11.54998,1.643787
-24,-18,-9.449986,1.723787
-22.5,-18,-8.159986,-0.0962
-21,-18,-9.079986,0.0938
-19.5,-18,-8.949986,1.933787
-18,-18,-6.849985,2.093786
-16.5,-18,-6.269985,1.133787
-15,-18,-6.139985,0.4137866
-13.5,-18,-5.979985,-0.1762134
-12,-18,-7.049985,-2.786213
-10.5,-18,-7.689985,-2.186213
-9,-18,-7.169985,0.0238
-7.5,-18,-8.319985,-0.3762134
-6,-18,-9.879985,-0.4662134
-4.5,-18,-10.52999,-0.2862134
-3,-18,-10.34999,0.9337866
-1.5,-18,-9.879985,2.013787
0,-18,-8.919985,3.073786
-60,-19.5,-0.3799853,-8.356214
-58.5,-19.5,2.270015,-8.336213
-57,-19.5,2.210015,-11.25621
-55.5,-19.5,2.390015,-8.936213
-54,-19.5,0.7000147,-4.586213
-52.5,-19.5,-0.4299853,-1.536213
-51,-19.5,-0.5099853,0.0838
-49.5,-19.5,-0.5599853,-0.5562134
-48,-19.5,-2.059985,-0.7462134
-46.5,-19.5,-3.369985,-0.7662134
-45,-19.5,-6.599985,-1.916213
-43.5,-19.5,-7.929985,-1.786213
-42,-19.5,-4.749985,-0.0662
-40.5,-19.5,-3.989985,0.3537866
-39,-19.5,-5.779985,-1.226213
-37.5,-19.5,-6.349985,-0.4562134
-36,-19.5,-5.769985,-0.8162134
-34.5,-19.5,-3.929985,-0.4562134
-33,-19.5,-3.999985,-0.2262134
-31.5,-19.5,-4.329985,-2.656213
-30,-19.5,-6.809985,-3.656213
-28.5,-19.5,-10.34999,-2.226213
-27,-19.5,-12.10999,-0.7062134
-25.5,-19.5,-12.40999,0.6037866
-24,-19.5,-11.00998,1.563787
-22.5,-19.5,-8.819985,0.7237866
-21,-19.5,-7.899985,1.513787
-19.5,-19.5,-7.639985,3.553787
-18,-19.5,-6.539985,2.283787
-16.5,-19.5,-6.479985,2.183787
-15,-19.5,-7.759985,2.023787
-13.5,-19.5,-6.909985,-0.4162134
-12,-19.5,-7.079985,-1.196213
-10.5,-19.5,-7.449985,-2.106213
-9,-19.5,-7.049985,-1.766213
-7.5,-19.5,-8.089985,-1.586213
-6,-19.5,-8.669985,-0.4762134
-4.5,-19.5,-9.179985,0.1837866
-3,-19.5,-9.419985,1.733787
-1.5,-19.5,-8.949986,3.093786
0,-19.5,-8.089985,4.473786
-60,-21,1.760015,-7.536213
-58.5,-21,1.790015,-8.166213
-57,-21,2.570014,-10.15621
-55.5,-21,3.280015,-10.14621
-54,-21,1.690015,-7.856213
-52.5,-21,0.3400146,-2.746213
-51,-21,1.410015,-2.646213
-49.5,-21,1.140015,-3.486213
-48,-21,-1.219985,-3.066213
-46.5,-21,-4.939985,-2.766213
-45,-21,-7.019985,-1.976213
-43.5,-21,-3.429985,-0.2462134
-42,-21,-2.169985,-0.6062134
-40.5,-21,-4.109985,-1.526213
-39,-21,-6.559985,-1.876213
-37.5,-21,-8.129985,-0.3862134
-36,-21,-7.419985,0.0838
-34.5,-21,-4.779985,0.1237866
-33,-21,-4.529985,-0.0862
-31.5,-21,-3.549985,-2.536213
-30,-21,-3.309985,-4.436213
-28.5,-21,-6.239985,-3.256213
-27,-21,-8.879985,-1.396213
-25.5,-21,-10.24998,0.2037866
-24,-21,-8.749985,1.203787
-22.5,-21,-5.799985,1.023787
-21,-21,-5.459985,0.4737866
-19.5,-21,-6.169985,3.513787
-18,-21,-6.319985,1.733787
-16.5,-21,-6.609985,-0.4262134
-15,-21,-7.789985,0.6637866
-13.5,-21,-6.509985,-0.9662133
-12,-21,-6.929985,-0.0362
-10.5,-21,-7.319985,-2.086213
-9,-21,-7.159985,-2.886213
-7.5,-21,-7.749985,-2.346213
-6,-21,-7.699985,-0.4462134
-4.5,-21,-8.419985,1.233787
-3,-21,-8.719985,2.793787
-1.5,-21,-8.319985,4.163786
0,-21,-7.519985,5.453786
-60,-22.5,-1.459985,-5.496213
-58.5,-22.5,-2.299985,-7.216213
-57,-22.5,-1.059985,-8.476213
-55.5,-22.5,0.1500146,-9.926213
-54,-22.5,2.110015,-9.056213
-52.5,-22.5,2.310014,-3.416213
-51,-22.5,4.030015,-1.866213
-49.5,-22.5,3.200015,-1.356213
-48,-22.5,-0.2699853,-4.046213
-46.5,-22.5,-3.359985,-7.036213
-45,-22.5,-2.849985,-3.216213
-43.5,-22.5,0.3900146,-0.5962133
-42,-22.5,0.090014644,-2.786213
-40.5,-22.5,-4.429985,-3.956213
-39,-22.5,-7.299985,-1.056213
-37.5,-22.5,-7.939985,-0.0162
-36,-22.5,-7.949985,0.1137866
-34.5,-22.5,-6.079985,0.9537866
-33,-22.5,-4.929985,0.6637866
-31.5,-22.5,-4.279985,-0.9962134
-30,-22.5,-3.299985,-3.456213
-28.5,-22.5,-3.239985,-3.636213
-27,-22.5,-4.119985,-2.866213
-25.5,-22.5,-6.399985,0.7937866
-24,-22.5,-6.349985,4.163786
-22.5,-22.5,-3.849985,1.953787
-21,-22.5,-3.749985,-2.196213
-19.5,-22.5,-5.519985,0.3537866
-18,-22.5,-6.969985,1.193787
-16.5,-22.5,-6.359985,-0.9162133
-15,-22.5,-7.239985,0.3137866
-13.5,-22.5,-7.039985,-0.5362133
-12,-22.5,-6.629985,-0.7662134
-10.5,-22.5,-6.449985,-2.536213
-9,-22.5,-6.609985,-2.516213
-7.5,-22.5,-7.249985,-2.266213
-6,-22.5,-7.969985,-1.106213
-4.5,-22.5,-8.389985,1.123787
-3,-22.5,-7.309985,3.553787
-1.5,-22.5,-5.949985,5.083786
0,-22.5,-4.929985,6.233787
-60,-24,-3.159985,-6.046213
-58.5,-24,-1.719985,-7.536213
-57,-24,0.8700146,-7.416213
-55.5,-24,0.6300147,-8.336213
-54,-24,1.840015,-8.386213
-52.5,-24,2.580015,-5.116213
-51,-24,5.060015,-2.396213
-49.5,-24,4.190014,1.463787
-48,-24,1.670015,-0.2462134
-46.5,-24,-1.759985,-3.286213
-45,-24,-4.479985,-1.216213
-43.5,-24,-1.269985,-0.3762134
-42,-24,0.6000146,-5.386213
-40.5,-24,-2.819985,-6.476213
-39,-24,-3.929985,-2.206213
-37.5,-24,-3.759985,-1.886213
-36,-24,-6.029985,-1.716213
-34.5,-24,-7.299985,0.6637866
-33,-24,-7.059985,2.263787
-31.5,-24,-5.379985,1.813787
-30,-24,-4.029985,-1.056213
-28.5,-24,-3.329985,-3.546213
-27,-24,-2.939985,-4.416214
-25.5,-24,-3.959985,0.6837866
-24,-24,-5.109985,5.813787
-22.5,-24,-4.749985,4.493786
-21,-24,-3.569985,-0.7462134
-19.5,-24,-4.349985,-2.176213
-18,-24,-5.919985,0.1137866
-16.5,-24,-4.279985,-1.346213
-15,-24,-5.069985,-1.816213
-13.5,-24,-6.359985,-0.6662134
-12,-24,-5.449985,-0.6762134
-10.5,-24,-5.479985,-2.336213
-9,-24,-6.259985,-2.636213
-7.5,-24,-6.339985,-2.096213
-6,-24,-6.819985,0.0238
-4.5,-24,-6.309985,3.163787
-3,-24,-3.889985,5.893786
-1.5,-24,-3.139985,6.383787
0,-24,-2.979985,7.383787
-60,-25.5,-3.209985,-4.936213
-58.5,-25.5,-1.129985,-6.266213
-57,-25.5,1.870015,-4.576213
-55.5,-25.5,2.640015,-6.366213
-54,-25.5,4.460014,-7.426213
-52.5,-25.5,5.300014,-6.736213
-51,-25.5,7.050014,-5.436213
-49.5,-25.5,8.380014,-2.276213
-48,-25.5,8.810015,0.8837866
-46.5,-25.5,4.780015,-0.0562
-45,-25.5,2.110015,1.593787
-43.5,-25.5,2.270015,0.2637866
-42,-25.5,3.150015,-6.406213
-40.5,-25.5,3.200015,-4.726213
-39,-25.5,1.910015,-2.416213
-37.5,-25.5,-0.1599853,-5.156213
-36,-25.5,-2.449985,-4.176213
-34.5,-25.5,-4.079985,-1.116213
-33,-25.5,-6.699985,1.323787
-31.5,-25.5,-7.149985,2.473787
-30,-25.5,-6.539985,1.413787
-28.5,-25.5,-4.409985,-1.336213
-27,-25.5,-1.759985,-2.306213
-25.5,-25.5,-0.5099853,0.9137866
-24,-25.5,-1.379985,3.673787
-22.5,-25.5,-3.059985,4.583786
-21,-25.5,-2.579985,1.193787
-19.5,-25.5,-1.719985,-3.146213
-18,-25.5,-2.069985,-1.326213
-16.5,-25.5,-1.889985,-1.046213
-15,-25.5,-2.299985,-2.546213
-13.5,-25.5,-3.299985,-2.296213
-12,-25.5,-3.839985,-2.746213
-10.5,-25.5,-3.569985,-3.516213
-9,-25.5,-2.759985,-2.416213
-7.5,-25.5,-2.889985,-1.396213
-6,-25.5,-3.169985,1.053787
-4.5,-25.5,-2.779985,4.893786
-3,-25.5,-2.089985,6.953786
-1.5,-25.5,-2.239985,7.143786
0,-25.5,-1.419985,7.823786
-60,-27,-3.449985,-3.486213
-58.5,-27,-0.5599853,-3.836213
-57,-27,1.470015,-1.846213
-55.5,-27,3.120015,-2.936213
-54,-27,5.860014,-3.846213
-52.5,-27,6.690014,-3.896213
-51,-27,7.440014,-2.406213
-49.5,-27,9.580014,0.8037866
-48,-27,8.140015,3.353786
-46.5,-27,7.130014,1.963787
-45,-27,7.430015,0.0538
-43.5,-27,4.770015,-3.326213
-42,-27,5.680015,-6.606213
-40.5,-27,6.590014,-2.846213
-39,-27,3.850014,-3.846213
-37.5,-27,2.010015,-6.486213
-36,-27,0.4500147,-4.376213
-34.5,-27,-0.4999853,-3.066213
-33,-27,-2.559985,-1.076213
-31.5,-27,-3.869985,1.013787
-30,-27,-4.669985,1.783787
-28.5,-27,-3.669985,0.6137866
-27,-27,-1.859985,-0.4062134
-25.5,-27,-0.4699853,-0.3862134
-24,-27,-0.8799853,0.4237866
-22.5,-27,-2.339985,3.353786
-21,-27,-2.239985,3.523787
-19.5,-27,0.2600147,-1.286213
-18,-27,2.030015,-3.766213
-16.5,-27,0.8400146,-2.356213
-15,-27,0.080014646,-1.666213
-13.5,-27,0.080014646,-2.566213
-12,-27,0.2100146,-2.696213
-10.5,-27,0.7900146,-3.756213
-9,-27,1.560015,-3.536213
-7.5,-27,0.4200146,-1.246213
-6,-27,0.3900146,3.043787
-4.5,-27,0.9400146,6.333786
-3,-27,-0.3099853,5.213787
-1.5,-27,-1.199985,5.903787
0,-27,-1.139985,7.563787
-60,-28.5,-1.489985,-4.176213
-58.5,-28.5,0.1300146,-1.126213
-57,-28.5,0.8600146,-0.6362134
-55.5,-28.5,3.800014,-2.476213
-54,-28.5,7.640015,-2.926213
-52.5,-28.5,9.170014,-2.386213
-51,-28.5,9.430015,-0.8362134
-49.5,-28.5,7.890015,0.2437866
-48,-28.5,6.100015,-2.016213
-46.5,-28.5,7.120015,-1.426213
-45,-28.5,7.620015,-2.616213
-43.5,-28.5,6.720015,-6.756213
-42,-28.5,8.530014,-6.616213
-40.5,-28.5,6.010015,-4.906213
-39,-28.5,3.530015,-7.946213
-37.5,-28.5,5.270015,-7.336213
-36,-28.5,5.030015,-4.796213
-34.5,-28.5,4.220015,-4.416214
-33,-28.5,2.780015,-2.976213
-31.5,-28.5,1.880015,-1.156213
-30,-28.5,1.560015,0.2037866
-28.5,-28.5,1.150015,0.7837866
-27,-28.5,1.220015,0.6937866
-25.5,-28.5,2.300014,0.0138
-24,-28.5,2.200015,0.0338
-22.5,-28.5,2.180015,1.353787
-21,-28.5,1.760015,2.933787
-19.5,-28.5,1.950015,2.173787
-18,-28.5,3.430015,-0.8962134
-16.5,-28.5,4.610014,-2.146213
-15,-28.5,4.680015,-2.376213
-13.5,-28.5,3.790015,-4.616213
-12,-28.5,5.280015,-4.076213
-10.5,-28.5,6.110014,-3.066213
-9,-28.5,6.190014,-3.556213
-7.5,-28.5,5.450015,-1.476213
-6,-28.5,4.600015,2.773787
-4.5,-28.5,3.420015,4.313787
-3,-28.5,0.2100146,2.293787
-1.5,-28.5,-1.089985,4.073787
0,-28.5,-0.9999853,6.363787
-60,-30,5.730014,-5.006213
-58.5,-30,6.910015,-1.706213
-57,-30,5.560015,-0.9462134
-55.5,-30,5.000014,-0.1962134
-54,-30,5.360014,1.373787
-52.5,-30,4.760015,1.003787
-51,-30,5.160015,1.513787
-49.5,-30,7.860014,0.2737866
-48,-30,11.76001,-0.0962
-46.5,-30,12.12001,0.4837866
-45,-30,8.750014,-2.416213
-43.5,-30,7.530015,-7.076213
-42,-30,8.510015,-7.156213
-40.5,-30,6.730014,-7.876213
-39,-30,7.220015,-9.386213
-37.5,-30,9.110015,-7.186213
-36,-30,8.580014,-5.746213
-34.5,-30,8.250014,-5.326213
-33,-30,7.930015,-4.446213
-31.5,-30,7.330015,-2.296213
-30,-30,6.910015,-0.2462134
-28.5,-30,6.860014,1.053787
-27,-30,7.360014,1.433787
-25.5,-30,8.590014,0.4437866
-24,-30,8.410014,-0.1262134
-22.5,-30,8.520015,-0.1162134
-21,-30,8.190015,0.4937866
-19.5,-30,7.600015,1.123787
-18,-30,7.050014,0.7137866
-16.5,-30,7.230014,-1.036213
-15,-30,7.560014,-1.586213
-13.5,-30,6.780015,-4.906213
-12,-30,9.620014,-6.896213
-10.5,-30,11.02001,-3.466213
-9,-30,9.470015,-2.916213
-7.5,-30,7.780015,-1.966213
-6,-30,5.880014,1.093787
-4.5,-30,3.710015,0.9637866
-3,-30,0.6600146,0.6637866
-1.5,-30,0.6400146,3.063787
0,-30,2.690015,4.953786
-60,-31.5,-1.479985,4.783786
-58.5,-31.5,2.710015,4.223786
-57,-31.5,5.130014,2.083786
-55.5,-31.5,5.580015,4.213787
-54,-31.5,5.720015,4.623786
-52.5,-31.5,6.710014,2.853786
-51,-31.5,6.290015,2.223787
-49.5,-31.5,6.200015,1.793787
-48,-31.5,9.470015,2.093786
-46.5,-31.5,10.52001,-0.1962134
-45,-31.5,8.480015,-3.826213
-43.5,-31.5,7.670014,-7.166213
-42,-31.5,8.990014,-8.306213
-40.5,-31.5,10.36001,-8.636213
-39,-31.5,11.14001,-8.286213
-37.5,-31.5,11.07001,-6.606213
-36,-31.5,10.08001,-5.526213
-34.5,-31.5,8.420014,-4.626213
-33,-31.5,8.320014,-3.676213
-31.5,-31.5,9.180015,-1.566213
-30,-31.5,9.950014,-0.2362134
-28.5,-31.5,11.06001,0.8437866
-27,-31.5,11.49001,0.7637866
-25.5,-31.5,12.93001,-0.7462134
-24,-31.5,14.03001,-1.906213
-22.5,-31.5,13.91001,-1.766213
-21,-31.5,12.96001,-0.2762134
-19.5,-31.5,12.78001,-0.2562134
-18,-31.5,12.37001,-0.1162134
-16.5,-31.5,11.47001,-1.736213
-15,-31.5,10.91001,-2.836213
-13.5,-31.5,9.260015,-4.726213
-12,-31.5,10.19001,-6.376213
-10.5,-31.5,10.67001,-3.596213
-9,-31.5,8.870014,-4.846213
-7.5,-31.5,8.990014,-4.006213
-6,-31.5,8.040014,-0.0362
-4.5,-31.5,4.760015,-1.076213
-3,-31.5,3.680015,-0.0162
-1.5,-31.5,4.540015,2.203787
0,-31.5,4.890015,1.783787
-60,-33,-4.669985,5.043787
-58.5,-33,-3.809985,7.153787
-57,-33,-2.839985,5.603786
-55.5,-33,-0.5399854,6.403787
-54,-33,2.680015,4.973786
-52.5,-33,8.700014,3.563787
-51,-33,12.69001,5.363787
-49.5,-33,11.45001,5.123786
-48,-33,10.15001,2.673787
-46.5,-33,9.350015,-0.9762133
-45,-33,8.990014,-2.466213
-43.5,-33,9.380014,-5.286213
-42,-33,10.97001,-8.616213
-40.5,-33,13.45001,-7.906213
-39,-33,13.96001,-5.826213
-37.5,-33,12.47001,-5.876213
-36,-33,11.04001,-6.866213
-34.5,-33,9.690015,-5.656213
-33,-33,9.620014,-2.636213
-31.5,-33,10.90001,0.1837866
-30,-33,13.07001,0.9337866
-28.5,-33,14.38001,1.193787
-27,-33,13.77001,0.0338
-25.5,-33,13.98001,-0.7862133
-24,-33,14.24001,-1.306213
-22.5,-33,14.16001,-2.716213
-21,-33,13.94001,-1.926213
-19.5,-33,14.05001,-1.866213
-18,-33,14.54001,-1.926213
-16.5,-33,14.60001,-3.116213
-15,-33,15.18001,-4.756213
-13.5,-33,14.63001,-5.096213
-12,-33,13.33001,-4.596213
-10.5,-33,12.77001,-3.006213
-9,-33,11.43001,-5.046213
-7.5,-33,10.14001,-5.456213
-6,-33,8.240014,-3.606213
-4.5,-33,5.050014,-3.316213
-3,-33,5.000014,0.4037866
-1.5,-33,4.610014,2.343786
0,-33,2.170015,0.2637866
-60,-34.5,-0.9299853,0.6037866
-58.5,-34.5,-0.1699854,2.163787
-57,-34.5,-1.709985,3.293787
-55.5,-34.5,-0.9699853,6.543787
-54,-34.5,0.1700146,7.623786
-52.5,-34.5,1.260015,7.413786
-51,-34.5,2.710015,9.173786
-49.5,-34.5,3.710015,7.633787
-48,-34.5,5.680015,2.443787
-46.5,-34.5,7.790014,-3.926213
-45,-34.5,9.170014,-5.706213
-43.5,-34.5,9.220015,-5.836213
-42,-34.5,9.080014,-7.426213
-40.5,-34.5,10.17001,-7.246213
-39,-34.5,10.20001,-6.646213
-37.5,-34.5,8.140015,-6.946213
-36,-34.5,7.480014,-6.676213
-34.5,-34.5,9.410014,-4.446213
-33,-34.5,11.28001,-1.506213
-31.5,-34.5,12.39001,-0.0562
-30,-34.5,12.28001,-0.6762134
-28.5,-34.5,9.410014,-0.5562134
-27,-34.5,6.460014,-0.5962133
