Y,X,VY,VX
-60,45,2.64001,-7.456213
-31.5,18,-10.11999,-3.696213
-30,18,-8.169985,-2.856213
-28.5,18,-8.019985,-1.336213
-27,18,-7.989985,0.2237866
-25.5,18,-7.779985,-0.3762134
-24,18,-6.609985,-1.456213
-22.5,18,-5.579985,-3.306213
-21,18,-5.649985,-4.536213
-19.5,18,-6.879985,-4.726213
-18,18,-5.429985,-2.326213
-16.5,18,-3.519985,2.083786
-15,18,-5.099985,2.173787
-13.5,18,-5.929985,1.403787
-12,18,-7.099985,3.413787
-10.5,18,-8.649985,2.953787
-9,18,-9.669985,1.523787
-7.5,18,-9.529985,-0.0862
-6,18,-9.149985,-2.106213
-4.5,18,-8.159986,-3.786213
-3,18,-7.739985,-3.766213
-1.5,18,-7.249985,-2.966213
0,18,-7.129985,-4.496213
-60,16.5,-11.96999,-1.356213
-58.5,16.5,-12.58998,-1.816213
-57,16.5,-13.57998,-1.846213
-55.5,16.5,-13.46999,-2.486213
-54,16.5,-12.10999,-3.516213
-52.5,16.5,-10.83998,-3.586213
-51,16.5,-10.30999,-3.446213
-49.5,16.5,-11.01999,-3.786213
-48,16.5,-10.61999,-3.376213
-46.5,16.5,-9.779985,-1.996213
-45,16.5,-10.01999,-2.026213
-43.5,16.5,-10.45998,-2.246213
-42,16.5,-11.01999,-1.136213
-40.5,16.5,-10.64999,-0.5962133
-39,16.5,-10.19999,0.0438
-37.5,16.5,-11.54998,-0.6262134
-36,16.5,-12.45998,-1.936213
-34.5,16.5,-11.80999,-2.426213
-33,16.5,-10.31999,-2.866213
-31.5,16.5,-9.119986,-2.976213
-30,16.5,-8.709985,-3.166213
-28.5,16.5,-8.809985,-2.606213
-27,16.5,-8.819985,-1.146213
-25.5,16.5,-10.00998,-1.156213
-24,16.5,-10.59999,-2.266213
-22.5,16.5,-8.789985,-4.276213
-21,16.5,-6.599985,-2.846213
-19.5,16.5,-5.129985,1.023787
-18,16.5,-3.209985,2.313787
-16.5,16.5,-4.419985,1.023787
-15,16.5,-6.289985,-0.4162134
-13.5,16.5,-6.029985,0.2237866
-12,16.5,-7.569985,3.333786
-10.5,16.5,-8.739985,3.113786
-9,16.5,-8.409986,1.263787
-7.5,16.5,-7.959985,-0.8962134
-6,16.5,-8.709985,-3.436213
-4.5,16.5,-9.479985,-3.816213
-3,16.5,-9.619986,-3.376213
-1.5,16.5,-9.659986,-3.196213
0,16.5,-7.389985,-4.376213
-60,15,-10.80999,-2.306213
-58.5,15,-11.79998,-1.356213
-57,15,-12.98999,-0.9062133
-55.5,15,-12.46999,-1.636213
-54,15,-11.23999,-2.646213
-52.5,15,-10.72999,-3.996213
-51,15,-10.52999,-4.006213
-49.5,15,-9.789985,-3.956213
-48,15,-8.289985,-3.896213
-46.5,15,-7.449985,-2.966213
-45,15,-7.969985,-3.306213
-43.5,15,-9.059985,-3.046213
-42,15,-9.629985,-0.9762133
-40.5,15,-7.919985,-0.2362134
-39,15,-7.419985,-1.086213
-37.5,15,-9.769985,-1.736213
-36,15,-10.51999,-1.246213
-34.5,15,-9.599985,-1.196213
-33,15,-9.739985,-2.226213
-31.5,15,-8.299985,-2.486213
-30,15,-6.799985,-2.216213
-28.5,15,-7.049985,-2.636213
-27,15,-6.889985,-3.516213
-25.5,15,-6.479985,-4.266213
-24,15,-6.469985,-3.006213
-22.5,15,-5.239985,-0.0362
-21,15,-4.449985,4.393786
-19.5,15,-5.359985,6.683786
-18,15,-5.329985,4.123786
-16.5,15,-4.379985,0.4437866
-15,15,-3.929985,-1.966213
-13.5,15,-4.049985,-1.986213
-12,15,-4.829985,1.083787
-10.5,15,-6.329985,2.283787
-9,15,-7.109985,1.063787
-7.5,15,-6.879985,-1.496213
-6,15,-7.039985,-3.986213
-4.5,15,-9.369986,-3.166213
-3,15,-11.10999,-3.466213
-1.5,15,-10.77999,-3.846213
0,15,-8.939985,-2.676213
-60,13.5,-9.409986,-2.276213
-58.5,13.5,-8.629985,-3.006213
-57,13.5,-8.209985,-2.766213
-55.5,13.5,-7.929985,-2.206213
-54,13.5,-8.409986,-2.586213
-52.5,13.5,-8.469985,-3.366213
-51,13.5,-8.429985,-3.176213
-49.5,13.5,-9.209985,-2.926213
-48,13.5,-9.149985,-3.156213
-46.5,13.5,-8.069985,-3.516213
-45,13.5,-8.179985,-3.296213
-43.5,13.5,-8.299985,-2.996213
-42,13.5,-8.359985,-1.596213
-40.5,13.5,-7.129985,-0.7062134
-39,13.5,-7.279985,-2.446213
-37.5,13.5,-8.089985,-3.146213
-36,13.5,-9.319985,-2.826213
-34.5,13.5,-11.20998,-2.336213
-33,13.5,-10.91998,-2.246213
-31.5,13.5,-8.769985,-1.396213
-30,13.5,-7.809985,-1.486213
-28.5,13.5,-7.379985,-3.286213
-27,13.5,-5.759985,-4.286213
-25.5,13.5,-3.649985,-2.556213
-24,13.5,-2.609985,0.2537866
-22.5,13.5,-2.419985,1.993787
-21,13.5,-3.029985,3.613786
-19.5,13.5,-4.699985,5.023787
-18,13.5,-6.009985,3.903786
-16.5,13.5,-4.739985,1.133787
-15,13.5,-3.309985,-2.536213
-13.5,13.5,-3.699985,-2.286213
-12,13.5,-4.529985,0.9837866
-10.5,13.5,-7.659985,2.373786
-9,13.5,-9.729985,0.1337866
-7.5,13.5,-8.149985,-2.356213
-6,13.5,-7.029985,-2.806213
-4.5,13.5,-10.10999,-3.026213
-3,13.5,-12.70998,-4.026213
-1.5,13.5,-11.11998,-4.756213
0,13.5,-10.34999,-4.516213
-60,12,-9.769985,-0.7762133
-58.5,12,-7.489985,-2.536213
-57,12,-6.789985,-3.426213
-55.5,12,-7.129985,-3.386213
-54,12,-7.409985,-3.316213
-52.5,12,-7.229985,-3.406213
-51,12,-8.259985,-3.576213
-49.5,12,-9.749985,-3.176213
-48,12,-9.379985,-2.946213
-46.5,12,-8.039985,-3.606213
-45,12,-8.819985,-3.716213
-43.5,12,-8.879985,-3.336213
-42,12,-8.609985,-3.136213
-40.5,12,-7.399985,-2.876213
-39,12,-6.689985,-3.896213
-37.5,12,-6.369985,-4.616213
-36,12,-8.289985,-4.446213
-34.5,12,-11.29998,-3.306213
-33,12,-11.15999,-3.006213
-31.5,12,-9.539985,-1.926213
-30,12,-7.249985,-2.006213
-28.5,12,-5.269985,-2.036213
-27,12,-3.889985,-1.186213
-25.5,12,-3.179985,1.023787
-24,12,-2.659985,2.013787
-22.5,12,-2.739985,2.303787
-21,12,-3.349985,2.743787
-19.5,12,-4.749985,3.273787
-18,12,-6.979985,2.023787
-16.5,12,-8.199986,0.0638
-15,12,-8.389985,-1.286213
-13.5,12,-8.129985,-1.306213
-12,12,-6.669985,-3.046213
-10.5,12,-7.449985,-2.006213
-9,12,-8.889985,-1.656213
-7.5,12,-8.169985,-4.716213
-6,12,-7.669985,-5.876213
-4.5,12,-10.35999,-6.236213
-3,12,-10.08998,-5.846213
-1.5,12,-6.519985,-5.936213
0,12,-5.869985,-4.796213
-60,10.5,-11.41998,0.3637866
-58.5,10.5,-9.489985,0.6037866
-57,10.5,-9.099985,-0.1662134
-55.5,10.5,-9.159986,-1.016213
-54,10.5,-8.869986,-1.756213
-52.5,10.5,-8.309985,-2.796213
-51,10.5,-8.509985,-2.676213
-49.5,10.5,-9.189985,-2.046213
-48,10.5,-9.439985,-2.856213
-46.5,10.5,-9.129985,-3.576213
-45,10.5,-9.749985,-4.156213
-43.5,10.5,-8.849985,-3.846213
-42,10.5,-7.599985,-4.046213
-40.5,10.5,-6.829985,-4.366213
-39,10.5,-6.559985,-5.106213
-37.5,10.5,-7.119985,-4.876213
-36,10.5,-6.609985,-1.946213
-34.5,10.5,-6.369985,0.9937866
-33,10.5,-6.319985,0.4337866
-31.5,10.5,-5.729985,0.1037866
-30,10.5,-4.709985,0.5437866
-28.5,10.5,-4.159985,1.743787
-27,10.5,-4.099985,1.833787
-25.5,10.5,-3.349985,2.513787
-24,10.5,-2.639985,2.443787
-22.5,10.5,-2.979985,2.573786
-21,10.5,-3.619985,2.293787
-19.5,10.5,-5.469985,2.433787
-18,10.5,-7.879985,1.823787
-16.5,10.5,-8.379985,-0.6962134
-15,10.5,-7.499985,-2.486213
-13.5,10.5,-8.119986,-1.856213
-12,10.5,-9.389985,-3.086213
-10.5,10.5,-8.349985,-2.966213
-9,10.5,-7.029985,-2.626213
-7.5,10.5,-6.949985,-5.186213
-6,10.5,-6.539985,-6.106213
-4.5,10.5,-7.519985,-6.096213
-3,10.5,-6.889985,-4.776213
-1.5,10.5,-4.969985,-3.406213
0,10.5,-4.809985,-2.216213
-60,9,-10.56999,1.583787
-58.5,9,-9.499985,1.633787
-57,9,-9.389985,0.9437866
-55.5,9,-9.929985,0.6137866
-54,9,-8.899985,-0.2362134
-52.5,9,-7.519985,-1.556213
-51,9,-7.639985,-1.886213
-49.5,9,-8.369986,-2.036213
-48,9,-8.869986,-2.646213
-46.5,9,-8.879985,-2.626213
-45,9,-8.509985,-3.066213
-43.5,9,-8.619986,-4.036213
-42,9,-8.519985,-4.346213
-40.5,9,-8.219985,-4.406213
-39,9,-7.939985,-5.396213
-37.5,9,-6.219985,-3.806213
-36,9,-3.089985,0.3237866
-34.5,9,-3.629985,3.003787
-33,9,-3.949985,2.053787
-31.5,9,-2.859985,1.023787
-30,9,-4.129985,1.923787
-28.5,9,-3.869985,2.733787
-27,9,-3.779985,2.153787
-25.5,9,-3.729985,2.523787
-24,9,-4.149985,2.723787
-22.5,9,-4.559985,3.353786
-21,9,-4.939985,2.813787
-19.5,9,-6.859985,2.033787
-18,9,-9.969985,2.183787
-16.5,9,-11.29998,0.1337866
-15,9,-10.45998,-3.726213
-13.5,9,-10.78998,-5.036213
-12,9,-10.44999,-4.396213
-10.5,9,-8.949986,-2.386213
-9,9,-7.569985,-2.606213
-7.5,9,-5.759985,-2.716213
-6,9,-3.909985,-2.986213
-4.5,9,-3.359985,-3.326213
-3,9,-4.279985,-3.036213
-1.5,9,-3.709985,-2.806213
0,9,-3.719985,-2.686213
-60,7.5,-10.57998,2.833786
-58.5,7.5,-10.78998,1.413787
-57,7.5,-10.75998,1.133787
-55.5,7.5,-9.999985,0.7437866
-54,7.5,-7.579985,0.2937866
-52.5,7.5,-5.959985,-0.7262133
-51,7.5,-6.369985,-1.316213
-49.5,7.5,-6.789985,-1.466213
-48,7.5,-6.359985,-0.7362134
-46.5,7.5,-6.129985,-0.5262133
-45,7.5,-5.289985,-1.216213
-43.5,7.5,-5.609985,-3.096213
-42,7.5,-6.249985,-1.836213
-40.5,7.5,-5.559985,-0.3962134
-39,7.5,-4.889985,-1.316213
-37.5,7.5,-3.809985,0.0138
-36,7.5,-3.979985,1.643787
-34.5,7.5,-5.529985,2.183787
-33,7.5,-4.979985,1.973787
-31.5,7.5,-4.159985,2.353786
-30,7.5,-6.039985,4.083786
-28.5,7.5,-5.809985,4.263786
-27,7.5,-5.389985,3.513787
-25.5,7.5,-5.329985,3.853786
-24,7.5,-6.519985,4.093787
-22.5,7.5,-7.109985,4.343787
-21,7.5,-7.289985,3.503787
-19.5,7.5,-7.209985,1.523787
-18,7.5,-8.009985,0.6637866
-16.5,7.5,-10.48999,1.093787
-15,7.5,-11.91998,-0.0262
-13.5,7.5,-11.08998,-1.796213
-12,7.5,-8.819985,-2.026213
-10.5,7.5,-8.399985,-1.076213
-9,7.5,-8.939985,-1.166213
-7.5,7.5,-7.609985,-0.5462134
-6,7.5,-6.349985,-2.086213
-4.5,7.5,-6.329985,-2.976213
-3,7.5,-6.389985,-3.626213
-1.5,7.5,-4.449985,-3.846213
0,7.5,-2.459985,-3.386213
-60,6,-10.26999,2.413787
-58.5,6,-11.99998,-0.8962134
-57,6,-12.21999,-0.4862134
-55.5,6,-10.16998,0.6537866
-54,6,-8.509985,1.283787
-52.5,6,-7.869985,-0.1862134
-51,6,-7.459985,-0.6962134
-49.5,6,-6.409985,-0.7262133
-48,6,-5.799985,0.0238
-46.5,6,-5.469985,-0.0662
-45,6,-4.889985,0.3937866
-43.5,6,-4.439985,0.9237866
-42,6,-5.709985,2.703787
-40.5,6,-6.269985,2.043787
-39,6,-5.319985,0.4437866
-37.5,6,-4.279985,0.5637866
-36,6,-4.499985,0.9937866
-34.5,6,-4.559985,1.763787
-33,6,-5.449985,1.903787
-31.5,6,-5.939985,2.903787
-30,6,-6.099985,4.873786
-28.5,6,-6.459985,4.693787
-27,6,-7.109985,3.543787
-25.5,6,-7.489985,3.413787
-24,6,-8.109985,3.263787
-22.5,6,-8.519985,2.853786
-21,6,-8.329986,2.173787
-19.5,6,-8.069985,0.7037866
-18,6,-7.579985,-1.176213
-16.5,6,-7.759985,-0.4162134
-15,6,-8.799985,1.553787
-13.5,6,-9.169985,2.233787
-12,6,-10.93999,0.5137866
-10.5,6,-10.26999,-2.056213
-9,6,-6.179985,-1.946213
-7.5,6,-5.889985,-1.446213
-6,6,-6.959985,-3.876213
-4.5,6,-6.429985,-5.736213
-3,6,-5.149985,-6.576213
-1.5,6,-4.749985,-5.546213
0,6,-2.689985,-4.526213
-60,4.5,-8.259985,-0.6962134
-58.5,4.5,-9.309985,-2.546213
-57,4.5,-9.329986,-0.5562134
-55.5,4.5,-9.079986,0.8737866
-54,4.5,-9.709985,1.113787
-52.5,4.5,-9.949986,-0.1962134
-51,4.5,-9.849985,-0.4862134
-49.5,4.5,-8.119986,-0.1962134
-48,4.5,-7.459985,0.6037866
-46.5,4.5,-7.009985,1.133787
-45,4.5,-7.529985,1.973787
-43.5,4.5,-7.539985,2.843786
-42,4.5,-7.769985,3.323786
-40.5,4.5,-7.219985,2.163787
-39,4.5,-6.209985,1.753787
-37.5,4.5,-5.669985,1.573787
-36,4.5,-5.129985,1.443787
-34.5,4.5,-5.339985,1.723787
-33,4.5,-6.339985,1.843787
-31.5,4.5,-6.539985,3.053787
-30,4.5,-6.809985,4.113787
-28.5,4.5,-7.719985,3.603786
-27,4.5,-7.989985,2.963787
-25.5,4.5,-8.249985,2.373786
-24,4.5,-8.209985,1.733787
-22.5,4.5,-8.599985,1.533787
-21,4.5,-7.969985,0.9337866
-19.5,4.5,-6.979985,-0.1062134
-18,4.5,-6.619985,-1.126213
-16.5,4.5,-6.819985,-1.176213
-15,4.5,-6.939985,-0.2862134
-13.5,4.5,-7.729985,0.5937866
-12,4.5,-9.579985,-0.6162134
-10.5,4.5,-8.669985,-1.676213
-9,4.5,-6.609985,-1.276213
-7.5,4.5,-6.569985,-3.026213
-6,4.5,-6.139985,-4.436213
-4.5,4.5,-5.649985,-6.406213
-3,4.5,-4.969985,-7.066213
-1.5,4.5,-4.509985,-6.086213
0,4.5,-3.309985,-4.966213
-60,3,-6.329985,-1.676213
-58.5,3,-5.109985,-1.506213
-57,3,-4.819985,-0.0162
-55.5,3,-5.989985,0.8037866
-54,3,-7.549985,0.4137866
-52.5,3,-8.709985,-0.6262134
-51,3,-9.269985,-0.4062134
-49.5,3,-8.609985,0.4137866
-48,3,-8.719985,0.1837866
-46.5,3,-8.979985,1.113787
-45,3,-9.379985,2.253787
-43.5,3,-9.629985,2.563787
-42,3,-9.939985,2.453787
-40.5,3,-9.389985,2.033787
-39,3,-8.739985,1.983787
-37.5,3,-8.379985,2.133787
-36,3,-7.719985,2.063787
-34.5,3,-7.719985,1.863787
-33,3,-7.559985,2.223787
-31.5,3,-7.889985,2.423787
-30,3,-7.909985,2.713787
-28.5,3,-7.829985,2.433787
-27,3,-7.559985,1.963787
-25.5,3,-7.439985,0.9037866
-24,3,-7.759985,0.6437866
-22.5,3,-8.549985,1.003787
-21,3,-8.119986,0.5437866
-19.5,3,-7.159985,-0.6662134
-18,3,-6.399985,-1.426213
-16.5,3,-6.359985,-1.746213
-15,3,-5.389985,-1.746213
-13.5,3,-6.079985,-1.336213
-12,3,-7.139985,-1.006213
-10.5,3,-8.539985,-1.556213
-9,3,-9.539985,-2.946213
-7.5,3,-8.429985,-3.906213
-6,3,-7.939985,-3.556213
-4.5,3,-7.059985,-3.406213
-3,3,-4.469985,-3.266213
-1.5,3,-2.399985,-3.216213
0,3,-1.209985,-3.446213
-60,1.5,-7.499985,-0.6162134
-58.5,1.5,-6.949985,-0.8062134
-57,1.5,-5.749985,-1.326213
-55.5,1.5,-5.299985,-0.2462134
-54,1.5,-6.009985,0.00379
-52.5,1.5,-8.279985,0.1837866
-51,1.5,-8.859985,0.2437866
-49.5,1.5,-9.199986,0.2337866
-48,1.5,-9.709985,-0.0762
-46.5,1.5,-10.58998,-0.0962
-45,1.5,-10.83998,0.5437866
-43.5,1.5,-10.45998,1.373787
-42,1.5,-10.47999,1.703787
-40.5,1.5,-10.45998,1.813787
-39,1.5,-9.949986,2.213787
-37.5,1.5,-9.159986,2.563787
-36,1.5,-8.259985,2.693787
-34.5,1.5,-8.379985,2.353786
-33,1.5,-8.939985,2.193787
-31.5,1.5,-9.429985,1.603787
-30,1.5,-8.949986,1.623787
-28.5,1.5,-8.649985,0.9237866
-27,1.5,-8.009985,0.9037866
-25.5,1.5,-6.979985,0.7937866
-24,1.5,-7.399985,0.4537866
-22.5,1.5,-8.719985,-0.1062134
-21,1.5,-8.629985,-0.8562133
-19.5,1.5,-8.459985,-1.826213
-18,1.5,-7.619985,-2.396213
-16.5,1.5,-6.619985,-2.726213
-15,1.5,-6.099985,-3.116213
-13.5,1.5,-6.839985,-3.536213
-12,1.5,-7.529985,-3.196213
-10.5,1.5,-8.899985,-3.336213
-9,1.5,-9.149985,-3.646213
-7.5,1.5,-7.519985,-3.116213
-6,1.5,-5.609985,-2.266213
-4.5,1.5,-2.809985,-1.586213
-3,1.5,-1.029985,-1.846213
-1.5,1.5,-0.3899854,-2.316213
0,1.5,0.2300146,-2.926213
-60,0.00E+00,-9.809985,0.5937866
-58.5,0.00E+00,-11.19999,2.153787
-57,0.00E+00,-11.41998,0.7937866
-55.5,0.00E+00,-9.889985,1.093787
-54,0.00E+00,-7.749985,1.573787
-52.5,0.00E+00,-8.009985,1.083787
-51,0.00E+00,-8.099985,-1.006213
-49.5,0.00E+00,-10.63999,-2.026213
-48,0.00E+00,-11.61998,-1.016213
-46.5,0.00E+00,-11.15999,-0.9862134
-45,0.00E+00,-10.84999,1.063787
-43.5,0.00E+00,-10.77999,2.133787
-42,0.00E+00,-11.44999,2.113786
-40.5,0.00E+00,-12.46999,1.653787
-39,0.00E+00,-12.03998,2.313787
-37.5,0.00E+00,-10.15999,2.783787
-36,0.00E+00,-9.069985,2.903787
-34.5,0.00E+00,-9.259985,2.553787
-33,0.00E+00,-9.169985,1.923787
-31.5,0.00E+00,-9.519985,1.243787
-30,0.00E+00,-9.549985,0.8437866
-28.5,0.00E+00,-9.249985,-0.00621
-27,0.00E+00,-8.629985,-0.4362134
-25.5,0.00E+00,-7.889985,-0.3562134
-24,0.00E+00,-8.239985,-0.5962133
-22.5,0.00E+00,-9.289985,-1.666213
-21,0.00E+00,-9.549985,-2.816213
-19.5,0.00E+00,-9.449986,-3.446213
-18,0.00E+00,-8.989985,-3.996213
-16.5,0.00E+00,-8.069985,-4.706213
-15,0.00E+00,-7.049985,-4.836213
-13.5,0.00E+00,-7.669985,-4.476213
-12,0.00E+00,-8.979985,-4.526213
-10.5,0.00E+00,-8.689985,-4.526213
-9,0.00E+00,-7.919985,-3.906213
-7.5,0.00E+00,-5.979985,-3.326213
-6,0.00E+00,-3.589985,-1.516213
-4.5,0.00E+00,-2.959985,-2.116213
-3,0.00E+00,-2.289985,-1.506213
-1.5,0.00E+00,-2.399985,-1.776213
0,0.00E+00,-4.049985,-3.596213
-60,-1.5,-9.719985,0.5137866
-58.5,-1.5,-10.65999,2.453787
-57,-1.5,-11.63999,2.553787
-55.5,-1.5,-11.23999,2.863786
-54,-1.5,-9.959985,3.113786
-52.5,-1.5,-8.139985,2.653787
-51,-1.5,-7.289985,1.103787
-49.5,-1.5,-9.779985,-0.0562
-48,-1.5,-11.91998,0.0338
-46.5,-1.5,-11.97999,-0.1062134
-45,-1.5,-10.25998,1.683787
-43.5,-1.5,-9.659986,2.713787
-42,-1.5,-11.19999,4.633787
-40.5,-1.5,-12.48999,3.793787
-39,-1.5,-13.11998,2.313787
-37.5,-1.5,-11.35999,2.393787
-36,-1.5,-9.559985,2.203787
-34.5,-1.5,-9.439985,1.673787
-33,-1.5,-9.839985,1.373787
-31.5,-1.5,-10.27999,1.203787
-30,-1.5,-9.679985,0.2737866
-28.5,-1.5,-8.799985,-0.2162134
-27,-1.5,-9.009985,-1.366213
-25.5,-1.5,-8.349985,-1.466213
-24,-1.5,-8.309985,-0.9362134
-22.5,-1.5,-9.089985,-2.106213
-21,-1.5,-10.01999,-4.246213
-19.5,-1.5,-9.999985,-4.936213
-18,-1.5,-8.539985,-5.326213
-16.5,-1.5,-8.529985,-5.936213
-15,-1.5,-8.559985,-6.196213
-13.5,-1.5,-9.359985,-6.506213
-12,-1.5,-9.609985,-6.016213
-10.5,-1.5,-8.079986,-4.996213
-9,-1.5,-8.219985,-4.436213
-7.5,-1.5,-7.179985,-2.916213
-6,-1.5,-5.289985,-0.9462134
-4.5,-1.5,-4.069985,-1.636213
-3,-1.5,-3.359985,-0.5862134
-1.5,-1.5,-5.299985,-3.726213
0,-1.5,-5.739985,-4.006213
-60,-3,-7.349985,0.1037866
-58.5,-3,-7.369985,0.5937866
-57,-3,-10.24998,0.9537866
-55.5,-3,-12.72999,1.673787
-54,-3,-13.85999,2.563787
-52.5,-3,-12.38999,2.443787
-51,-3,-10.30999,2.083786
-49.5,-3,-9.339985,0.9737866
-48,-3,-10.67999,0.8337866
-46.5,-3,-11.06999,1.573787
-45,-3,-7.569985,1.803787
-43.5,-3,-5.599985,1.353787
-42,-3,-9.399985,4.343787
-40.5,-3,-11.48999,7.233787
-39,-3,-11.46999,4.873786
-37.5,-3,-10.37998,3.333786
-36,-3,-10.01999,2.863786
-34.5,-3,-9.809985,2.723787
-33,-3,-10.03998,2.033787
-31.5,-3,-9.309985,1.343787
-30,-3,-9.139985,0.2237866
-28.5,-3,-8.339985,0.0538
-27,-3,-7.959985,-1.126213
-25.5,-3,-8.249985,-1.256213
-24,-3,-8.529985,-0.6662134
-22.5,-3,-8.479985,-1.696213
-21,-3,-8.189985,-4.126213
-19.5,-3,-8.889985,-6.066213
-18,-3,-8.079986,-6.846213
-16.5,-3,-8.819985,-7.036213
-15,-3,-9.419985,-7.196213
-13.5,-3,-9.579985,-7.456213
-12,-3,-9.349985,-6.966213
-10.5,-3,-8.849985,-6.396213
-9,-3,-8.919985,-5.796213
-7.5,-3,-7.289985,-3.076213
-6,-3,-4.469985,-1.846213
-4.5,-3,-2.919985,-1.836213
-3,-3,-4.209985,-2.126213
-1.5,-3,-5.179985,-3.616213
0,-3,-1.949985,0.4337866
-60,-4.5,-9.549985,1.473787
-58.5,-4.5,-10.08998,0.8937866
-57,-4.5,-10.37998,-0.1962134
-55.5,-4.5,-10.81999,0.8137866
-54,-4.5,-10.61999,2.933787
-52.5,-4.5,-10.00998,3.133786
-51,-4.5,-9.939985,1.973787
-49.5,-4.5,-9.769985,2.043787
-48,-4.5,-10.48999,3.493787
-46.5,-4.5,-10.36999,4.743786
-45,-4.5,-7.739985,4.873786
-43.5,-4.5,-4.259985,2.203787
-42,-4.5,-6.279985,0.8837866
-40.5,-4.5,-8.729985,3.263787
-39,-4.5,-8.499985,2.193787
-37.5,-4.5,-7.529985,2.503787
-36,-4.5,-9.199986,2.773787
-34.5,-4.5,-8.519985,2.703787
-33,-4.5,-8.279985,2.033787
-31.5,-4.5,-8.969985,1.573787
-30,-4.5,-8.519985,0.9937866
-28.5,-4.5,-8.699986,0.3037866
-27,-4.5,-8.189985,-0.8962134
-25.5,-4.5,-7.609985,-1.096213
-24,-4.5,-6.859985,-0.3762134
-22.5,-4.5,-6.989985,-0.4962134
-21,-4.5,-6.839985,-2.086213
-19.5,-4.5,-7.339985,-4.986213
-18,-4.5,-6.779985,-6.416213
-16.5,-4.5,-8.019985,-6.866213
-15,-4.5,-8.559985,-7.596213
-13.5,-4.5,-8.199986,-6.526213
-12,-4.5,-7.969985,-5.616213
-10.5,-4.5,-7.119985,-5.216213
-9,-4.5,-5.519985,-4.616213
-7.5,-4.5,-3.799985,-2.986213
-6,-4.5,-2.819985,-2.386213
-4.5,-4.5,-2.929985,-2.086213
-3,-4.5,-2.649985,-3.096213
-1.5,-4.5,-0.9899853,-0.8662134
0,-4.5,0.8000146,2.493787
-60,-6,-7.489985,0.6737866
-58.5,-6,-8.139985,0.7037866
-57,-6,-7.409985,0.9737866
-55.5,-6,-7.879985,1.273787
-54,-6,-8.469985,2.233787
-52.5,-6,-7.359985,3.583786
-51,-6,-6.949985,3.363786
-49.5,-6,-8.049985,3.573786
-48,-6,-8.429985,4.723786
-46.5,-6,-7.959985,3.603786
-45,-6,-8.699986,2.473787
-43.5,-6,-8.169985,3.003787
-42,-6,-7.199985,1.723787
-40.5,-6,-8.199986,0.4137866
-39,-6,-8.449986,-1.346213
-37.5,-6,-7.249985,1.413787
-36,-6,-7.759985,3.813787
-34.5,-6,-6.489985,3.103786
-33,-6,-3.929985,1.303787
-31.5,-6,-7.309985,0.4337866
-30,-6,-7.429985,0.6737866
-28.5,-6,-8.529985,0.4237866
-27,-6,-7.729985,0.1037866
-25.5,-6,-6.189985,-0.8662134
-24,-6,-5.709985,-1.596213
-22.5,-6,-5.589985,-1.216213
-21,-6,-5.839985,-2.056213
-19.5,-6,-6.749985,-3.906213
-18,-6,-6.329985,-5.056213
-16.5,-6,-7.079985,-5.756213
-15,-6,-6.859985,-6.046213
-13.5,-6,-5.869985,-4.946213
-12,-6,-5.029985,-4.356213
-10.5,-6,-3.869985,-3.326213
-9,-6,-2.859985,-3.046213
-7.5,-6,-2.299985,-3.056213
-6,-6,-2.599985,-2.676213
-4.5,-6,-2.049985,-1.436213
-3,-6,-1.219985,-1.246213
-1.5,-6,-0.5899853,-0.4262134
0,-6,0.1800146,0.3237866
-60,-7.5,-2.609985,0.1437866
-58.5,-7.5,-4.659985,0.1737866
-57,-7.5,-4.929985,0.2737866
-55.5,-7.5,-4.719985,0.5537866
-54,-7.5,-5.629985,2.313787
-52.5,-7.5,-5.639985,2.003787
-51,-7.5,-6.929985,1.433787
-49.5,-7.5,-8.159986,1.153787
-48,-7.5,-7.769985,2.333786
-46.5,-7.5,-7.789985,2.753787
-45,-7.5,-8.669985,1.653787
-43.5,-7.5,-8.639985,2.733787
-42,-7.5,-9.399985,1.793787
-40.5,-7.5,-11.18999,4.883787
-39,-7.5,-8.559985,5.183786
-37.5,-7.5,-7.629985,4.953786
-36,-7.5,-3.899985,3.313787
-34.5,-7.5,-5.379985,2.083786
-33,-7.5,-3.839985,1.173787
-31.5,-7.5,-7.729985,-0.5962133
-30,-7.5,-7.069985,0.1437866
-28.5,-7.5,-6.339985,-0.0762
-27,-7.5,-5.979985,-1.046213
-25.5,-7.5,-5.719985,-0.2762134
-24,-7.5,-5.979985,-0.5662134
-22.5,-7.5,-5.569985,-0.7862133
-21,-7.5,-5.259985,-2.626213
-19.5,-7.5,-5.979985,-5.196213
-18,-7.5,-5.679985,-5.846213
-16.5,-7.5,-4.769985,-5.566213
-15,-7.5,-3.709985,-4.456213
-13.5,-7.5,-2.869985,-3.016213
-12,-7.5,-2.419985,-2.426213
-10.5,-7.5,-2.009985,-1.636213
-9,-7.5,-2.149985,-1.596213
-7.5,-7.5,-1.649985,-2.026213
-6,-7.5,-0.8599854,-1.876213
-4.5,-7.5,-0.4799853,-1.556213
-3,-7.5,-1.019985,-1.376213
-1.5,-7.5,-0.3499853,0.2437866
0,-7.5,0.7300146,1.883787
-60,-9,0.3800146,-1.666213
-58.5,-9,-2.049985,-0.6962134
-57,-9,-3.049985,-1.476213
