U,V
4.800022,-2.128543
4.900022,-2.028543
4.900022,-1.828543
5.000021,-1.728543
5.000021,-1.628543
5.000021,-1.428543
5.100021,-1.328543
5.100021,-1.228543
5.100021,-1.028543
5.200021,-0.9285431
5.200021,-0.8285431
5.200021,-0.6285431
5.200021,-0.5285431
5.200021,-0.4285431
5.200021,-0.2285431
5.300022,-0.1285431
5.300022,7.15E-02
5.200021,0.1714569
5.200021,0.2714569
5.200021,0.4714569
5.200021,0.5714569
5.200021,0.6714569
5.200021,0.8714569
5.200021,0.9714569
5.100021,1.071457
5.100021,1.271457
5.100021,1.371457
5.000021,1.471457
5.000021,1.671457
4.900022,1.771457
4.900022,1.871457
4.800022,2.071457
4.800022,2.171457
4.700021,2.271457
4.700021,2.371457
4.600021,2.571457
4.500021,2.671457
4.500021,2.771457
4.400022,2.871457
4.300022,2.971457
4.200021,3.071457
4.200021,3.171457
4.100021,3.371457
4.000021,3.471457
3.900021,3.571457
3.800021,3.671457
3.700022,3.771457
3.600021,3.871457
3.500021,3.871457
3.400021,3.971457
3.300021,4.071457
3.200022,4.171457
3.100021,4.271457
3.000021,4.371457
2.800021,4.371457
2.700022,4.471457
2.600021,4.571457
2.500021,4.671457
2.400021,4.671457
2.200022,4.771457
2.100021,4.771457
2.000021,4.871457
1.900021,4.871457
1.700021,4.971457
1.600021,4.971457
1.500021,5.071457
1.300021,5.071457
1.200021,5.071457
4.100021,-0.9285431
4.100021,-0.8285431
4.100021,-0.6285431
4.000021,-0.5285431
4.100021,-0.3285431
4.000021,-0.2285431
4.000021,-0.1285431
3.900021,7.15E-02
4.000021,0.1714569
3.900021,0.3714569
3.900021,0.4714569
3.800021,0.5714569
3.800021,0.7714569
3.700022,0.8714569
3.700022,0.9714569
3.600021,1.071457
3.600021,1.271457
3.500021,1.271457
3.500021,1.471457
3.400021,1.571457
3.400021,1.671457
3.300021,1.771457
3.300021,1.871457
3.200022,1.971457
3.200022,2.071457
3.100021,2.171457
3.100021,2.271457
3.000021,2.371457
3.000021,2.471457
2.900021,2.571457
2.800021,2.671457
2.700022,2.671457
2.700022,2.771457
2.600021,2.871457
2.600021,2.971457
2.500021,3.071457
2.400021,3.071457
2.300021,3.171457
