U,V
2.500003,-2.199994
2.600003,-2.199994
2.600003,-2.099994
2.700003,-1.999994
2.700003,-1.899994
2.800003,-1.899994
2.800003,-1.799994
2.900003,-1.699994
2.900003,-1.599994
3.000003,-1.599994
3.000003,-1.499994
3.100003,-1.399994
3.100003,-1.299994
3.100003,-1.199994
3.200003,-1.199994
3.200003,-1.099994
3.200003,-0.9999939
3.200003,-0.8999939
3.300003,-0.7999939
3.300003,-0.6999939
3.300003,-0.6999939
3.300003,-0.5999939
3.300003,-0.4999939
3.300003,-0.3999939
3.300003,-0.2999939
3.400003,-0.1999939
3.400003,-1.00E-01
3.400003,6.10E-06
3.400003,6.10E-06
3.400003,0.1000061
3.400003,0.2000061
3.300003,0.3000061
3.300003,0.4000061
3.300003,0.5000061
3.300003,0.6000061
3.300003,0.7000061
3.300003,0.7000061
3.300003,0.8000061
3.200003,0.9000061
3.200003,1.000006
3.200003,1.100006
3.200003,1.200006
3.100003,1.200006
3.100003,1.300006
3.100003,1.400006
3.000003,1.500006
3.000003,1.600006
2.900003,1.600006
2.900003,1.700006
2.800003,1.800006
2.800003,1.900006
2.700003,1.900006
2.700003,2.000006
2.600003,2.100006
2.600003,2.200006
2.500003,2.200006
2.500003,2.300006
2.400003,2.300006
2.300003,2.400006
2.300003,2.500006
2.200003,2.500006
2.200003,2.600006
2.100003,2.600006
2.000003,2.700006
1.900003,2.700006
1.900003,2.800006
1.800003,2.800006
1.700003,2.900006
3.000003,-1.499994
2.900003,-1.399994
2.900003,-1.299994
2.900003,-1.199994
3.000003,-0.9999939
2.900003,-0.9999939
2.900003,-0.7999939
2.900003,-0.7999939
3.000003,-0.5999939
2.900003,-0.5999939
2.900003,-0.3999939
2.900003,-0.2999939
2.900003,-0.1999939
2.800003,-1.00E-01
2.900003,-1.00E-01
2.700003,0.1000061
2.800003,0.1000061
2.700003,0.2000061
2.700003,0.3000061
2.700003,0.4000061
2.600003,0.5000061
2.600003,0.6000061
2.600003,0.7000061
2.500003,0.7000061
2.500003,0.8000061
2.400003,0.9000061
2.500003,1.000006
2.300003,1.000006
2.300003,1.100006
2.300003,1.200006
2.300003,1.200006
2.200003,1.300006
2.100003,1.300006
2.100003,1.400006
2.100003,1.500006
2.000003,1.500006
2.000003,1.600006
1.900003,1.600006
1.900003,1.700006
1.800003,1.700006
1.800003,1.700006
1.700003,1.700006
1.700003,1.800006
1.700003,1.800006
1.600003,1.800006
1.600003,1.800006
1.500003,1.900006
1.500003,1.800006
1.500003,1.900006
1.400003,1.900006
1.400003,1.900006
