U,V
1.748602,-1.409821
1.748602,-1.409821
1.848602,-1.409821
1.848602,-1.309821
1.848602,-1.309821
1.948602,-1.209821
1.948602,-1.209821
1.948602,-1.109821
2.048602,-1.009821
2.048602,-1.009821
2.048602,-0.9098206
2.048602,-0.9098206
2.148602,-0.8098206
2.148602,-0.8098206
2.148602,-0.7098206
2.148602,-0.7098206
2.148602,-0.6098205
2.248602,-0.5098206
2.248602,-0.5098206
2.248602,-0.4098206
2.248602,-0.4098206
2.248602,-0.3098206
2.248602,-0.3098206
2.248602,-0.2098206
2.248602,-0.1098206
2.248602,-0.1098206
2.248602,-9.82E-03
2.248602,-9.82E-03
2.248602,9.02E-02
2.248602,0.1901795
2.248602,0.1901795
2.248602,0.2901795
2.248602,0.2901795
2.248602,0.3901795
2.248602,0.4901794
2.248602,0.4901794
2.248602,0.5901794
2.148602,0.5901794
2.148602,0.6901795
2.148602,0.6901795
2.148602,0.7901794
2.148602,0.8901795
2.048602,0.8901795
2.048602,0.9901795
2.048602,0.9901795
2.048602,1.090179
1.948602,1.090179
1.948602,1.190179
1.948602,1.190179
1.848602,1.290179
1.848602,1.290179
1.848602,1.39018
1.748602,1.39018
1.748602,1.490179
1.748602,1.490179
1.648602,1.590179
1.648602,1.590179
1.548602,1.590179
1.548602,1.690179
1.548602,1.690179
1.448602,1.790179
1.448602,1.790179
1.348602,1.790179
1.348602,1.89018
1.248602,1.89018
1.248602,1.89018
1.148602,1.990179
1.148602,1.990179
2.048602,-0.4098206
2.048602,-0.3098206
1.948602,-0.2098206
1.948602,-0.1098206
1.948602,-9.82E-03
1.948602,9.02E-02
1.848602,0.1901795
1.848602,0.1901795
1.848602,0.2901795
1.748602,0.3901795
1.748602,0.4901794
1.648602,0.4901794
1.648602,0.5901794
1.548602,0.6901795
1.548602,0.6901795
1.548602,0.7901794
1.448602,0.7901794
1.348602,0.8901795
1.348602,0.9901795
1.248602,0.9901795
1.248602,1.090179
1.248602,1.090179
1.148602,1.090179
1.148602,1.090179
1.048602,1.190179
0.9486023,1.190179
0.9486023,1.190179
0.8486023,1.290179
0.8486023,1.290179
0.7486023,1.290179
0.7486023,1.290179
0.6486023,1.290179
0.6486023,1.290179
0.5486023,1.39018
0.5486023,1.39018
0.5486023,1.290179
0.4486023,1.290179
0.4486023,1.290179
0.4486023,1.290179
0.4486023,1.290179
0.3486023,1.290179
0.3486023,1.290179
0.2486023,1.190179
0.2486023,1.190179
0.2486023,1.190179
0.2486023,1.190179
0.2486023,1.090179
0.2486023,1.090179
0.2486023,1.090179
0.1486023,1.090179
0.1486023,0.9901795
0.1486023,0.9901795
0.1486023,0.9901795
0.1486023,0.8901795
0.1486023,0.8901795
0.1486023,0.7901794
0.1486023,0.7901794
0.2486023,0.7901794
0.2486023,0.6901795
0.2486023,0.6901795
0.2486023,0.6901795
0.2486023,0.6901795
0.3486023,0.5901794
0.3486023,0.5901794
0.3486023,0.4901794
0.4486023,0.4901794
0.4486023,0.4901794
0.4486023,0.4901794
-0.3513977,0.9901795
-0.3513977,0.9901795
-0.5513977,1.090179
-0.6513977,1.190179
-0.7513977,1.290179
-0.8513977,1.290179
-0.9513977,1.39018
-1.051398,1.39018
-1.151398,1.490179
-1.251398,1.490179
-1.351398,1.490179
-1.451398,1.490179
-1.551398,1.590179
-1.651398,1.590179
-1.751398,1.590179
-1.851398,1.590179
-1.951398,1.590179
-1.951398,1.590179
-2.151398,1.590179
-2.151398,1.590179
-2.251398,1.590179
-2.251398,1.590179
-2.351398,1.490179
-2.451398,1.490179
-2.451398,1.490179
-2.551398,1.490179
-2.551398,1.39018
