U,V
1.424091,-1.450006
1.524091,-1.350006
1.524091,-1.350006
1.524091,-1.350006
1.624091,-1.250006
1.624091,-1.250006
1.624091,-1.150006
1.724091,-1.150006
1.724091,-1.050006
1.724091,-1.050006
1.824091,-0.9500061
1.824091,-0.9500061
1.824091,-0.8500061
1.824091,-0.8500061
1.924091,-0.8500061
1.924091,-0.7500061
1.924091,-0.7500061
1.924091,-0.6500061
1.924091,-0.6500061
1.924091,-0.5500061
2.024091,-0.4500061
2.024091,-0.4500061
2.024091,-0.3500061
2.024091,-0.3500061
2.024091,-0.2500061
2.024091,-0.2500061
2.024091,-0.1500061
2.024091,-0.1500061
2.024091,-5.00E-02
2.024091,-5.00E-02
2.024091,5.00E-02
2.024091,5.00E-02
2.024091,0.1499939
2.024091,0.1499939
2.024091,0.2499939
2.024091,0.2499939
2.024091,0.3499939
2.024091,0.4499939
2.024091,0.4499939
2.024091,0.5499939
1.924091,0.5499939
1.924091,0.6499939
1.924091,0.6499939
1.924091,0.7499939
1.924091,0.7499939
1.824091,0.8499939
1.824091,0.8499939
1.824091,0.9499939
1.824091,0.9499939
1.824091,1.049994
1.724091,1.049994
1.724091,1.049994
1.724091,1.149994
1.624091,1.149994
1.624091,1.249994
1.624091,1.249994
1.524091,1.349994
1.524091,1.349994
1.524091,1.349994
1.424091,1.449994
1.424091,1.449994
1.424091,1.549994
1.324091,1.549994
1.324091,1.549994
1.224091,1.649994
1.224091,1.649994
1.124091,1.649994
1.124091,1.649994
-7.59E-02,-0.2500061
-0.1759094,-0.1500061
-0.1759094,-0.1500061
-0.2759094,-0.1500061
-0.2759094,-0.1500061
-0.2759094,-0.1500061
-0.3759094,-0.1500061
-0.3759094,-0.1500061
-0.3759094,-0.1500061
-0.4759094,-0.1500061
-0.4759094,-0.1500061
-0.4759094,-0.2500061
-0.4759094,-0.2500061
-0.4759094,-0.2500061
-0.4759094,-0.2500061
-0.4759094,-0.2500061
-0.4759094,-0.2500061
-0.4759094,-0.2500061
-0.4759094,-0.2500061
-0.4759094,-0.2500061
-0.4759094,-0.2500061
-0.3759094,-0.2500061
-0.3759094,-0.3500061
-0.3759094,-0.2500061
-0.3759094,-0.2500061
-0.2759094,-0.2500061
-0.2759094,-0.3500061
-0.2759094,-0.2500061
-0.1759094,-0.2500061
-0.1759094,-0.2500061
-7.59E-02,-0.2500061
-7.59E-02,-0.1500061
2.41E-02,-0.2500061
2.41E-02,-0.1500061
0.1240906,-0.1500061
0.1240906,-5.00E-02
0.1240906,-5.00E-02
0.2240906,-5.00E-02
0.2240906,-5.00E-02
0.2240906,5.00E-02
0.3240906,5.00E-02
0.3240906,0.1499939
0.3240906,0.1499939
0.3240906,0.2499939
0.4240906,0.2499939
0.4240906,0.2499939
0.4240906,0.2499939
0.5240906,0.3499939
0.5240906,0.3499939
0.5240906,0.3499939
0.5240906,0.4499939
0.6240906,0.4499939
0.6240906,0.4499939
0.5240906,0.4499939
0.6240906,0.5499939
0.6240906,0.5499939
0.6240906,0.5499939
0.6240906,0.5499939
0.7240906,0.5499939
0.7240906,0.6499939
0.7240906,0.6499939
0.7240906,0.6499939
0.7240906,0.6499939
0.8240906,0.7499939
0.8240906,0.6499939
0.8240906,0.7499939
0.8240906,0.6499939
0.8240906,0.7499939
-4.375909,1.949994
-4.57591,1.849994
-4.875909,1.749994
-4.97591,1.649994
-5.275909,1.449994
-5.375909,1.349994
-5.57591,1.149994
-5.67591,1.049994
-5.875909,0.8499939
-5.875909,0.6499939
-6.07591,0.4499939
-6.07591,0.2499939
-6.17591,5.00E-02
-6.17591,-5.00E-02
-6.17591,-0.3500061
-6.17591,-0.4500061
-6.17591,-0.7500061
-6.17591,-0.8500061
-6.07591,-1.050006
-5.97591,-1.150006
-5.97591,-1.450006
-5.775909,-1.550006
-5.67591,-1.650006
-5.57591,-1.750006
-5.47591,-1.950006
-5.275909,-1.950006
-5.17591,-2.150006
-4.875909,-2.150006
-4.775909,-2.250006
